Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency,Customer_Segment,Segment
51,62674,,4.8,2027.48,28,72.41,5.8,2,2
32,73824,,4.1,721.56,12,60.13,2.9,1,1
27,50322,,2.7,1039.14,18,57.73,6.7,1,1
32,59704,,1.0,750.33,9,83.37,9.0,1,1
59,28866,,6.2,1186.74,18,65.93,2.9,2,2
46,40965,,5.8,2418.0,39,62.0,6.7,1,1
74,35631,,4.7,287.4,6,47.9,1.3,2,2
40,20830,,5.0,1045.17,21,49.77,4.2,1,1
34,74303,,5.7,2186.46,27,80.98,4.7,1,1
26,55306,,4.3,546.48,8,68.31,1.9,1,1
67,90663,,4.4,3228.48,32,100.89,7.3,2,2
53,161005,,1.4,3127.66,17,183.98,12.1,0,0
26,34787,,4.5,293.16,7,41.88,1.6,1,1
33,93540,,5.4,1264.8,16,79.05,3.0,0,0
53,58068,,6.1,1081.08,18,60.06,3.0,2,2
65,50368,,4.0,657.68,8,82.21,2.0,2,2
68,74127,,5.1,2835.51,47,60.33,9.2,2,2
50,61213,,2.5,553.26,6,92.21,2.4,2,2
72,87950,,4.7,11791.6,82,143.8,17.4,2,2
48,24377,,5.2,2558.52,46,55.62,8.8,2,2
23,86043,,2.3,2561.25,25,102.45,10.9,1,1
27,104037,,0.8,229.71,3,76.57,3.8,0,0
33,48919,,2.0,319.2,6,53.2,3.0,1,1
21,67600,,5.2,1085.24,13,83.48,2.5,1,1
71,94417,,6.0,2579.68,23,112.16,3.8,2,2
39,102083,,2.0,4054.8,24,168.95,12.0,0,0
30,82625,,6.1,5795.82,54,107.33,8.9,1,1
33,52329,,3.2,536.49,9,59.61,2.8,1,1
69,71980,,6.5,4181.4,45,92.92,6.9,2,2
46,161817,,3.9,23914.24,68,351.68,17.4,0,0
23,131279,,1.1,2036.5,10,203.65,9.1,0,0
43,42160,,4.9,1694.0,28,60.5,5.7,1,1
28,46292,,2.3,516.32,8,64.54,3.5,1,1
41,70965,,3.9,1513.05,15,100.87,3.8,1,1
46,44958,,1.8,534.06,9,59.34,5.0,1,1
20,78826,,4.7,3331.8,36,92.55,7.7,1,1
69,46809,,0.7,57.9,1,57.9,1.4,2,2
27,48828,,3.7,1312.3,22,59.65,5.9,1,1
18,107580,,0.8,512.0,4,128.0,5.0,0,0
69,69815,,5.9,3970.8,40,99.27,6.8,2,2
60,81773,,1.1,221.61,3,73.87,2.7,2,2
43,57751,,2.4,457.44,6,76.24,2.5,1,1
75,93758,,1.7,405.7,5,81.14,2.9,2,2
29,79605,,4.7,1224.9,15,81.66,3.2,1,1
31,69394,,0.5,86.91,1,86.91,2.0,1,1
42,125864,,1.4,6982.8,23,303.6,16.4,0,0
25,85414,,4.2,1430.94,21,68.14,5.0,1,1
60,132238,,1.6,3443.69,17,202.57,10.6,0,0
21,68257,,4.6,262.8,3,87.6,0.7,1,1
45,98388,,1.2,935.44,8,116.93,6.7,0,0
24,70179,,4.3,1576.0,16,98.5,3.7,1,1
27,38581,,3.1,224.25,5,44.85,1.6,1,1
68,38195,,0.3,70.43,1,70.43,3.3,2,2
74,43934,,4.0,212.88,4,53.22,1.0,2,2
75,91780,,3.4,1246.57,13,95.89,3.8,2,2
53,74576,,2.1,376.25,5,75.25,2.4,2,2
19,86396,,5.2,2925.0,36,81.25,6.9,1,1
43,29413,,2.9,477.81,9,53.09,3.1,1,1
70,44142,,3.6,1483.6,20,74.18,5.6,2,2
67,69838,,6.2,1564.08,21,74.48,3.4,2,2
31,25699,,4.4,604.12,11,54.92,2.5,1,1
75,38536,,0.4,67.39,1,67.39,2.5,2,2
33,82870,,5.4,7256.8,47,154.4,8.7,1,1
71,96491,,1.2,1456.3,10,145.63,8.3,2,2
60,83498,,4.4,1647.0,25,65.88,5.7,2,2
59,45516,,5.6,2797.34,53,52.78,9.5,2,2
34,151101,,5.8,42928.34,182,235.87,31.4,0,0
63,136257,,1.1,6962.56,22,316.48,20.0,0,0
39,43826,,3.1,226.29,3,75.43,1.0,1,1
21,76745,,2.9,1673.28,16,104.58,5.5,1,1
36,57966,,3.1,1813.25,25,72.53,8.1,1,1
19,49908,,0.9,147.34,2,73.67,2.2,1,1
56,79653,,4.5,2403.52,29,82.88,6.4,2,2
26,60791,,3.9,909.84,17,53.52,4.4,1,1
36,70115,,5.2,1096.08,12,91.34,2.3,1,1
33,51406,,6.1,591.99,7,84.57,1.1,1,1
71,36506,,2.3,244.2,4,61.05,1.7,2,2
42,37987,,4.6,293.64,6,48.94,1.3,1,1
65,56795,,3.6,7229.25,63,114.75,17.5,2,2
35,33154,,6.1,572.88,12,47.74,2.0,1,1
40,25790,,5.1,716.69,13,55.13,2.5,1,1
70,46125,,1.5,196.74,3,65.58,2.0,2,2
38,80508,,2.0,464.95,5,92.99,2.5,1,1
28,77963,,3.3,1121.68,14,80.12,4.2,1,1
56,83836,,1.6,685.68,8,85.71,5.0,2,2
58,93668,,2.6,4058.5,25,162.34,9.6,0,0
21,65317,,3.3,1007.82,18,55.99,5.5,1,1
42,91564,,6.1,1297.27,17,76.31,2.8,0,0
49,37016,,0.6,56.15,1,56.15,1.7,2,2
47,32855,,5.3,758.89,11,68.99,2.1,2,2
62,63679,,3.1,589.2,10,58.92,3.2,2,2
43,78706,,5.7,2239.71,33,67.87,5.8,1,1
74,44346,,0.4,94.96,2,47.48,5.0,2,2
53,46100,,3.7,545.16,7,77.88,1.9,2,2
68,59734,,4.3,890.52,12,74.21,2.8,2,2
51,30145,,6.0,403.3,10,40.33,1.7,2,2
26,46675,,3.6,516.48,8,64.56,2.2,1,1
29,19398,,5.4,429.6,12,35.8,2.2,1,1
19,74561,,6.3,2202.0,30,73.4,4.8,1,1
55,57907,,2.1,417.72,6,69.62,2.9,2,2
22,35651,,6.5,135.63,3,45.21,0.5,1,1
22,57545,,1.2,222.03,3,74.01,2.5,1,1
69,53107,,4.5,950.28,12,79.19,2.7,2,2
39,106604,,4.3,27197.24,137,198.52,31.9,0,0
22,61307,,0.9,633.6,8,79.2,8.9,1,1
21,75330,,0.7,259.26,3,86.42,4.3,1,1
26,72414,,4.0,1097.18,14,78.37,3.5,1,1
46,91194,,2.8,7049.22,51,138.22,18.2,0,0
39,73768,,0.6,404.84,4,101.21,6.7,1,1
44,28113,,4.9,333.76,8,41.72,1.6,1,1
27,32802,,0.8,104.3,2,52.15,2.5,1,1
33,73355,,5.3,1523.5,25,60.94,4.7,1,1
59,61835,,0.7,219.09,3,73.03,4.3,2,2
59,67318,,4.7,3591.9,45,79.82,9.6,2,2
68,90336,,5.7,1166.9,14,83.35,2.5,2,2
27,60403,,5.6,3515.0,50,70.3,8.9,1,1
23,32934,,4.9,152.07,3,50.69,0.6,1,1
66,58840,,1.3,2507.61,21,119.41,16.2,2,2
22,59905,,3.1,211.08,3,70.36,1.0,1,1
75,151251,,2.4,17358.87,51,340.37,21.2,0,0
23,70718,,3.0,718.72,8,89.84,2.7,1,1
73,77740,,4.9,1899.9,18,105.55,3.7,2,2
64,66256,,5.6,512.12,7,73.16,1.2,2,2
42,47184,,4.3,1000.11,17,58.83,4.0,1,1
68,46132,,0.2,65.72,1,65.72,5.0,2,2
67,42334,,0.9,63.85,1,63.85,1.1,2,2
21,30734,,2.3,228.2,5,45.64,2.2,1,1
57,47595,,5.9,685.56,12,57.13,2.0,2,2
65,56737,,4.0,1181.32,14,84.38,3.5,2,2
49,52353,,5.2,634.37,11,57.67,2.1,2,2
73,58450,,3.0,1314.3,15,87.62,5.0,2,2
68,149909,,6.1,34577.34,98,352.83,16.1,0,0
69,80070,,1.9,4378.88,32,136.84,16.8,2,2
52,104857,,5.6,15948.04,94,169.66,16.8,0,0
27,79321,,1.2,294.96,3,98.32,2.5,1,1
51,41741,,4.7,938.08,13,72.16,2.8,2,2
53,53100,,4.5,217.29,3,72.43,0.7,2,2
23,39435,,0.8,73.8,1,73.8,1.2,1,1
60,31504,,5.5,684.45,13,52.65,2.4,2,2
63,76864,,5.4,1296.59,17,76.27,3.1,2,2
33,98198,,5.6,6711.09,51,131.59,9.1,0,0
70,85710,,1.8,797.31,9,88.59,5.0,2,2
36,100027,,1.0,7349.44,28,262.48,28.0,0,0
51,40755,,3.0,426.56,8,53.32,2.7,2,2
42,55251,,5.6,1906.08,24,79.42,4.3,1,1
48,63447,,5.2,2331.12,33,70.64,6.3,2,2
66,40292,,4.5,1015.07,17,59.71,3.8,2,2
58,61492,,6.4,947.68,16,59.23,2.5,2,2
34,60519,,4.3,1534.76,17,90.28,4.0,1,1
64,26140,,5.9,1972.84,31,63.64,5.3,2,2
47,58402,,3.0,2821.44,32,88.17,10.7,2,2
56,38873,,5.2,645.9,15,43.06,2.9,2,2
71,62387,,4.5,5834.4,51,114.4,11.3,2,2
72,47849,,0.4,78.16,1,78.16,2.5,2,2
48,62241,,2.5,523.95,7,74.85,2.8,2,2
36,50416,,5.4,1060.64,14,75.76,2.6,1,1
52,74689,,2.5,960.6,15,64.04,6.0,2,2
46,91566,,2.0,408.6,4,102.15,2.0,0,0
18,17085,,0.3,207.96,4,51.99,13.3,1,1
21,59394,,1.1,579.06,9,64.34,8.2,1,1
45,35272,,1.1,58.74,1,58.74,0.9,1,1
35,49978,,6.1,748.58,14,53.47,2.3,1,1
43,75652,,1.0,299.31,3,99.77,3.0,1,1
57,34878,,3.2,627.12,9,69.68,2.8,2,2
36,68854,,5.1,1587.74,22,72.17,4.3,1,1
72,48364,,3.3,607.68,9,67.52,2.7,2,2
72,82825,,2.7,4687.2,36,130.2,13.3,2,2
74,67593,,5.9,1170.96,17,68.88,2.9,2,2
23,94249,,5.8,1573.95,15,104.93,2.6,1,1
18,17671,,5.5,1474.78,38,38.81,6.9,1,1
25,54019,,3.2,501.84,6,83.64,1.9,1,1
50,68683,,3.7,1069.9,13,82.3,3.5,2,2
68,28810,,1.3,215.04,4,53.76,3.1,2,2
60,65477,,5.6,1386.56,16,86.66,2.9,2,2
38,83604,,1.3,531.23,7,75.89,5.4,1,1
41,39424,,1.2,135.32,2,67.66,1.7,1,1
42,52413,,6.3,2739.24,36,76.09,5.7,1,1
64,64437,,2.4,373.32,6,62.22,2.5,2,2
72,67778,,6.2,1380.4,17,81.2,2.7,2,2
74,95754,,6.1,7218.88,68,106.16,11.1,2,2
60,71398,,5.9,2346.7,31,75.7,5.3,2,2
36,45881,,5.9,1246.32,18,69.24,3.1,1,1
46,79374,,4.0,1322.23,13,101.71,3.2,1,1
70,73660,,0.4,101.6,1,101.6,2.5,2,2
27,57286,,5.7,501.66,6,83.61,1.1,1,1
73,39325,,6.4,3784.8,57,66.4,8.9,2,2
29,61596,,5.2,971.85,11,88.35,2.1,1,1
50,51899,,4.3,360.85,5,72.17,1.2,2,2
73,41668,,1.4,270.6,5,54.12,3.6,2,2
24,42250,,6.1,636.72,12,53.06,2.0,1,1
34,49575,,0.5,51.35,1,51.35,2.0,1,1
75,67735,,2.7,196.59,3,65.53,1.1,2,2
27,72253,,2.4,4819.65,33,146.05,13.8,1,1
48,92840,,5.6,1021.2,12,85.1,2.1,0,0
23,39652,,0.8,65.26,1,65.26,1.2,1,1
34,36201,,1.1,600.82,11,54.62,10.0,1,1
67,153654,,1.8,11029.5,43,256.5,23.9,0,0
54,54206,,2.7,2014.08,24,83.92,8.9,2,2
35,45215,,3.8,4115.98,53,77.66,13.9,1,1
43,123644,,5.7,15918.12,102,156.06,17.9,0,0
66,69868,,2.9,717.84,9,79.76,3.1,2,2
71,68201,,1.8,291.44,4,72.86,2.2,2,2
33,60611,,0.6,193.71,3,64.57,5.0,1,1
25,45109,,2.0,480.51,9,53.39,4.5,1,1
41,27620,,2.9,92.16,2,46.08,0.7,1,1
30,95530,,4.7,38962.0,154,253.0,32.8,0,0
46,76431,,2.3,503.92,8,62.99,3.5,1,1
49,104526,,5.1,12413.1,70,177.33,13.7,0,0
41,46266,,2.2,554.4,10,55.44,4.5,1,1
33,36071,,0.1,48.85,1,48.85,10.0,1,1
28,128954,,1.0,2385.12,16,149.07,16.0,0,0
49,72758,,1.5,881.55,9,97.95,6.0,2,2
23,86819,,2.5,897.36,8,112.17,3.2,1,1
52,104594,,0.4,706.28,4,176.57,10.0,0,0
50,56342,,5.4,637.0,10,63.7,1.9,2,2
35,68417,,1.6,893.5,10,89.35,6.2,1,1
54,15000,,5.0,207.78,6,34.63,1.2,2,2
30,121162,,4.1,11020.9,55,200.38,13.4,0,0
27,59651,,5.7,3285.94,49,67.06,8.6,1,1
54,42126,,2.6,325.15,7,46.45,2.7,2,2
43,38073,,4.4,630.12,12,52.51,2.7,1,1
63,43945,,2.5,438.34,7,62.62,2.8,2,2
34,48423,,5.0,2567.0,34,75.5,6.8,1,1
18,70612,,2.7,294.4,5,58.88,1.9,1,1
42,143116,,6.0,24288.24,136,178.59,22.7,0,0
51,78001,,6.1,10728.26,106,101.21,17.4,2,2
56,50311,,6.2,1915.49,31,61.79,5.0,2,2
27,38852,,4.6,569.28,8,71.16,1.7,1,1
37,108112,,1.6,3814.23,21,181.63,13.1,0,0
24,101771,,5.4,2931.2,40,73.28,7.4,0,0
73,37588,,1.4,141.2,2,70.6,1.4,2,2
33,82112,,4.9,2125.68,24,88.57,4.9,1,1
54,141794,,6.3,19259.64,102,188.82,16.2,0,0
46,35750,,2.6,706.32,12,58.86,4.6,1,1
29,96393,,0.2,291.56,2,145.78,10.0,0,0
34,157049,,5.4,41528.48,112,370.79,20.7,0,0
65,53691,,5.5,615.67,11,55.97,2.0,2,2
37,161921,,1.5,17726.58,51,347.58,34.0,0,0
43,34682,,3.5,321.66,6,53.61,1.7,1,1
65,55194,,2.7,422.87,7,60.41,2.6,2,2
36,17251,,0.2,47.14,1,47.14,5.0,1,1
75,72443,,4.9,1546.92,18,85.94,3.7,2,2
64,27672,,2.2,113.1,3,37.7,1.4,2,2
29,61346,,6.1,942.82,17,55.46,2.8,1,1
38,50409,,5.4,1139.32,14,81.38,2.6,1,1
59,38240,,5.3,1200.24,18,66.68,3.4,2,2
75,68907,,4.9,3500.2,43,81.4,8.8,2,2
71,68995,,3.5,625.87,7,89.41,2.0,2,2
51,60406,,1.4,338.52,6,56.42,4.3,2,2
24,48516,,3.5,210.09,3,70.03,0.9,1,1
62,50560,,0.9,126.94,2,63.47,2.2,2,2
52,35554,,6.2,834.6,15,55.64,2.4,2,2
32,27095,,1.0,119.38,2,59.69,2.0,1,1
18,44599,,0.3,149.76,2,74.88,6.7,1,1
43,61240,,0.2,82.04,1,82.04,5.0,1,1
52,57850,,5.4,355.14,6,59.19,1.1,2,2
42,31017,,2.7,147.48,3,49.16,1.1,1,1
59,35959,,1.2,142.8,2,71.4,1.7,2,2
32,75718,,5.0,3206.97,39,82.23,7.8,1,1
39,43994,,3.5,400.56,6,66.76,1.7,1,1
23,23866,,3.8,825.0,15,55.0,3.9,1,1
69,48587,,3.7,233.48,4,58.37,1.1,2,2
32,89650,,5.8,12521.71,103,121.57,17.8,1,1
41,43978,,2.3,752.44,13,57.88,5.7,1,1
38,32652,,6.2,738.65,17,43.45,2.7,1,1
24,71262,,1.0,649.74,7,92.82,7.0,1,1
74,79195,,3.9,1969.38,21,93.78,5.4,2,2
46,70469,,4.7,4818.4,38,126.8,8.1,1,1
49,65623,,4.2,2406.84,31,77.64,7.4,2,2
49,56983,,6.1,2940.0,42,70.0,6.9,2,2
70,54704,,1.5,1014.26,13,78.02,8.7,2,2
22,71775,,4.9,2096.9,26,80.65,5.3,1,1
21,60072,,3.0,1822.86,26,70.11,8.7,1,1
39,43192,,1.9,45.85,1,45.85,0.5,1,1
35,77814,,0.4,276.39,3,92.13,7.5,1,1
52,52080,,1.1,181.92,3,60.64,2.7,2,2
34,47908,,1.8,348.72,6,58.12,3.3,1,1
67,67561,,4.1,554.94,6,92.49,1.5,2,2
67,61020,,6.2,819.36,9,91.04,1.5,2,2
73,63441,,2.0,583.11,9,64.79,4.5,2,2
41,48309,,0.7,133.12,2,66.56,2.9,1,1
19,63017,,2.4,88.1,1,88.1,0.4,1,1
30,41343,,6.5,1043.1,18,57.95,2.8,1,1
71,56500,,5.1,1783.75,25,71.35,4.9,2,2
32,66062,,1.1,79.17,1,79.17,0.9,1,1
22,84451,,1.3,2229.8,20,111.49,15.4,1,1
20,48487,,3.9,428.68,7,61.24,1.8,1,1
54,34403,,1.3,124.98,3,41.66,2.3,2,2
54,37083,,6.5,647.0,10,64.7,1.5,2,2
54,53869,,5.3,505.38,6,84.23,1.1,2,2
20,71960,,0.2,65.63,1,65.63,5.0,1,1
52,68106,,2.0,290.61,3,96.87,1.5,2,2
69,61616,,1.9,61.78,1,61.78,0.5,2,2
40,197579,,5.3,33645.6,90,373.84,17.0,0,0
45,69794,,2.7,252.42,3,84.14,1.1,1,1
47,36173,,2.1,141.48,3,47.16,1.4,2,2
35,29989,,4.4,116.28,3,38.76,0.7,1,1
75,95997,,5.4,2330.64,24,97.11,4.4,2,2
69,51032,,6.2,1552.6,28,55.45,4.5,2,2
53,141535,,5.6,35534.43,111,320.13,19.8,0,0
50,59660,,4.6,2576.1,30,85.87,6.5,2,2
43,47390,,2.5,1210.08,24,50.42,9.6,1,1
65,120198,,3.4,10404.84,62,167.82,18.2,0,0
57,47705,,3.6,906.66,18,50.37,5.0,2,2
34,23978,,3.5,245.48,4,61.37,1.1,1,1
57,55984,,6.3,890.12,17,52.36,2.7,2,2
24,77669,,5.1,1793.2,20,89.66,3.9,1,1
74,70652,,0.5,73.76,1,73.76,2.0,2,2
25,48006,,3.9,609.12,8,76.14,2.1,1,1
70,50513,,4.7,3261.6,40,81.54,8.5,2,2
73,56780,,2.4,468.51,7,66.93,2.9,2,2
48,60749,,1.0,175.32,2,87.66,2.0,2,2
75,48069,,1.9,116.78,2,58.39,1.1,2,2
29,88866,,1.2,406.56,6,67.76,5.0,1,1
65,57678,,3.8,805.42,11,73.22,2.9,2,2
48,22283,,2.8,355.95,9,39.55,3.2,2,2
61,70509,,6.5,3059.0,50,61.18,7.7,2,2
36,84618,,6.3,12746.4,94,135.6,14.9,1,1
27,66456,,5.4,1633.94,22,74.27,4.1,1,1
56,42570,,4.1,1160.32,16,72.52,3.9,2,2
29,91968,,1.1,1478.82,14,105.63,12.7,1,1
37,26308,,2.3,43.78,1,43.78,0.4,1,1
54,56047,,2.8,405.23,7,57.89,2.5,2,2
65,63580,,4.8,550.26,9,61.14,1.9,2,2
58,34318,,4.7,280.6,4,70.15,0.9,2,2
24,193451,,5.0,66185.36,152,435.43,30.4,0,0
69,79184,,6.1,1652.7,21,78.7,3.4,2,2
71,78133,,2.7,1022.98,14,73.07,5.2,2,2
75,71612,,0.9,365.84,4,91.46,4.4,2,2
31,112953,,5.6,7985.4,60,133.09,10.7,0,0
28,58047,,6.5,919.36,13,70.72,2.0,1,1
24,25135,,4.6,951.94,22,43.27,4.8,1,1
46,52619,,1.8,207.45,3,69.15,1.7,1,1
27,100292,,2.9,1724.55,15,114.97,5.2,0,0
46,66695,,2.7,1285.28,16,80.33,5.9,1,1
26,169318,,4.1,35937.96,92,390.63,22.4,0,0
53,56929,,4.8,910.05,15,60.67,3.1,2,2
65,17278,,2.3,262.57,7,37.51,3.0,2,2
27,75685,,5.9,8921.4,60,148.69,10.2,1,1
36,160246,,3.5,12560.4,54,232.6,15.4,0,0
73,83493,,5.3,1234.61,13,94.97,2.5,2,2
48,40406,,5.7,260.3,5,52.06,0.9,2,2
34,50332,,5.6,498.72,8,62.34,1.4,1,1
26,92422,,4.0,856.44,9,95.16,2.2,1,1
62,66652,,1.6,1029.28,16,64.33,10.0,2,2
50,54739,,4.2,888.47,11,80.77,2.6,2,2
51,103598,,4.3,2412.02,26,92.77,6.0,0,0
62,51376,,2.6,223.11,3,74.37,1.2,2,2
41,53159,,3.7,623.44,8,77.93,2.2,1,1
26,43737,,3.6,453.28,8,56.66,2.2,1,1
24,50797,,0.1,54.34,1,54.34,10.0,1,1
33,118684,,4.1,6061.65,35,173.19,8.5,0,0
36,92690,,0.6,186.04,2,93.02,3.3,0,0
56,50468,,2.4,440.52,6,73.42,2.5,2,2
23,16103,,3.0,223.9,5,44.78,1.7,1,1
67,15000,,4.9,482.49,9,53.61,1.8,2,2
68,49330,,1.3,161.28,3,53.76,2.3,2,2
28,44162,,6.1,1145.12,17,67.36,2.8,1,1
29,99071,,0.5,164.34,2,82.17,4.0,0,0
75,60558,,0.5,112.34,2,56.17,4.0,2,2
59,66085,,1.0,59.95,1,59.95,1.0,2,2
30,33631,,1.1,120.72,2,60.36,1.8,1,1
29,53101,,3.8,272.65,5,54.53,1.3,1,1
38,121843,,5.1,26256.96,162,162.08,31.8,0,0
27,61221,,4.7,2255.5,26,86.75,5.5,1,1
37,15000,,1.3,326.1,6,54.35,4.6,1,1
67,40054,,5.8,1332.36,18,74.02,3.1,2,2
53,38028,,1.2,66.63,1,66.63,0.8,2,2
45,55574,,3.9,2093.8,29,72.2,7.4,1,1
41,115440,,3.4,8193.33,59,138.87,17.4,0,0
22,45056,,4.0,468.0,10,46.8,2.5,1,1
54,57396,,1.6,283.04,4,70.76,2.5,2,2
29,29329,,3.7,756.67,17,44.51,4.6,1,1
75,76121,,2.5,675.09,9,75.01,3.6,2,2
52,84960,,4.5,11251.97,79,142.43,17.6,2,2
57,29431,,2.9,99.9,2,49.95,0.7,2,2
71,59971,,0.3,76.26,1,76.26,3.3,2,2
19,99468,,2.7,882.86,11,80.26,4.1,1,1
67,178717,,0.5,5139.0,15,342.6,30.0,0,0
58,96373,,4.8,10913.52,74,147.48,15.4,0,0
62,97971,,1.6,855.09,9,95.01,5.6,0,0
56,53018,,1.3,151.41,3,50.47,2.3,2,2
59,61964,,5.4,3213.76,44,73.04,8.1,2,2
26,26277,,3.7,214.84,4,53.71,1.1,1,1
39,45113,,5.9,1803.36,24,75.14,4.1,1,1
64,58985,,2.3,265.71,3,88.57,1.3,2,2
22,81582,,1.6,2448.35,23,106.45,14.4,1,1
29,28082,,1.8,115.72,2,57.86,1.1,1,1
18,74627,,6.5,4593.16,52,88.33,8.0,1,1
61,42309,,5.3,1001.7,15,66.78,2.8,2,2
39,62182,,4.8,1913.45,35,54.67,7.3,1,1
55,33809,,1.2,41.81,1,41.81,0.8,2,2
68,50164,,0.4,1698.6,10,169.86,25.0,2,2
36,41692,,2.4,1413.6,19,74.4,7.9,1,1
33,20585,,6.2,418.86,9,46.54,1.5,1,1
48,59100,,2.2,223.86,3,74.62,1.4,2,2
68,108933,,4.6,2624.5,25,104.98,5.4,0,0
20,42429,,2.8,408.59,7,58.37,2.5,1,1
40,15000,,0.4,31.64,1,31.64,2.5,1,1
59,66603,,1.7,310.04,4,77.51,2.4,2,2
35,94190,,5.9,4234.8,40,105.87,6.8,0,0
43,45977,,6.3,883.35,15,58.89,2.4,1,1
30,76359,,0.6,194.5,2,97.25,3.3,1,1
75,73250,,2.7,771.94,13,59.38,4.8,2,2
35,90980,,2.1,4893.76,32,152.93,15.2,0,0
20,71518,,0.9,708.89,7,101.27,7.8,1,1
75,47691,,0.6,178.77,3,59.59,5.0,2,2
40,94971,,5.2,12875.4,92,139.95,17.7,0,0
20,65629,,6.3,2313.25,25,92.53,4.0,1,1
72,15000,,2.8,97.3,2,48.65,0.7,2,2
42,43049,,2.1,436.02,6,72.67,2.9,1,1
44,45919,,4.4,2071.73,31,66.83,7.0,1,1
75,61744,,2.7,6373.08,63,101.16,23.3,2,2
61,137994,,4.3,39152.79,129,303.51,30.0,0,0
44,38404,,5.3,1881.88,28,67.21,5.3,1,1
69,57987,,2.5,819.4,10,81.94,4.0,2,2
56,46073,,0.1,48.53,1,48.53,10.0,2,2
42,51010,,3.8,535.37,11,48.67,2.9,1,1
41,97082,,5.0,2670.36,22,121.38,4.4,0,0
25,15000,,3.6,658.08,18,36.56,5.0,1,1
26,43211,,2.9,297.72,6,49.62,2.1,1,1
63,90775,,6.0,2131.75,25,85.27,4.2,2,2
54,54423,,6.1,1638.21,21,78.01,3.4,2,2
47,100780,,4.7,7402.56,44,168.24,9.4,0,0
70,37925,,3.9,545.6,8,68.2,2.1,2,2
36,44006,,1.3,183.57,3,61.19,2.3,1,1
70,102574,,1.7,411.05,5,82.21,2.9,0,0
33,46038,,6.0,869.77,11,79.07,1.8,1,1
41,54238,,5.3,491.68,7,70.24,1.3,1,1
61,66465,,6.0,220.89,3,73.63,0.5,2,2
38,75418,,4.7,2240.7,22,101.85,4.7,1,1
53,86069,,5.3,2032.9,29,70.1,5.5,0,0
57,104626,,5.1,6353.05,55,115.51,10.8,0,0
56,79175,,6.2,3096.62,29,106.78,4.7,2,2
64,34914,,4.5,386.04,6,64.34,1.3,2,2
23,99532,,2.7,5400.0,45,120.0,16.7,0,0
22,84206,,0.5,932.48,8,116.56,16.0,1,1
31,66589,,4.0,1411.51,19,74.29,4.8,1,1
70,15000,,5.6,276.99,7,39.57,1.2,2,2
62,44850,,1.4,167.7,3,55.9,2.1,2,2
59,69652,,3.8,1350.9,15,90.06,3.9,2,2
67,53367,,0.6,117.48,2,58.74,3.3,2,2
21,52903,,4.0,659.9,10,65.99,2.5,1,1
25,58152,,6.4,1716.22,22,78.01,3.4,1,1
41,50408,,1.9,65.11,1,65.11,0.5,1,1
28,132560,,1.4,2843.76,17,167.28,12.1,0,0
34,73031,,4.9,4416.8,40,110.42,8.2,1,1
67,32246,,3.6,256.6,4,64.15,1.1,2,2
38,61142,,3.3,748.26,9,83.14,2.7,1,1
74,33349,,4.8,567.56,14,40.54,2.9,2,2
43,47754,,3.9,700.5,10,70.05,2.6,1,1
60,40902,,6.0,902.56,16,56.41,2.7,2,2
65,15133,,2.6,1169.55,23,50.85,8.8,2,2
61,42955,,2.0,153.9,3,51.3,1.5,2,2
62,46887,,4.6,1223.41,19,64.39,4.1,2,2
44,47780,,5.4,1234.24,16,77.14,3.0,1,1
33,57107,,1.2,171.33,3,57.11,2.5,1,1
72,30746,,5.6,356.94,6,59.49,1.1,2,2
43,53298,,3.6,1620.0,20,81.0,5.6,1,1
70,20791,,4.0,336.3,6,56.05,1.5,2,2
50,96932,,3.1,4138.58,38,108.91,12.3,0,0
48,42533,,1.6,258.65,5,51.73,3.1,2,2
65,73434,,5.7,1533.4,22,69.7,3.9,2,2
64,149108,,6.2,63373.29,201,315.29,32.4,0,0
23,68887,,4.2,1978.0,23,86.0,5.5,1,1
61,53663,,1.6,251.2,5,50.24,3.1,2,2
25,58373,,5.5,1068.75,15,71.25,2.7,1,1
24,76145,,1.9,1385.33,17,81.49,8.9,1,1
51,73149,,1.0,243.28,4,60.82,4.0,2,2
61,42653,,3.2,458.34,6,76.39,1.9,2,2
70,62873,,4.8,951.61,11,86.51,2.3,2,2
31,73194,,1.9,797.7,10,79.77,5.3,1,1
33,47898,,0.5,69.39,1,69.39,2.0,1,1
60,35210,,6.1,1302.5,25,52.1,4.1,2,2
69,60725,,0.7,113.08,2,56.54,2.9,2,2
26,113865,,1.3,379.52,4,94.88,3.1,0,0
27,38152,,5.3,509.2,8,63.65,1.5,1,1
34,55736,,4.2,657.54,9,73.06,2.1,1,1
29,37863,,1.9,280.8,5,56.16,2.6,1,1
23,58085,,5.4,2190.24,27,81.12,5.0,1,1
36,76733,,2.7,2938.54,22,133.57,8.1,1,1
60,100055,,0.2,208.1,2,104.05,10.0,0,0
58,56195,,1.9,80.34,1,80.34,0.5,2,2
70,68773,,3.1,1008.28,13,77.56,4.2,2,2
46,81037,,3.9,777.87,9,86.43,2.3,1,1
23,166762,,5.0,44525.3,155,287.26,31.0,0,0
42,46914,,1.1,527.52,8,65.94,7.3,1,1
74,42304,,5.1,796.5,15,53.1,2.9,2,2
41,48652,,3.2,129.98,2,64.99,0.6,1,1
42,78212,,0.3,189.76,2,94.88,6.7,1,1
