TransactionID,CustomerID,TransactionDate,TransactionTime,Age,Gender,Income,Location,AccountAgeDays,Membership,ProductID,Category,Quantity,Price,TotalAmount,PaymentMethod,CardType,TransactionChannel,DeviceType,Browser,IPAddress,PreviousTransactionCount,AverageTransactionAmount,TransactionFrequency,TimeSinceLastTransaction,FailedLoginAttempts,PasswordChangeCount,NewDeviceLogin,IsInternational,DistanceFromHome,CustomerTotalSpend,CustomerAverageSpend,CustomerComplaints,CustomerRating,CustomerHealthScore,RefundCount,ChargebackCount,SuspiciousActivityCount,Fraud
TXN100632,CUST1509,2025-07-30,22:06:00,26,Male,89333.47,"Phoenix, AZ",1347,Platinum,PROD713,Electronics,4,587.75,2351.0,Credit Card,Visa,Mobile App,Desktop,Firefox,136.128.91.13,75,461.84,14.98,61.4,0,2,1,0,26.4,34638.0,461.84,3,3.0,36,2,3,2,1
TXN100633,CUST1331,2025-01-08,10:36:00,38,Female,133147.3,"San Diego, CA",3102,VIP,PROD448,Books,1,689.74,689.74,PayPal,None,Mobile App,Desktop,Safari,201.14.217.34,62,431.38,5.61,71.9,0,3,0,0,8.8,26745.56,431.38,5,1.7,83,2,2,0,0
TXN100634,CUST2295,2025-06-21,20:36:00,56,Female,53612.76,"New York, NY",42,VIP,PROD264,Toys,2,150.91,301.82,Debit Card,Amex,In-Store,None,None,247.231.219.247,122,353.1,7.16,36.2,1,2,0,0,0.1,43078.2,353.1,3,1.1,40,1,2,0,0
TXN100635,CUST2030,2026-02-22,08:34:00,52,Non-Binary,104927.23,"New York, NY",30,None,PROD115,Electronics,4,710.68,2842.72,Apple Pay,None,POS,None,None,183.253.65.51,20,102.99,8.97,84.8,1,3,0,0,27.4,2059.8,102.99,2,2.8,82,2,1,3,0
TXN100636,CUST2495,2025-02-26,05:37:00,21,Male,91095.24,"Houston, TX",3017,VIP,PROD450,Clothing,4,421.41,1685.64,Bank Transfer,None,POS,None,None,222.24.236.142,89,487.38,9.57,33.2,0,2,0,1,9.2,43376.82,487.38,2,1.5,59,4,2,2,1
TXN100637,CUST1741,2026-02-13,09:09:00,21,Male,109477.58,"San Antonio, TX",1047,Platinum,PROD768,Home & Kitchen,3,786.13,2358.39,PayPal,None,In-Store,None,None,223.100.39.29,35,473.34,2.4,64.2,0,3,1,0,7.3,16566.9,473.34,4,3.5,92,5,0,3,1
TXN100638,CUST1897,2026-04-07,13:35:00,66,Male,55362.03,"Phoenix, AZ",2647,Gold,PROD601,Clothing,1,238.04,238.04,Bank Transfer,None,POS,None,None,176.86.37.230,121,189.74,0.29,48.9,2,0,1,1,9.2,22958.54,189.74,1,4.3,62,2,1,0,0
TXN100639,CUST1470,2025-06-16,18:36:00,50,Male,58345.67,"Charlotte, NC",944,Platinum,PROD968,Clothing,3,24.06,72.18,Crypto,None,Online,Tablet,Chrome,184.202.225.122,129,157.57,13.58,75.8,0,2,0,0,43.5,20326.53,157.57,2,2.0,76,2,2,3,0
TXN100640,CUST2088,2025-04-18,18:15:00,74,Female,111054.25,"San Diego, CA",2473,None,PROD322,Beauty,5,137.51,687.55,Crypto,None,Mobile App,Desktop,Opera,32.75.233.246,128,266.0,3.91,48.5,0,3,1,0,10.6,34048.0,266.0,4,3.1,49,5,0,2,0
TXN100641,CUST1644,2025-09-04,19:45:00,62,Male,129688.81,"Los Angeles, CA",1128,VIP,PROD797,Clothing,3,458.44,1375.32,Credit Card,Visa,POS,None,None,182.129.89.69,33,454.19,12.49,58.4,0,4,1,0,19.3,14988.27,454.19,1,3.1,60,4,0,1,0
TXN100642,CUST2323,2025-12-04,18:45:00,49,Male,73987.15,"Columbus, OH",648,None,PROD315,Clothing,5,1041.65,5208.25,Credit Card,None,In-Store,None,None,43.74.62.12,29,27.15,3.53,80.0,0,0,0,0,2.0,787.35,27.15,5,3.1,89,3,3,0,0
TXN100643,CUST1061,2025-09-18,21:33:00,56,Non-Binary,133479.46,"Charlotte, NC",3290,VIP,PROD832,Beauty,1,23.33,23.33,Credit Card,Amex,In-Store,None,None,96.196.47.74,15,460.29,3.6,49.8,0,2,0,0,20.6,6904.35,460.29,5,4.8,95,0,3,2,0
TXN100644,CUST2127,2025-11-25,04:43:00,30,Female,63666.25,"Columbus, OH",2416,Platinum,PROD952,Sports,1,51.49,51.49,Debit Card,Visa,POS,None,None,214.206.93.1,94,412.34,4.26,29.7,0,5,1,0,16.5,38759.96,412.34,3,4.3,72,0,0,3,0
TXN100645,CUST2368,2025-07-19,14:24:00,35,Male,34228.22,"Charlotte, NC",2656,VIP,PROD479,Home & Kitchen,1,853.66,853.66,Crypto,None,In-Store,None,None,253.144.0.207,114,279.99,1.6,55.3,0,4,1,0,22.6,31918.86,279.99,4,2.9,96,4,0,2,0
TXN100646,CUST1398,2025-08-09,14:19:00,53,Male,61775.14,"Chicago, IL",1552,None,PROD843,Books,5,749.98,3749.9,Debit Card,Discover,POS,None,None,201.7.119.139,110,287.85,7.85,57.2,1,0,1,0,34.9,31663.5,287.85,4,5.0,92,4,0,2,1
TXN100647,CUST1062,2025-07-09,20:11:00,45,Male,70377.67,"Columbus, OH",322,None,PROD565,Beauty,1,834.92,834.92,Debit Card,Mastercard,Online,Desktop,Safari,111.183.232.218,161,270.55,8.43,78.6,0,3,0,0,1.2,43558.55,270.55,2,4.9,100,0,2,1,0
TXN100648,CUST1944,2025-07-04,11:27:00,50,Female,146439.43,"Los Angeles, CA",1891,VIP,PROD567,Home & Kitchen,1,808.45,808.45,Debit Card,Discover,Mobile App,Mobile,Opera,48.38.49.139,172,402.67,9.71,13.1,0,0,1,0,24.6,69259.24,402.67,1,2.7,52,1,1,4,0
TXN100649,CUST1684,2025-09-20,20:03:00,22,Female,31674.32,"Jacksonville, FL",3616,Platinum,PROD838,Sports,3,327.02,981.06,Debit Card,Visa,Mobile App,Tablet,Firefox,96.248.23.82,111,394.16,1.98,76.1,1,1,0,0,11.6,43751.76,394.16,2,3.0,30,5,0,0,0
TXN100650,CUST1817,2025-04-23,11:40:00,44,Female,143829.89,"San Diego, CA",708,Gold,PROD947,Clothing,3,1018.67,3056.01,Apple Pay,None,In-Store,None,None,129.83.167.228,184,445.03,4.27,5.4,0,3,0,0,11.4,81885.52,445.03,1,3.8,87,1,0,1,0
TXN100651,CUST1148,2025-07-19,18:30:00,68,Female,25780.87,"Los Angeles, CA",246,Platinum,PROD675,Sports,1,118.85,118.85,Bank Transfer,None,Mobile App,Desktop,Opera,46.237.55.252,168,61.36,2.87,7.4,0,0,1,0,18.2,10308.48,61.36,1,4.8,86,0,1,1,0
TXN100652,CUST1946,2025-02-06,14:41:00,55,Female,110060.68,"New York, NY",1986,Platinum,PROD817,Toys,1,1053.94,1053.94,Bank Transfer,None,Mobile App,Tablet,Firefox,179.150.116.208,165,87.61,8.56,42.2,1,4,0,1,54.1,14455.65,87.61,3,2.4,62,2,3,0,0
TXN100653,CUST2500,2025-02-15,21:18:00,68,Non-Binary,89333.8,"Chicago, IL",1947,Gold,PROD924,Home & Kitchen,5,108.34,541.7,Crypto,None,Online,Desktop,Firefox,86.23.78.91,198,289.51,9.2,20.0,0,1,0,0,20.2,57322.98,289.51,3,4.6,57,5,2,3,0
TXN100654,CUST1495,2025-06-22,05:10:00,44,Non-Binary,32559.44,"Columbus, OH",1123,None,PROD545,Electronics,4,542.89,2171.56,Bank Transfer,None,In-Store,None,None,254.128.153.239,138,261.62,8.25,87.1,1,2,0,0,10.5,36103.56,261.62,3,4.7,68,3,1,4,0
TXN100655,CUST1684,2025-01-28,15:12:00,70,Female,140876.5,"Jacksonville, FL",210,VIP,PROD468,Beauty,5,409.32,2046.6,Credit Card,Amex,POS,None,None,41.105.93.187,2,305.15,8.16,30.1,1,2,0,0,17.0,610.3,305.15,0,3.0,69,5,0,4,0
TXN100656,CUST1478,2025-02-21,02:50:00,24,Female,122363.65,"San Antonio, TX",393,None,PROD803,Electronics,2,400.96,801.92,PayPal,None,POS,None,None,175.199.27.176,179,105.03,9.54,36.6,0,4,1,0,9.0,18800.37,105.03,1,2.3,64,5,0,1,0
TXN100657,CUST1169,2025-12-08,04:36:00,29,Female,137639.61,"Fort Worth, TX",3256,None,PROD465,Toys,1,22.59,22.59,Apple Pay,None,Online,Desktop,Firefox,29.172.109.221,184,466.64,13.61,31.3,0,5,1,0,0.5,85861.76,466.64,3,3.5,73,0,3,2,0
TXN100658,CUST2008,2025-02-21,15:07:00,63,Male,130565.6,"San Diego, CA",2441,None,PROD150,Home & Kitchen,5,812.14,4060.7,Crypto,None,Online,Desktop,Chrome,13.4.201.74,173,318.58,14.55,69.6,1,0,0,0,14.6,55114.34,318.58,5,4.6,45,0,2,2,0
TXN100659,CUST1064,2026-03-26,07:19:00,45,Male,88310.29,"Jacksonville, FL",3119,Platinum,PROD165,Electronics,5,366.87,1834.35,Bank Transfer,None,Online,Desktop,Firefox,226.89.183.89,194,380.02,13.65,61.8,0,2,0,1,6.0,73723.88,380.02,0,2.4,39,0,0,3,1
TXN100660,CUST1997,2025-10-19,19:42:00,18,Non-Binary,27402.7,"San Jose, CA",1760,None,PROD160,Electronics,5,470.36,2351.8,Apple Pay,None,POS,None,None,68.22.123.123,128,148.19,10.24,64.5,0,1,0,0,36.9,18968.32,148.19,4,4.4,69,4,2,1,1
TXN100661,CUST1804,2025-09-09,15:38:00,42,Male,66771.78,"New York, NY",897,Gold,PROD748,Home & Kitchen,1,96.73,96.73,Debit Card,Discover,Mobile App,Mobile,Safari,231.200.94.74,27,240.5,3.9,52.4,0,5,0,0,12.3,6493.5,240.5,5,4.8,49,1,1,2,0
TXN100662,CUST1195,2025-02-05,00:31:00,65,Male,96414.71,"Austin, TX",1732,Standard,PROD464,Clothing,1,768.28,768.28,Bank Transfer,None,POS,None,None,131.129.124.4,38,445.47,1.84,34.6,0,3,0,0,1.7,16927.86,445.47,1,3.5,30,2,2,3,0
TXN100663,CUST2152,2025-10-12,18:32:00,46,Female,132151.23,"Columbus, OH",767,Standard,PROD275,Books,5,927.57,4637.85,PayPal,None,In-Store,None,None,102.23.118.245,61,221.16,12.08,16.2,1,0,0,0,11.5,13490.76,221.16,3,2.5,96,1,0,2,0
TXN100664,CUST1948,2026-04-01,00:50:00,62,Non-Binary,40760.29,"Charlotte, NC",1827,Standard,PROD193,Toys,3,1011.81,3035.43,Debit Card,None,Online,Desktop,Safari,111.86.50.166,155,368.27,2.65,31.8,1,4,0,0,3.5,57081.85,368.27,4,3.3,92,5,0,2,0
TXN100665,CUST1888,2025-02-24,03:49:00,50,Female,51429.5,"Philadelphia, PA",1366,None,PROD663,Electronics,5,1058.06,5290.3,Bank Transfer,None,POS,None,None,177.240.85.181,176,65.21,8.38,4.1,0,0,1,0,27.8,11476.96,65.21,1,2.9,57,0,3,4,1
TXN100666,CUST1316,2025-09-18,19:51:00,48,Male,125463.23,"Phoenix, AZ",1363,Platinum,PROD987,Electronics,1,1194.56,1194.56,Debit Card,Mastercard,POS,None,None,42.0.27.46,141,122.6,4.49,11.6,0,1,0,1,1.4,17286.6,122.6,5,4.8,37,2,0,2,1
TXN100667,CUST1570,2025-09-07,09:30:00,59,Male,116392.78,"Charlotte, NC",3074,None,PROD865,Electronics,1,511.54,511.54,PayPal,None,In-Store,None,None,180.5.64.189,160,372.7,2.0,57.1,0,0,1,0,6.1,59632.0,372.7,5,3.8,58,1,1,3,0
TXN100668,CUST1260,2025-12-23,03:31:00,33,Female,114731.54,"New York, NY",3186,Gold,PROD615,Electronics,4,409.2,1636.8,Credit Card,Discover,Mobile App,Mobile,Safari,1.29.176.184,152,130.79,12.44,41.2,0,2,1,0,5.7,19880.08,130.79,4,1.4,98,1,1,0,0
TXN100669,CUST2334,2025-03-24,20:25:00,23,Female,110329.53,"Columbus, OH",2813,Standard,PROD580,Home & Kitchen,4,1039.58,4158.32,Credit Card,Mastercard,In-Store,None,None,31.14.134.64,189,279.78,4.21,55.8,0,3,0,0,11.9,52878.42,279.78,1,3.3,55,0,3,3,1
TXN100670,CUST1114,2025-07-07,13:51:00,53,Female,146104.88,"San Antonio, TX",3451,VIP,PROD571,Toys,1,465.97,465.97,Crypto,None,POS,None,None,239.78.43.147,131,406.01,5.49,5.5,1,4,1,0,13.4,53187.31,406.01,2,2.2,34,3,3,3,0
TXN100671,CUST2402,2025-06-06,20:38:00,67,Male,114659.97,"San Jose, CA",1712,Platinum,PROD108,Home & Kitchen,5,458.55,2292.75,Apple Pay,None,In-Store,None,None,34.86.197.35,111,443.39,1.85,26.7,0,1,1,0,47.4,49216.29,443.39,1,4.1,47,5,2,4,1
TXN100672,CUST2424,2025-06-14,09:05:00,61,Male,37676.48,"Dallas, TX",3487,None,PROD751,Electronics,5,884.59,4422.95,Bank Transfer,None,Online,Tablet,Opera,239.208.75.164,61,367.69,13.62,64.0,0,5,1,0,10.6,22429.09,367.69,2,1.9,73,1,1,2,1
TXN100673,CUST1943,2026-05-14,06:22:00,74,Female,108338.81,"Philadelphia, PA",2182,Gold,PROD330,Clothing,3,1139.59,3418.77,Credit Card,Mastercard,Online,Desktop,Firefox,218.255.207.8,95,490.47,4.08,77.7,0,5,1,0,0.4,46594.65,490.47,5,3.3,64,3,2,3,1
TXN100674,CUST1822,2025-10-28,09:09:00,64,Non-Binary,66937.94,"Houston, TX",1481,Gold,PROD547,Home & Kitchen,5,571.9,2859.5,PayPal,None,POS,None,None,99.195.32.111,53,454.85,1.98,16.0,0,2,1,1,16.4,24107.05,454.85,0,3.1,31,4,2,4,1
TXN100675,CUST1627,2025-09-18,02:59:00,70,Female,48170.6,"San Antonio, TX",2445,Gold,PROD430,Toys,3,695.1,2085.3,Apple Pay,None,Mobile App,Mobile,Safari,29.122.6.117,70,85.62,5.58,64.6,3,0,1,0,10.9,5993.4,85.62,1,2.5,66,0,2,4,1
TXN100676,CUST2195,2025-04-11,08:27:00,68,Male,142619.83,"Columbus, OH",481,Platinum,PROD895,Home & Kitchen,3,264.05,792.15,Credit Card,Discover,POS,None,None,57.234.115.27,174,453.76,0.55,58.1,0,5,0,0,79.6,78954.24,453.76,3,4.8,75,1,1,0,0
TXN100677,CUST2494,2025-10-09,15:14:00,23,Non-Binary,60106.42,"Chicago, IL",861,Platinum,PROD935,Sports,3,889.56,2668.68,Debit Card,Discover,POS,None,None,67.136.255.13,28,258.67,9.68,14.8,0,5,0,0,4.4,7242.76,258.67,5,3.1,73,5,1,1,0
TXN100678,CUST1947,2025-08-20,04:30:00,54,Female,75038.13,"Philadelphia, PA",1670,Gold,PROD299,Beauty,1,142.66,142.66,Credit Card,Visa,Mobile App,Desktop,Edge,239.32.12.238,94,176.23,7.84,88.6,0,0,0,0,71.5,16565.62,176.23,1,2.9,52,5,1,0,0
TXN100679,CUST1654,2025-08-26,22:36:00,72,Male,39989.39,"New York, NY",2479,Platinum,PROD332,Books,1,925.39,925.39,Debit Card,Discover,Online,Mobile,Safari,233.17.101.32,50,201.48,5.25,63.9,0,4,1,0,2.4,10074.0,201.48,1,4.6,33,4,1,4,0
TXN100680,CUST1992,2026-02-06,08:24:00,40,Male,114892.06,"San Jose, CA",1447,Gold,PROD340,Clothing,2,189.42,378.84,Crypto,None,POS,None,None,59.97.89.1,73,194.52,7.16,62.4,0,1,1,0,5.8,14199.96,194.52,1,1.5,84,3,0,4,0
TXN100681,CUST1071,2025-08-29,13:33:00,23,Male,93903.38,"San Diego, CA",191,None,PROD291,Beauty,5,602.42,3012.1,Credit Card,None,In-Store,None,None,213.102.195.10,25,26.8,1.96,35.7,2,2,0,0,14.8,670.0,26.8,4,3.7,53,5,0,3,0
TXN100682,CUST2290,2025-08-11,08:56:00,52,Female,122418.84,"San Diego, CA",825,Platinum,PROD553,Toys,3,165.92,497.76,Debit Card,Mastercard,In-Store,None,None,37.82.8.163,27,382.1,4.45,89.7,0,2,0,0,25.7,10316.7,382.1,5,4.3,53,1,2,3,0
TXN100683,CUST1374,2026-02-25,21:05:00,39,Male,71448.83,"New York, NY",1600,Gold,PROD953,Sports,4,1038.75,4155.0,Debit Card,Visa,Online,Tablet,Chrome,70.203.251.71,26,417.28,0.19,60.2,0,1,1,0,15.7,10849.28,417.28,0,3.6,71,1,0,0,0
TXN100684,CUST1789,2025-03-31,13:41:00,60,Male,88589.75,"Phoenix, AZ",2724,VIP,PROD334,Books,4,791.65,3166.6,Apple Pay,None,Online,Mobile,Firefox,203.243.23.93,81,140.68,1.18,15.8,0,5,0,0,13.3,11395.08,140.68,2,1.3,64,0,0,4,0
TXN100685,CUST2378,2025-06-25,11:15:00,45,Female,27113.37,"Charlotte, NC",2751,Standard,PROD690,Sports,4,714.99,2859.96,Debit Card,None,Mobile App,Mobile,Opera,128.183.94.16,122,405.65,12.19,1.7,0,1,1,1,37.9,49489.3,405.65,1,3.7,39,4,3,0,1
TXN100686,CUST1278,2026-01-09,22:35:00,23,Male,63435.12,"Houston, TX",2346,Gold,PROD869,Sports,4,1088.06,4352.24,Bank Transfer,None,POS,None,None,119.232.207.10,144,478.35,7.17,6.8,0,3,1,0,10.6,68882.4,478.35,3,1.9,53,1,3,3,1
TXN100687,CUST2382,2026-01-27,00:57:00,47,Female,111931.61,"Dallas, TX",2195,None,PROD586,Sports,5,510.22,2551.1,Debit Card,Mastercard,Mobile App,Desktop,Chrome,155.46.195.85,79,110.42,14.31,60.5,0,4,1,0,1.3,8723.18,110.42,1,1.9,48,0,1,0,0
TXN100688,CUST1720,2026-03-08,00:48:00,67,Female,85786.24,"San Antonio, TX",1120,Platinum,PROD676,Sports,4,961.45,3845.8,PayPal,None,POS,None,None,2.25.0.36,107,484.72,7.02,27.6,0,4,1,0,12.3,51865.04,484.72,3,2.6,87,4,3,2,1
TXN100689,CUST1182,2025-08-03,06:52:00,42,Female,78328.8,"New York, NY",1057,Platinum,PROD133,Electronics,4,300.67,1202.68,PayPal,None,In-Store,None,None,121.101.19.151,189,205.34,4.16,38.5,0,1,1,0,4.5,38809.26,205.34,3,1.3,75,1,3,1,0
TXN100690,CUST1101,2025-12-22,12:39:00,55,Female,114876.98,"Chicago, IL",1512,Platinum,PROD212,Clothing,5,201.71,1008.55,Apple Pay,None,In-Store,None,None,110.153.120.253,20,429.6,9.25,82.5,0,4,1,0,8.0,8592.0,429.6,4,2.6,66,3,3,1,0
TXN100691,CUST1676,2026-01-21,08:56:00,73,Female,118166.13,"Phoenix, AZ",2909,Platinum,PROD904,Electronics,3,738.26,2214.78,Apple Pay,None,In-Store,None,None,193.124.132.71,148,236.43,3.47,79.3,1,3,1,0,4.6,34991.64,236.43,0,3.1,51,1,1,0,0
TXN100692,CUST2025,2025-08-04,04:22:00,56,Non-Binary,84628.51,"Charlotte, NC",900,None,PROD785,Toys,5,774.63,3873.15,Bank Transfer,None,Mobile App,Desktop,Safari,41.53.4.229,194,294.08,2.02,62.2,2,0,1,0,40.9,57051.52,294.08,0,2.9,68,4,2,1,0
TXN100693,CUST2453,2026-02-06,14:05:00,41,Female,84077.2,"San Jose, CA",545,Gold,PROD138,Clothing,1,61.06,61.06,PayPal,None,POS,None,None,218.155.195.238,16,91.22,9.2,51.0,0,0,0,0,84.0,1459.52,91.22,5,4.5,43,1,0,1,0
TXN100694,CUST1945,2025-06-20,13:25:00,73,Female,91095.63,"San Jose, CA",1609,Gold,PROD438,Books,3,757.33,2271.99,Apple Pay,None,Online,Tablet,Edge,249.40.111.242,17,145.32,5.47,26.9,1,2,1,0,1.3,2470.44,145.32,3,2.6,40,0,1,4,1
TXN100695,CUST2127,2025-07-09,01:38:00,74,Male,62077.93,"Chicago, IL",785,VIP,PROD261,Sports,2,49.85,99.7,Debit Card,Mastercard,Mobile App,Mobile,Firefox,47.135.208.54,167,71.74,4.59,59.7,0,5,1,0,15.5,11980.58,71.74,4,4.0,80,4,0,0,0
TXN100696,CUST2333,2025-06-10,04:48:00,54,Female,72678.64,"San Jose, CA",210,Gold,PROD924,Sports,1,779.49,779.49,Apple Pay,None,POS,None,None,228.146.32.120,67,110.4,0.66,18.8,0,2,0,0,21.4,7396.8,110.4,1,1.9,76,0,1,1,0
TXN100697,CUST2248,2026-04-29,09:34:00,45,Female,67292.56,"San Diego, CA",3083,Platinum,PROD847,Toys,2,246.77,493.54,Debit Card,None,In-Store,None,None,160.119.4.35,4,84.53,6.08,89.2,1,1,0,0,29.9,338.12,84.53,0,1.9,58,1,2,3,0
TXN100698,CUST1138,2026-01-11,23:37:00,25,Non-Binary,137612.96,"Fort Worth, TX",1873,Platinum,PROD935,Electronics,4,1028.52,4114.08,Debit Card,Discover,Mobile App,Mobile,Safari,231.29.88.72,164,197.69,0.94,84.7,3,1,0,0,14.8,32421.16,197.69,5,3.3,63,3,1,1,1
TXN100699,CUST1554,2026-01-02,04:29:00,20,Male,92522.97,"San Diego, CA",283,None,PROD928,Sports,1,118.13,118.13,Crypto,None,In-Store,None,None,246.83.67.75,13,442.92,0.97,73.3,0,5,1,0,17.2,5757.96,442.92,2,3.6,99,3,0,3,0
TXN100700,CUST2415,2025-09-11,10:57:00,70,Female,76740.0,"San Jose, CA",3227,None,PROD982,Clothing,3,69.56,208.68,PayPal,None,In-Store,None,None,138.225.78.202,173,245.2,2.31,45.6,0,0,0,0,10.1,42419.6,245.2,1,2.3,35,4,2,3,0
TXN100701,CUST2093,2025-05-25,08:41:00,50,Non-Binary,117437.2,"Houston, TX",1993,Gold,PROD742,Clothing,4,692.35,2769.4,Credit Card,Mastercard,Online,Desktop,Chrome,23.24.61.136,117,483.68,0.73,62.8,2,5,1,0,3.4,56590.56,483.68,5,3.5,39,3,0,3,1
TXN100702,CUST1596,2025-12-22,01:13:00,69,Non-Binary,141566.55,"San Jose, CA",623,Platinum,PROD206,Books,5,744.53,3722.65,Crypto,None,Mobile App,Desktop,Opera,82.56.252.27,44,104.24,13.59,85.1,0,5,1,0,7.6,4586.56,104.24,1,1.9,88,1,1,0,0
TXN100703,CUST1592,2025-03-18,04:55:00,25,Female,47018.45,"Austin, TX",1317,Platinum,PROD705,Sports,4,1021.5,4086.0,Debit Card,Mastercard,Online,Tablet,Opera,210.100.103.250,74,161.33,6.7,81.4,2,0,1,0,6.5,11938.42,161.33,4,4.4,93,4,2,0,0
TXN100704,CUST1042,2026-02-16,05:40:00,18,Female,101731.21,"San Antonio, TX",3142,None,PROD800,Home & Kitchen,1,738.37,738.37,PayPal,None,In-Store,None,None,202.229.254.66,159,356.96,2.81,38.5,5,5,0,0,4.5,56756.64,356.96,1,4.8,70,3,1,2,1
TXN100705,CUST1378,2025-08-20,16:59:00,48,Female,124348.8,"Chicago, IL",1474,None,PROD257,Electronics,4,105.86,423.44,Apple Pay,None,Mobile App,Tablet,Chrome,37.68.14.168,94,294.9,13.92,13.7,0,2,0,0,21.2,27720.6,294.9,0,2.3,82,1,0,1,0
TXN100706,CUST1646,2026-01-23,22:41:00,62,Non-Binary,75277.9,"San Antonio, TX",1005,VIP,PROD784,Sports,2,778.45,1556.9,Debit Card,None,Mobile App,Tablet,Safari,11.220.193.20,85,338.36,9.39,2.5,0,5,1,0,19.1,28760.6,338.36,0,1.8,43,1,0,0,0
TXN100707,CUST2094,2026-03-13,07:39:00,63,Male,33029.04,"Austin, TX",347,Gold,PROD970,Clothing,1,1140.21,1140.21,Debit Card,Visa,Mobile App,Tablet,Firefox,131.57.190.138,39,437.47,8.2,48.3,0,3,1,0,32.6,17061.33,437.47,0,1.4,44,4,2,2,1
TXN100708,CUST2139,2025-10-03,01:59:00,42,Female,148602.73,"Fort Worth, TX",552,Standard,PROD143,Toys,4,221.42,885.68,Bank Transfer,None,POS,None,None,114.245.125.213,80,269.97,11.66,86.4,0,5,1,1,10.8,21597.6,269.97,2,4.8,81,5,2,0,0
TXN100709,CUST2483,2025-03-08,07:25:00,36,Non-Binary,47536.57,"San Jose, CA",582,VIP,PROD928,Clothing,2,99.37,198.74,Debit Card,Visa,Mobile App,Tablet,Chrome,12.145.83.157,64,275.31,11.96,10.2,5,5,1,0,20.1,17619.84,275.31,4,4.7,44,0,3,4,1
TXN100710,CUST1914,2025-03-20,13:52:00,55,Non-Binary,99257.68,"San Jose, CA",1142,None,PROD807,Books,1,785.51,785.51,Bank Transfer,None,In-Store,None,None,29.10.29.57,110,222.68,0.41,62.0,0,1,0,0,11.2,24494.8,222.68,0,1.0,55,5,1,4,0
TXN100711,CUST2114,2025-07-22,06:26:00,73,Male,25481.11,"Austin, TX",195,Platinum,PROD929,Clothing,3,300.68,902.04,Bank Transfer,None,In-Store,None,None,141.0.181.142,176,97.68,6.33,72.9,0,1,0,0,16.4,17191.68,97.68,0,2.8,98,5,3,1,0
TXN100712,CUST1893,2026-04-23,08:19:00,72,Male,47163.8,"Dallas, TX",3648,Gold,PROD993,Books,5,1072.62,5363.1,Crypto,None,In-Store,None,None,55.247.208.231,191,59.98,5.11,10.4,0,5,1,0,44.2,11456.18,59.98,1,2.6,43,1,3,4,1
TXN100713,CUST1624,2026-05-10,03:42:00,18,Male,48733.99,"Austin, TX",2076,Gold,PROD305,Clothing,5,191.3,956.5,Crypto,None,In-Store,None,None,90.95.236.189,153,369.59,1.04,43.0,0,5,0,0,4.2,56547.27,369.59,3,4.8,91,3,3,0,0
TXN100714,CUST1865,2026-01-22,21:28:00,64,Female,128190.22,"Chicago, IL",30,None,PROD635,Electronics,3,304.36,913.08,Credit Card,None,In-Store,None,None,120.227.209.30,117,460.75,10.45,31.8,2,4,1,0,15.6,53907.75,460.75,4,4.4,61,4,2,2,0
TXN100715,CUST1364,2026-01-12,23:03:00,19,Non-Binary,127738.58,"Chicago, IL",2878,VIP,PROD485,Home & Kitchen,4,645.3,2581.2,Debit Card,None,Mobile App,Tablet,Chrome,36.165.229.53,78,316.04,8.94,80.2,1,1,1,0,12.7,24651.12,316.04,2,1.9,64,5,3,0,0
TXN100716,CUST1610,2026-03-30,04:39:00,55,Non-Binary,27809.35,"Phoenix, AZ",2574,VIP,PROD246,Toys,5,500.29,2501.45,Bank Transfer,None,Mobile App,Desktop,Edge,147.202.248.6,143,21.85,11.75,41.2,1,5,1,0,8.9,3124.55,21.85,2,3.2,66,3,2,0,0
TXN100717,CUST1396,2026-02-15,20:45:00,69,Non-Binary,130872.49,"Los Angeles, CA",1688,VIP,PROD348,Home & Kitchen,4,627.6,2510.4,Crypto,None,Mobile App,Desktop,Edge,188.54.194.75,198,300.45,0.52,26.2,0,0,0,0,8.2,59489.1,300.45,5,3.6,80,0,2,1,0
TXN100718,CUST1064,2025-03-25,13:36:00,26,Female,29885.56,"San Antonio, TX",1192,None,PROD716,Electronics,1,1009.44,1009.44,Debit Card,Amex,Mobile App,Mobile,Opera,27.113.0.143,138,295.1,2.93,59.9,0,0,1,0,35.0,40723.8,295.1,3,2.2,99,4,1,4,1
TXN100719,CUST2218,2026-01-13,16:10:00,34,Non-Binary,149355.43,"Dallas, TX",1428,VIP,PROD986,Clothing,1,187.76,187.76,Apple Pay,None,Mobile App,Desktop,Chrome,1.108.23.174,88,365.7,11.42,36.4,0,4,1,0,3.1,32181.6,365.7,5,1.8,75,3,2,0,0
TXN100720,CUST2157,2025-04-09,14:57:00,52,Non-Binary,130583.84,"Phoenix, AZ",1774,VIP,PROD683,Electronics,5,915.79,4578.95,Crypto,None,Online,Tablet,Chrome,136.241.82.107,164,405.75,0.57,56.8,0,1,1,0,27.6,66543.0,405.75,2,4.6,45,0,1,2,1
TXN100721,CUST1605,2025-06-05,08:36:00,26,Non-Binary,99413.25,"New York, NY",1616,VIP,PROD380,Sports,3,1146.08,3438.24,Bank Transfer,None,POS,None,None,210.191.84.78,9,201.36,11.83,11.4,0,2,1,0,8.7,1812.24,201.36,4,3.4,91,1,2,3,1
