CustomerID,Age,Gender,Income,Location,Membership,RegistrationDate,Tenure,TotalSpend,TotalTransactions,AverageOrderValue,PurchaseFrequency,LastPurchaseDays,PreferredCategory,WebsiteVisits,AppUsageMinutes,LoginFrequency,WishlistCount,CartAbandonmentRate,EmailOpenRate,MarketingClicks,SatisfactionScore,Rating,SupportCalls,Complaints,Reviews,CustomerHealthScore,ChurnRisk,CustomerLifetimeValue,NextPurchaseAmount,NextPurchaseDays,DiscountUsed,CouponUsed,ReferralCount,PaymentMethod,DeviceType,ReturnRate,LoyaltyPoints
CUST-1104,69,Male,66339,Philadelphia,Silver,2024-03-23,27.3,13457.6,65,207.04,2.38,333,Books,43,0,45,13,0.65,0.64,1,3,3.3,0,0,1,100,High,22611.61,201.6,21,15,0,1,Credit Card,Mobile,0.24,160741
CUST-1105,51,Female,79566,Denver,Basic,2022-05-17,49.5,11267.2,70,160.96,1.41,138,Books,58,0,2,10,0.71,0.24,2,3,3.4,1,0,11,95,High,24311.5,140.39,25,20,8,1,BNPL (Klarna/Afterpay),Desktop,0.03,111672
CUST-1106,65,Female,111448,New York,Platinum,2021-08-08,58.7,16145.35,65,248.39,1.11,242,Home & Kitchen,26,91,3,17,0.7,0.55,20,3,2.9,1,1,8,92,High,37269.77,293.2,28,6,1,0,BNPL (Klarna/Afterpay),Tablet,0.24,322607
CUST-1107,22,Female,77942,Denver,Silver,2024-10-31,20.0,4245.0,25,169.8,1.25,45,Sports & Outdoors,31,0,13,9,0.52,0.26,19,3,2.9,5,3,6,68,Medium,7033.75,194.08,26,4,0,3,Credit Card,Mobile,0.09,50740
CUST-1108,62,Female,69567,Philadelphia,Silver,2026-05-30,1.1,151.41,1,151.41,0.91,20,Electronics,15,121,27,15,0.82,0.73,4,4,3.7,4,1,1,100,Low,1654.88,171.14,25,1,0,0,Apple Pay,Desktop,0.23,1766
CUST-1109,43,Female,83691,Seattle,Basic,2024-08-02,22.9,9104.4,27,337.2,1.18,39,Apparel,10,299,7,4,0.18,0.36,10,3,3.0,5,0,9,100,Low,14947.96,349.12,29,22,22,1,PayPal,Desktop,0.08,89944
CUST-1110,23,Female,96956,Philadelphia,Gold,2024-03-12,27.6,20881.8,60,348.03,2.17,134,Apparel,3,437,29,17,0.66,0.22,14,2,2.2,0,0,7,88,High,34208.83,314.02,18,40,5,0,Apple Pay,Tablet,0.02,311227
CUST-1111,22,Male,78851,Austin,Gold,2023-12-06,30.8,6071.78,22,275.99,0.71,170,Electronics,4,25,11,18,0.42,0.56,15,1,1.1,0,0,5,83,High,11212.84,264.95,42,19,19,1,Apple Pay,Mobile,0.22,90126
CUST-1112,48,Male,49377,Phoenix,Basic,2024-04-08,26.7,4381.0,26,168.5,0.97,270,Apparel,42,278,2,12,0.69,0.3,17,4,3.9,1,0,8,100,High,8317.93,155.34,29,25,24,0,Debit Card,Mobile,0.19,42560
CUST-1113,32,Non-Binary,67581,Los Angeles,Silver,2025-01-10,17.6,2862.2,20,143.11,1.14,29,Apparel,38,408,25,11,0.8,0.74,5,2,2.1,3,0,0,100,Low,5411.67,161.91,23,4,4,3,Debit Card,Mobile,0.04,34146
CUST-1114,20,Male,90562,Houston,Silver,2023-01-16,41.5,15854.25,75,211.39,1.81,1,Home & Kitchen,60,412,9,10,0.64,0.69,27,5,4.6,0,1,4,100,Low,31061.57,245.16,23,50,37,0,Apple Pay,Mobile,0.24,187751
CUST-1115,64,Female,89173,Miami,Platinum,2022-10-31,44.0,17756.49,93,190.93,2.11,90,Books,37,314,23,7,0.6,0.62,12,3,3.2,0,1,12,100,Medium,35533.27,227.26,20,23,19,0,BNPL (Klarna/Afterpay),Mobile,0.14,353979
CUST-1116,49,Male,70755,Seattle,Basic,2025-12-24,6.2,6349.32,18,352.74,2.9,43,Books,58,420,43,20,0.65,0.29,0,3,2.8,0,0,3,100,Low,8669.44,401.48,3,13,2,2,Debit Card,Desktop,0.09,62843
CUST-1117,42,Male,65462,San Diego,Gold,2021-12-29,54.0,19874.76,114,174.34,2.11,352,Apparel,12,409,3,9,0.12,0.23,3,1,1.0,0,1,2,66,High,43223.86,171.76,17,83,21,1,Debit Card,Mobile,0.03,293971
CUST-1118,31,Non-Binary,83787,San Antonio,Silver,2022-07-05,47.9,34697.96,134,258.94,2.8,277,Home & Kitchen,44,121,7,1,0.39,0.43,15,2,1.9,1,0,15,87,High,70628.63,240.78,9,29,9,1,Debit Card,Mobile,0.17,414925
CUST-1119,23,Female,62136,San Antonio,Basic,2025-05-19,13.4,7840.92,19,412.68,1.42,96,Beauty,4,238,17,7,0.73,0.44,4,4,4.1,0,0,13,100,Medium,11529.84,511.01,23,12,8,0,BNPL (Klarna/Afterpay),Desktop,0.23,77809
CUST-1120,54,Female,88434,San Diego,Basic,2024-09-27,21.1,8073.6,58,139.2,2.75,18,Sports & Outdoors,38,409,37,21,0.84,0.15,30,4,3.7,6,3,6,83,Low,12867.62,125.35,17,16,10,3,Credit Card,Mobile,0.14,79936
CUST-1121,53,Male,38287,Phoenix,Basic,2023-07-03,35.9,20561.28,96,214.18,2.67,359,Sports & Outdoors,39,214,8,13,0.21,0.45,18,4,4.4,4,0,3,97,High,37394.4,249.37,16,83,62,0,Debit Card,Mobile,0.07,201462
CUST-1122,27,Female,79675,Austin,Basic,2022-07-12,47.6,15122.8,70,216.04,1.47,170,Books,17,0,31,8,0.77,0.06,26,4,3.8,3,1,3,84,High,31379.58,267.67,17,56,49,2,Apple Pay,Desktop,0.15,148428
CUST-1123,23,Male,45260,Houston,Basic,2021-10-18,56.4,4888.32,96,50.92,1.7,265,Home & Kitchen,54,0,11,2,0.33,0.4,4,4,4.0,1,0,6,100,High,12132.1,60.33,14,46,45,0,Apple Pay,Desktop,0.13,46583
CUST-1124,58,Female,103949,Austin,Basic,2026-03-31,3.0,847.3,5,169.46,1.67,58,Apparel,57,282,23,11,0.22,0.68,23,5,4.7,0,0,4,100,Low,2400.26,196.9,15,1,0,0,Debit Card,Mobile,0.22,8423
CUST-1125,67,Female,57929,San Diego,Silver,2025-09-04,9.9,4572.54,19,240.66,1.92,5,Apparel,18,156,42,8,0.42,0.31,11,4,3.8,0,0,12,100,Low,7015.63,260.83,17,9,4,1,Debit Card,Mobile,0.25,54420
CUST-1126,58,Male,94873,Phoenix,Gold,2024-12-14,18.5,14271.84,53,269.28,2.86,334,Home & Kitchen,14,0,16,1,0.7,0.61,19,3,2.9,0,0,15,100,High,21272.44,336.33,7,24,23,0,BNPL (Klarna/Afterpay),Desktop,0.09,212877
CUST-1127,63,Male,53847,Dallas,Silver,2022-11-02,43.9,27467.0,121,227.0,2.76,344,Home & Kitchen,34,87,43,17,0.24,0.12,4,4,4.2,1,2,10,85,High,53862.86,252.37,8,111,39,0,Apple Pay,Mobile,0.15,324054
CUST-1128,47,Female,84195,San Diego,Gold,2026-02-12,4.6,945.36,9,105.04,1.96,19,Beauty,58,61,44,12,0.5,0.34,27,5,4.7,0,0,9,100,Low,2535.96,126.8,19,1,1,0,PayPal,Mobile,0.01,14130
CUST-1129,46,Male,34035,Miami,Basic,2022-01-29,53.0,13430.25,127,105.75,2.4,251,Electronics,10,324,28,12,0.42,0.38,0,1,1.0,0,0,10,79,High,29444.48,121.9,13,1,0,0,Apple Pay,Mobile,0.03,134252
CUST-1130,50,Female,94922,Chicago,Gold,2026-01-19,5.4,1664.16,6,277.36,1.11,75,Beauty,48,268,22,13,0.77,0.75,10,5,5.0,2,0,6,100,Medium,3351.38,280.51,18,1,0,1,BNPL (Klarna/Afterpay),Mobile,0.03,24912
CUST-1131,63,Female,97457,New York,Platinum,2024-04-24,26.2,6154.67,29,212.23,1.11,274,Sports & Outdoors,5,24,43,3,0.59,0.06,22,2,2.0,0,0,4,85,High,10789.09,197.84,26,16,8,1,PayPal,Mobile,0.22,122293
CUST-1132,50,Female,64899,Los Angeles,Basic,2024-10-31,20.0,3371.7,15,224.78,0.75,102,Sports & Outdoors,14,425,34,6,0.37,0.34,5,1,1.0,0,2,10,58,Medium,5646.57,212.15,32,15,4,3,BNPL (Klarna/Afterpay),Mobile,0.18,32967
CUST-1133,34,Female,46800,San Diego,Basic,2024-10-03,20.9,2690.74,13,206.98,0.62,90,Electronics,56,410,44,10,0.42,0.13,27,4,3.6,3,0,2,99,Medium,5347.33,203.14,41,5,2,0,Debit Card,Mobile,0.11,26657
CUST-1134,42,Female,66955,San Diego,Basic,2021-12-06,54.8,39594.44,148,267.53,2.7,86,Electronics,10,30,11,3,0.41,0.46,25,4,4.0,1,1,0,100,Medium,86298.09,319.71,18,124,14,2,Debit Card,Mobile,0.07,389744
CUST-1135,38,Male,56173,Denver,Silver,2022-08-13,46.6,20339.4,109,186.6,2.34,290,Apparel,44,265,34,22,0.63,0.12,21,4,4.0,2,0,4,100,High,41585.57,221.24,6,30,10,4,Credit Card,Mobile,0.14,242572
CUST-1136,42,Male,86637,Houston,Basic,2025-12-22,6.3,3578.55,15,238.57,2.38,115,Electronics,56,161,8,15,0.66,0.06,12,3,3.0,0,0,9,97,Medium,5503.23,287.73,14,14,5,0,Credit Card,Desktop,0.21,35085
CUST-1137,39,Female,47993,San Jose,Basic,2023-01-20,41.3,36465.44,88,414.38,2.13,232,Electronics,8,113,1,10,0.37,0.49,25,3,3.0,2,0,5,95,High,69265.91,433.84,25,52,6,0,PayPal,Mobile,0.23,362054
CUST-1138,43,Male,73936,Denver,Basic,2022-01-13,53.5,34977.44,71,492.64,1.33,213,Electronics,42,301,8,24,0.77,0.37,18,5,4.7,1,0,1,100,High,75462.71,527.76,21,65,22,1,PayPal,Desktop,0.03,346524
CUST-1139,42,Female,48118,San Jose,Silver,2024-08-11,22.6,5269.77,33,159.69,1.46,312,Books,50,203,22,9,0.44,0.14,13,4,4.3,1,1,10,95,High,9175.95,181.21,14,18,11,3,PayPal,Tablet,0.16,62337
CUST-1140,29,Female,86478,Seattle,Basic,2022-11-05,43.8,5108.84,34,150.26,0.78,181,Sports & Outdoors,32,341,27,21,0.66,0.64,9,5,4.9,0,0,12,100,High,11270.66,136.46,40,10,4,1,PayPal,Desktop,0.17,50588
CUST-1141,36,Male,51813,Dallas,Basic,2026-03-27,3.2,1355.1,5,271.02,1.56,79,Books,49,114,42,17,0.39,0.41,25,4,3.8,2,2,3,94,Medium,2855.44,275.53,27,4,0,0,Apple Pay,Mobile,0.22,13351
CUST-1142,46,Female,25177,Austin,Silver,2022-06-19,48.4,10511.44,68,154.58,1.4,302,Sports & Outdoors,49,397,13,9,0.44,0.74,2,2,1.7,1,0,13,93,High,22505.48,148.65,19,32,0,0,PayPal,Mobile,0.23,124537
CUST-1143,56,Male,106275,Austin,Platinum,2022-12-19,42.4,17663.31,53,333.27,1.25,294,Sports & Outdoors,24,0,21,16,0.26,0.18,2,4,3.7,1,0,11,100,High,34765.9,312.77,20,23,9,0,BNPL (Klarna/Afterpay),Mobile,0.25,352116
CUST-1144,70,Female,86351,Austin,Basic,2026-05-14,1.6,229.88,2,114.94,1.25,16,Books,41,124,3,21,0.76,0.32,25,5,4.9,1,0,2,100,Low,1737.54,135.5,19,1,1,0,PayPal,Mobile,0.02,2248
CUST-1145,24,Male,105292,Miami,Gold,2023-05-27,37.2,18882.96,76,248.46,2.04,108,Books,42,442,44,13,0.73,0.19,26,4,4.4,2,0,2,100,Medium,35017.25,285.42,9,42,2,0,Credit Card,Mobile,0.06,281144
CUST-1146,22,Female,58791,Houston,Basic,2024-12-19,18.4,2133.53,29,73.57,1.58,208,Beauty,22,0,44,3,0.5,0.5,19,1,1.2,0,1,11,72,High,4031.38,89.85,17,24,14,0,Credit Card,Mobile,0.13,20135
CUST-1147,26,Female,94785,Miami,Platinum,2021-12-11,54.6,18278.94,67,272.82,1.23,325,Apparel,21,407,42,11,0.82,0.06,27,4,3.7,0,0,2,100,High,40571.23,265.15,22,65,18,0,PayPal,Desktop,0.06,362328
CUST-1148,25,Male,71131,Miami,Gold,2023-03-28,39.1,8917.86,102,87.43,2.61,282,Beauty,43,148,43,2,0.29,0.19,18,4,3.9,0,0,3,100,High,17682.2,84.29,7,62,28,0,Apple Pay,Desktop,0.04,130667
CUST-1149,54,Male,51813,Philadelphia,Basic,2024-01-06,29.8,7435.08,38,195.66,1.28,114,Books,49,141,24,4,0.61,0.28,15,4,3.9,0,0,5,100,Medium,13551.03,216.83,18,8,8,0,Credit Card,Desktop,0.22,73950
CUST-1150,50,Female,71651,Denver,Silver,2023-02-26,40.1,19913.13,97,205.29,2.42,109,Electronics,37,276,31,20,0.68,0.31,7,5,5.0,3,0,2,100,Medium,38048.89,207.08,12,78,21,1,PayPal,Mobile,0.04,235057
CUST-1151,54,Female,66033,Chicago,Silver,2022-04-16,50.5,24165.57,143,168.99,2.83,21,Apparel,50,32,17,11,0.28,0.52,16,5,4.9,1,0,1,100,Low,51089.76,146.34,12,133,70,2,Apple Pay,Desktop,0.14,283336
CUST-1152,42,Female,29819,Philadelphia,Silver,2023-02-14,40.5,15354.56,104,147.64,2.57,265,Home & Kitchen,26,114,34,12,0.36,0.66,15,4,4.3,0,1,14,100,High,29809.97,135.27,9,46,38,1,Credit Card,Desktop,0.1,181954
CUST-1153,39,Female,76317,San Diego,Basic,2022-08-19,46.4,15702.7,47,334.1,1.01,83,Books,55,124,3,4,0.53,0.16,20,4,4.3,0,0,5,100,Medium,32381.98,353.03,39,46,42,2,Credit Card,Mobile,0.15,154727
CUST-1154,48,Female,98910,Chicago,Platinum,2025-03-09,15.7,8903.2,31,287.2,1.97,299,Apparel,41,135,11,23,0.61,0.7,19,4,3.8,0,0,6,100,High,13315.29,304.17,22,11,7,3,BNPL (Klarna/Afterpay),Mobile,0.2,177514
CUST-1155,50,Female,48533,Los Angeles,Silver,2023-09-18,33.4,16373.24,92,177.97,2.75,277,Electronics,59,347,42,13,0.49,0.31,1,4,3.9,4,0,12,94,High,29176.29,176.23,18,54,8,0,PayPal,Tablet,0.02,193778
CUST-1156,56,Female,99127,San Antonio,Silver,2024-12-21,18.3,23234.7,41,566.7,2.24,4,Sports & Outdoors,35,0,1,12,0.59,0.53,10,3,2.7,1,0,8,100,Low,33592.93,675.5,12,17,12,1,Debit Card,Desktop,0.14,277966
CUST-1157,29,Male,103617,Dallas,Silver,2023-09-15,33.5,6393.66,42,152.23,1.25,177,Books,27,437,43,3,0.66,0.36,22,5,4.7,1,1,1,100,High,12355.9,139.18,30,4,2,0,Credit Card,Desktop,0.18,76523
CUST-1158,43,Female,59079,Dallas,Silver,2024-10-23,20.2,9850.8,40,246.27,1.98,90,Books,33,103,43,25,0.49,0.19,25,4,4.0,0,0,1,100,Medium,15496.34,244.77,10,25,11,1,Debit Card,Desktop,0.13,116959
CUST-1159,65,Female,95109,Los Angeles,Silver,2023-05-03,37.9,19012.97,97,196.01,2.56,299,Home & Kitchen,24,141,15,19,0.82,0.37,12,4,3.8,1,0,2,100,High,35525.29,206.06,10,65,32,2,BNPL (Klarna/Afterpay),Mobile,0.11,224905
CUST-1160,42,Female,57469,Miami,Silver,2025-01-19,17.3,14384.0,50,287.68,2.89,235,Books,31,441,2,15,0.19,0.1,20,4,3.8,2,1,13,90,High,20918.23,354.47,11,16,7,0,Debit Card,Desktop,0.21,171808
CUST-1161,22,Female,26307,Chicago,Basic,2023-09-30,33.0,6704.46,34,197.19,1.03,294,Home & Kitchen,13,349,13,15,0.65,0.21,7,5,4.8,0,0,11,100,High,12813.78,179.92,34,0,0,2,Apple Pay,Desktop,0.12,67044
CUST-1162,54,Female,61984,San Diego,Platinum,2025-05-23,13.3,13122.79,37,354.67,2.78,144,Beauty,16,65,4,16,0.7,0.38,17,1,1.0,3,1,14,54,High,17568.9,440.0,14,0,0,1,Debit Card,Desktop,0.08,262455
CUST-1163,57,Female,66630,Chicago,Basic,2023-05-05,37.9,13231.68,44,300.72,1.16,314,Home & Kitchen,25,217,14,13,0.63,0.31,27,3,3.0,1,3,7,67,High,24684.19,353.55,36,35,27,2,PayPal,Mobile,0.24,130566
CUST-1164,27,Male,72275,New York,Basic,2025-06-05,12.8,824.2,10,82.42,0.78,323,Sports & Outdoors,36,402,32,9,0.29,0.65,1,3,3.2,0,1,7,99,High,2528.99,97.72,35,8,4,0,Debit Card,Mobile,0.22,7842
CUST-1165,56,Male,63777,San Jose,Silver,2022-10-10,44.7,7871.59,41,191.99,0.92,146,Home & Kitchen,22,249,29,2,0.39,0.25,20,5,5.0,1,2,13,100,High,16702.01,211.67,37,4,0,0,PayPal,Mobile,0.16,94259
CUST-1166,63,Male,73868,Austin,Basic,2024-03-14,27.6,4668.84,44,106.11,1.59,186,Books,39,230,27,5,0.24,0.07,23,3,2.8,2,1,6,77,High,8508.42,97.28,26,1,1,0,Credit Card,Mobile,0.15,46638
CUST-1167,23,Female,79732,San Antonio,Basic,2024-09-06,21.8,6340.32,51,124.32,2.34,227,Books,10,0,11,0,0.13,0.3,29,3,3.0,5,0,8,77,High,10374.88,132.95,14,29,20,1,BNPL (Klarna/Afterpay),Mobile,0.16,61953
CUST-1168,52,Male,75728,Philadelphia,Silver,2023-09-19,33.4,17020.81,83,205.07,2.49,227,Home & Kitchen,25,79,20,0,0.1,0.62,27,2,1.8,1,0,15,91,High,30229.46,251.99,12,55,51,0,PayPal,Desktop,0.14,201499
CUST-1169,30,Male,86013,Dallas,Basic,2023-12-19,30.4,4949.91,27,183.33,0.89,331,Beauty,55,134,6,13,0.57,0.41,25,5,5.0,2,0,8,100,High,9584.85,186.11,37,9,1,1,BNPL (Klarna/Afterpay),Mobile,0.18,49049
CUST-1170,49,Male,54535,New York,Basic,2025-07-25,11.2,2758.2,20,137.91,1.79,96,Electronics,20,366,29,23,0.11,0.11,0,4,3.9,0,1,11,100,Medium,4901.78,142.8,20,4,0,0,Debit Card,Mobile,0.12,27382
CUST-1171,30,Female,47556,Phoenix,Basic,2021-11-01,55.9,2291.29,29,79.01,0.52,128,Beauty,51,126,3,6,0.45,0.59,16,4,3.8,0,2,10,99,High,6444.69,72.17,65,17,16,0,Debit Card,Desktop,0.05,22062
CUST-1172,21,Female,60786,Houston,Basic,2025-10-13,8.6,5405.53,13,415.81,1.51,8,Apparel,52,61,26,25,0.28,0.73,18,4,4.0,1,0,1,100,Low,7874.02,394.81,20,5,5,0,Apple Pay,Desktop,0.18,53805
CUST-1173,68,Male,65775,San Diego,Basic,2025-02-10,16.6,7627.55,31,246.05,1.87,331,Home & Kitchen,53,375,13,0,0.62,0.3,4,3,2.6,2,0,15,92,High,11645.41,227.82,12,29,8,2,BNPL (Klarna/Afterpay),Tablet,0.14,74825
CUST-1174,22,Female,91501,San Diego,Platinum,2024-10-04,20.9,8497.94,38,223.63,1.82,233,Electronics,51,194,12,0,0.56,0.3,19,3,3.2,2,0,12,92,High,13578.08,207.07,23,9,9,0,Debit Card,Desktop,0.03,169508
CUST-1175,51,Female,60138,New York,Gold,2021-09-25,57.2,7027.56,54,130.14,0.94,17,Apparel,8,50,3,18,0.58,0.32,15,4,4.2,0,0,2,100,Low,16902.07,111.3,31,23,17,1,Debit Card,Desktop,0.2,104263
CUST-1176,21,Female,77749,Phoenix,Basic,2023-06-14,36.6,4515.36,24,188.14,0.66,156,Electronics,15,49,7,23,0.27,0.32,6,4,3.8,1,0,13,100,High,9458.32,216.07,51,21,14,1,Debit Card,Desktop,0.04,44103
CUST-1177,29,Female,24000,Dallas,Silver,2024-07-10,23.7,4141.76,43,96.32,1.81,308,Beauty,24,281,21,11,0.41,0.49,26,4,4.1,1,0,8,100,High,7686.75,95.74,6,0,0,5,BNPL (Klarna/Afterpay),Mobile,0.03,49701
CUST-1178,37,Male,24000,Houston,Gold,2025-03-19,15.4,1349.92,8,168.74,0.52,354,Home & Kitchen,60,284,37,18,0.22,0.08,11,2,1.8,3,0,4,70,High,2833.02,198.17,52,3,0,1,Debit Card,Mobile,0.21,20098
CUST-1179,62,Female,71847,Denver,Silver,2025-11-18,7.4,1133.46,9,125.94,1.22,188,Sports & Outdoors,26,0,4,24,0.35,0.67,13,3,3.3,3,0,9,94,High,2718.2,153.83,28,0,0,0,Apple Pay,Mobile,0.04,13601
CUST-1180,50,Female,66748,Chicago,Silver,2026-02-18,4.4,1090.57,13,83.89,2.95,115,Sports & Outdoors,38,113,28,9,0.69,0.15,10,2,2.1,0,0,1,87,Medium,2495.54,84.68,8,12,2,0,PayPal,Mobile,0.16,12486
CUST-1181,30,Female,69476,Seattle,Basic,2023-06-24,36.2,4427.52,24,184.48,0.66,221,Home & Kitchen,45,45,8,21,0.41,0.31,6,3,3.1,0,0,11,100,High,9266.61,202.28,53,4,3,0,PayPal,Mobile,0.09,44075
CUST-1182,66,Female,63948,Los Angeles,Silver,2025-10-14,8.5,1266.03,9,140.67,1.06,76,Home & Kitchen,2,411,8,9,0.44,0.07,6,4,3.8,1,1,8,100,Medium,2990.22,146.75,31,0,0,0,BNPL (Klarna/Afterpay),Mobile,0.04,15192
CUST-1183,36,Male,41205,Seattle,Basic,2022-12-14,42.5,12170.9,70,173.87,1.65,5,Electronics,26,339,43,11,0.75,0.06,27,5,4.9,5,0,3,100,Low,24447.22,210.65,18,11,2,0,Debit Card,Desktop,0.18,121159
CUST-1184,20,Male,85032,Dallas,Basic,2024-09-15,21.5,6967.87,31,224.77,1.44,81,Electronics,24,181,41,9,0.28,0.73,16,3,2.6,0,0,0,100,Medium,11588.9,275.94,26,21,12,1,Credit Card,Desktop,0.13,68628
CUST-1185,61,Female,97558,Austin,Silver,2022-07-27,47.1,31885.71,51,625.21,1.08,79,Beauty,21,168,29,17,0.2,0.51,18,4,4.2,3,0,4,100,Medium,64673.56,638.98,31,10,5,0,BNPL (Klarna/Afterpay),Tablet,0.03,382128
CUST-1186,38,Female,87319,Chicago,Basic,2022-05-04,49.9,8691.2,64,135.8,1.28,212,Beauty,21,420,41,23,0.31,0.6,3,2,1.6,6,0,7,66,High,18716.43,147.82,23,23,12,0,PayPal,Mobile,0.06,85762
CUST-1187,44,Female,60812,New York,Platinum,2024-11-26,19.1,6747.6,20,337.38,1.05,344,Apparel,50,90,29,19,0.47,0.28,14,5,4.9,2,0,12,100,High,10932.58,383.97,14,18,17,0,Credit Card,Mobile,0.11,134052
CUST-1188,70,Female,36187,Houston,Silver,2023-07-05,35.9,7648.96,106,72.16,2.95,21,Sports & Outdoors,26,322,4,6,0.32,0.33,9,4,3.8,0,0,1,100,Low,14869.74,81.25,17,82,57,0,BNPL (Klarna/Afterpay),Mobile,0.19,87687
CUST-1189,62,Female,77385,San Antonio,Basic,2024-02-06,28.8,2744.32,16,171.52,0.56,233,Sports & Outdoors,59,103,30,2,0.29,0.53,29,4,3.7,2,0,14,100,High,5890.91,189.29,55,12,0,1,Apple Pay,Desktop,0.16,26843
CUST-1190,27,Male,51228,Chicago,Silver,2025-05-31,13.0,1038.24,8,129.78,0.62,158,Home & Kitchen,48,228,19,20,0.24,0.68,30,3,3.1,0,0,7,100,High,2819.43,138.53,43,7,7,0,Credit Card,Desktop,0.0,12108
CUST-1191,53,Male,45992,Austin,Gold,2023-04-17,38.5,8690.76,39,222.84,1.01,95,Apparel,5,18,10,1,0.6,0.64,9,3,2.7,0,3,5,80,Medium,16861.47,249.32,33,38,36,1,PayPal,Tablet,0.19,128461
CUST-1192,41,Female,73585,Los Angeles,Basic,2022-02-09,52.7,14780.76,74,199.74,1.4,195,Electronics,50,281,5,9,0.45,0.14,27,3,3.0,1,0,1,93,High,32403.8,178.51,27,11,7,1,BNPL (Klarna/Afterpay),Tablet,0.25,147257
CUST-1193,36,Male,52311,Denver,Basic,2024-08-22,22.3,10457.17,43,243.19,1.93,320,Home & Kitchen,10,254,34,23,0.57,0.39,5,5,4.8,0,0,3,100,High,16815.4,209.04,17,13,12,1,Debit Card,Mobile,0.08,103921
CUST-1194,53,Female,76622,Houston,Silver,2026-05-09,1.7,700.8,3,233.6,1.76,17,Electronics,21,281,21,24,0.1,0.53,10,3,3.1,5,1,1,100,Low,2225.62,229.44,13,3,0,1,Debit Card,Mobile,0.12,8259
CUST-1195,52,Female,28273,San Diego,Gold,2022-01-08,53.7,26399.33,151,174.83,2.81,29,Sports & Outdoors,21,347,21,17,0.5,0.2,21,3,3.3,2,0,4,100,Low,57433.58,168.22,18,146,99,0,Credit Card,Desktop,0.19,388689
CUST-1196,63,Female,52579,Seattle,Basic,2026-03-29,3.1,211.6,2,105.8,0.65,31,Home & Kitchen,30,154,14,16,0.33,0.13,25,1,1.0,0,0,1,100,Low,1725.27,128.23,42,1,1,1,PayPal,Desktop,0.02,2066
CUST-1197,51,Female,29194,Chicago,Silver,2025-04-07,14.8,3404.64,24,141.86,1.62,268,Electronics,2,22,44,19,0.75,0.28,28,1,1.0,2,0,9,67,High,5459.4,156.83,15,9,4,0,Debit Card,Desktop,0.07,40405
CUST-1198,28,Male,31465,New York,Silver,2022-12-04,42.9,6449.6,32,201.55,0.75,278,Home & Kitchen,37,72,19,18,0.28,0.1,19,5,5.0,0,0,1,100,High,13713.93,179.86,33,11,11,0,BNPL (Klarna/Afterpay),Desktop,0.17,76845
CUST-1199,46,Female,63546,Phoenix,Gold,2024-07-21,23.3,5475.96,53,103.32,2.27,344,Sports & Outdoors,7,386,30,18,0.2,0.62,29,4,3.7,0,0,14,100,High,9634.08,107.27,18,23,12,0,Apple Pay,Desktop,0.22,80989
CUST-1200,47,Female,61731,Los Angeles,Basic,2023-10-02,33.0,8571.2,55,155.84,1.67,88,Home & Kitchen,51,294,9,16,0.18,0.62,25,2,2.0,0,0,14,100,Medium,15963.9,157.45,16,35,10,4,Debit Card,Mobile,0.05,83962
CUST-1201,62,Female,87138,Miami,Silver,2023-12-23,30.3,7094.64,41,173.04,1.35,356,Apparel,13,39,37,15,0.19,0.47,10,4,4.3,0,2,2,97,High,13028.13,188.49,26,24,10,0,Credit Card,Mobile,0.2,83935
CUST-1202,55,Female,89339,Austin,Basic,2021-11-16,55.5,15626.88,48,325.56,0.86,77,Beauty,36,315,37,14,0.25,0.53,10,3,3.2,2,2,13,85,Medium,34970.46,370.2,37,32,25,2,Apple Pay,Mobile,0.23,154668
CUST-1203,21,Male,24000,Dallas,Platinum,2021-10-25,56.2,3790.45,43,88.15,0.77,145,Electronics,17,302,26,20,0.34,0.32,12,3,2.8,0,0,12,100,High,9728.44,104.66,37,18,4,0,Credit Card,Desktop,0.04,74909
CUST-1204,49,Female,68734,Chicago,Basic,2025-12-10,6.7,3338.4,16,208.65,2.39,117,Books,40,319,12,14,0.48,0.44,14,3,2.8,1,0,15,99,Medium,5289.39,248.03,8,13,8,0,Credit Card,Tablet,0.14,32734
CUST-1205,63,Male,66904,San Jose,Platinum,2023-09-19,33.4,4220.96,23,183.52,0.69,270,Home & Kitchen,31,267,40,2,0.28,0.49,21,5,4.7,1,1,9,100,High,8658.04,200.99,51,0,0,0,Debit Card,Desktop,0.08,84419
CUST-1206,40,Non-Binary,62363,Miami,Basic,2024-10-06,20.8,2406.48,12,200.54,0.58,306,Books,21,288,17,1,0.57,0.45,18,1,1.4,3,0,4,66,High,4439.29,209.34,55,9,4,0,Apple Pay,Mobile,0.03,23614
CUST-1207,29,Female,54272,Seattle,Silver,2025-07-27,11.1,2167.35,15,144.49,1.35,90,Home & Kitchen,52,248,12,25,0.5,0.07,2,5,5.0,3,1,13,100,Medium,4168.55,167.34,18,5,1,0,Apple Pay,Mobile,0.07,25758
CUST-1208,70,Male,76956,Chicago,Basic,2023-10-25,32.2,13290.8,40,332.27,1.24,273,Apparel,26,199,31,8,0.21,0.66,0,3,3.2,0,0,1,100,High,23706.71,295.37,25,27,19,3,Apple Pay,Mobile,0.07,131558
