TransactionID,CustomerID,TransactionDate,TransactionTime,Age,Gender,Income,Location,AccountAgeDays,Membership,ProductID,Category,Quantity,Price,TotalAmount,PaymentMethod,CardType,TransactionChannel,DeviceType,Browser,IPAddress,PreviousTransactionCount,AverageTransactionAmount,TransactionFrequency,TimeSinceLastTransaction,FailedLoginAttempts,PasswordChangeCount,NewDeviceLogin,IsInternational,DistanceFromHome,CustomerTotalSpend,CustomerAverageSpend,CustomerComplaints,CustomerRating,CustomerHealthScore,RefundCount,ChargebackCount,SuspiciousActivityCount,Fraud
TXN100242,CUST1279,2026-02-04,00:59:00,34,Female,107333.84,"Chicago, IL",2644,Standard,PROD839,Beauty,1,75.84,75.84,Credit Card,Amex,Mobile App,Desktop,Edge,230.186.46.102,35,133.3,8.61,45.1,1,0,1,0,36.9,4665.5,133.3,3,4.5,60,4,0,2,0
TXN100243,CUST1598,2026-04-10,08:03:00,45,Male,43034.74,"Chicago, IL",881,Platinum,PROD550,Beauty,3,1036.85,3110.55,Credit Card,Discover,Mobile App,Tablet,Chrome,82.216.243.175,63,482.39,13.2,84.3,0,2,1,0,4.5,30390.57,482.39,2,4.3,32,5,2,0,0
TXN100244,CUST1678,2026-01-14,23:34:00,68,Non-Binary,54959.48,"Dallas, TX",1580,Platinum,PROD754,Sports,3,1084.76,3254.28,Crypto,None,Online,Tablet,Safari,220.226.198.3,100,465.2,13.78,27.1,0,1,1,0,33.7,46520.0,465.2,1,4.4,50,3,2,2,1
TXN100245,CUST1900,2026-06-14,13:52:00,68,Male,59254.57,"Los Angeles, CA",3376,VIP,PROD582,Sports,4,1112.53,4450.12,PayPal,None,POS,None,None,225.51.82.179,66,263.04,5.34,54.2,0,4,1,0,8.9,17360.64,263.04,3,3.8,36,5,2,1,0
TXN100246,CUST1810,2026-06-14,04:38:00,18,Female,50009.41,"Phoenix, AZ",1290,None,PROD184,Electronics,2,307.03,614.06,Crypto,None,In-Store,None,None,217.210.163.116,122,439.28,2.09,15.7,2,4,1,0,33.9,53592.16,439.28,2,1.8,83,2,0,3,0
TXN100247,CUST1967,2026-05-27,07:39:00,19,Male,140389.04,"San Jose, CA",2571,Gold,PROD191,Beauty,2,321.52,643.04,Debit Card,Visa,POS,None,None,159.219.133.39,22,479.86,2.63,51.1,0,0,1,0,12.4,10556.92,479.86,3,4.3,93,0,0,1,0
TXN100248,CUST1882,2026-03-10,09:49:00,65,Female,72759.19,"San Antonio, TX",3512,Gold,PROD714,Clothing,3,874.78,2624.34,Debit Card,Discover,In-Store,None,None,105.74.14.75,67,133.03,6.82,22.4,0,4,1,0,14.0,8913.01,133.03,0,1.0,47,2,2,3,1
TXN100249,CUST1703,2026-02-24,13:05:00,63,Female,117013.01,"Phoenix, AZ",304,Standard,PROD670,Electronics,1,406.11,406.11,Debit Card,Discover,Mobile App,Tablet,Opera,182.23.2.65,129,317.44,4.61,35.6,0,2,0,0,9.7,40949.76,317.44,4,1.2,52,2,0,3,0
TXN100250,CUST1898,2026-04-30,04:30:00,23,Female,113781.95,"San Antonio, TX",585,Platinum,PROD219,Home & Kitchen,1,1174.43,1174.43,Apple Pay,None,Mobile App,Tablet,Firefox,238.220.144.232,67,314.21,11.45,23.8,0,2,1,0,19.6,21052.07,314.21,1,2.3,92,1,2,3,1
TXN100251,CUST1054,2026-02-18,05:04:00,21,Male,47892.67,"San Diego, CA",1070,Gold,PROD822,Beauty,4,148.07,592.28,Apple Pay,None,Online,Mobile,Firefox,254.248.234.127,28,426.0,13.02,11.2,0,0,0,1,19.8,11928.0,426.0,2,1.7,51,5,2,2,1
TXN100252,CUST1576,2026-06-19,19:59:00,31,Non-Binary,149750.57,"New York, NY",2159,None,PROD284,Beauty,1,302.93,302.93,Apple Pay,None,Online,Mobile,Chrome,73.62.201.96,27,421.75,2.39,7.4,0,5,1,0,31.6,11387.25,421.75,3,3.5,64,4,2,0,0
TXN100253,CUST1044,2026-06-17,21:14:00,46,Female,143427.3,"San Jose, CA",534,Gold,PROD983,Electronics,3,394.57,1183.71,Credit Card,Visa,POS,None,None,24.204.130.46,61,483.22,13.0,8.1,0,1,0,0,44.9,29476.42,483.22,3,4.1,66,5,2,1,0
TXN100254,CUST1502,2026-04-21,10:35:00,75,Non-Binary,100439.2,"Philadelphia, PA",2730,Standard,PROD952,Home & Kitchen,5,247.85,1239.25,Apple Pay,None,POS,None,None,122.137.216.24,108,409.28,9.25,39.1,1,3,0,0,7.5,44202.24,409.28,0,3.1,89,5,0,1,0
TXN100255,CUST1539,2026-06-11,22:05:00,51,Male,61337.88,"San Antonio, TX",329,VIP,PROD407,Clothing,2,824.33,1648.66,PayPal,None,In-Store,None,None,134.218.151.146,12,284.48,13.77,46.3,0,4,1,0,0.7,3413.76,284.48,3,1.4,62,2,1,0,0
TXN100256,CUST1016,2026-01-30,22:34:00,47,Male,123272.14,"San Antonio, TX",190,Standard,PROD526,Sports,3,383.6,1150.8,Crypto,None,POS,None,None,194.230.135.88,47,121.31,1.27,88.4,0,2,0,0,41.9,5701.57,121.31,3,3.1,30,3,0,0,0
TXN100257,CUST1488,2026-04-28,23:36:00,43,Non-Binary,145725.48,"San Jose, CA",2978,VIP,PROD410,Books,5,439.27,2196.35,Crypto,None,POS,None,None,206.154.44.33,34,26.66,1.77,1.5,0,1,0,0,2.3,906.44,26.66,1,2.9,48,5,0,3,0
TXN100258,CUST1878,2026-05-18,06:30:00,23,Female,121215.14,"Chicago, IL",1946,VIP,PROD122,Electronics,2,1083.87,2167.74,Crypto,None,POS,None,None,247.248.241.6,115,300.91,3.1,51.3,1,3,0,0,10.1,34604.65,300.91,2,1.0,85,3,1,2,0
TXN100259,CUST1409,2026-05-05,17:31:00,55,Non-Binary,101436.91,"San Diego, CA",954,Standard,PROD640,Electronics,4,695.92,2783.68,Bank Transfer,None,Online,Mobile,Edge,228.242.59.127,88,235.2,6.6,14.6,1,5,0,0,5.2,20697.6,235.2,3,2.4,59,4,0,2,0
TXN100260,CUST1873,2026-06-18,15:59:00,26,Female,115374.38,"San Antonio, TX",1712,Platinum,PROD915,Beauty,2,749.99,1499.98,PayPal,None,Online,Tablet,Edge,34.88.102.41,125,68.43,6.3,89.4,1,2,0,0,20.5,8553.75,68.43,1,3.2,32,2,1,2,0
TXN100261,CUST1178,2026-05-09,01:05:00,69,Male,67216.84,"Los Angeles, CA",2534,Gold,PROD223,Books,2,588.77,1177.54,PayPal,None,Mobile App,Desktop,Opera,69.77.53.181,12,464.78,6.62,41.2,0,0,0,0,5.8,5577.36,464.78,4,3.4,43,4,0,0,0
TXN100262,CUST1120,2026-02-22,12:20:00,28,Non-Binary,61515.37,"San Diego, CA",3126,None,PROD610,Sports,1,193.61,193.61,PayPal,None,Mobile App,Desktop,Chrome,218.103.224.249,106,389.23,0.2,75.1,0,3,1,0,47.8,41258.38,389.23,2,3.0,40,2,1,3,0
TXN100263,CUST1680,2026-03-04,05:10:00,66,Non-Binary,77715.28,"Houston, TX",570,VIP,PROD523,Beauty,4,1142.69,4570.76,Bank Transfer,None,Mobile App,Desktop,Edge,38.5.35.22,86,171.11,14.73,14.9,0,0,1,0,12.4,14715.46,171.11,0,3.6,49,4,0,2,1
TXN100264,CUST1429,2026-04-13,23:14:00,62,Non-Binary,134193.3,"Philadelphia, PA",1414,Standard,PROD946,Home & Kitchen,5,736.38,3681.9,Debit Card,Discover,POS,None,None,165.105.226.179,88,446.08,11.75,36.5,3,1,1,0,17.6,39255.04,446.08,0,1.1,72,3,2,1,0
TXN100265,CUST1553,2026-03-14,07:17:00,23,Non-Binary,93973.23,"Dallas, TX",1400,Gold,PROD123,Electronics,5,715.08,3575.4,Debit Card,Amex,POS,None,None,253.56.30.216,95,144.68,7.66,11.2,0,5,0,0,0.4,13744.6,144.68,3,2.2,30,3,1,1,0
TXN100266,CUST1595,2026-05-25,21:25:00,60,Non-Binary,130561.97,"Houston, TX",1439,Platinum,PROD391,Sports,5,810.2,4051.0,Crypto,None,POS,None,None,134.126.53.84,132,299.54,12.36,32.6,2,0,0,1,16.7,39539.28,299.54,3,4.3,40,0,0,3,1
TXN100267,CUST1909,2026-02-03,16:15:00,31,Female,34759.09,"Dallas, TX",1654,None,PROD672,Books,4,1047.7,4190.8,Bank Transfer,None,POS,None,None,163.216.225.177,125,371.22,6.31,14.7,0,4,0,1,24.6,46402.5,371.22,3,3.8,46,5,2,0,0
TXN100268,CUST1466,2026-05-02,01:06:00,65,Male,143008.7,"Philadelphia, PA",491,None,PROD972,Beauty,1,153.83,153.83,Bank Transfer,None,Mobile App,Desktop,Opera,40.60.190.79,95,165.56,7.34,71.2,0,1,1,0,18.7,15728.2,165.56,0,4.7,69,2,0,1,0
TXN100269,CUST1500,2026-01-01,04:10:00,53,Female,33445.57,"New York, NY",1715,VIP,PROD686,Home & Kitchen,5,548.33,2741.65,PayPal,None,POS,None,None,122.67.70.130,117,385.61,10.04,13.5,0,5,1,0,54.5,45116.37,385.61,0,4.2,82,3,0,3,1
TXN100270,CUST1347,2026-05-19,01:33:00,60,Female,116989.1,"Los Angeles, CA",3551,Gold,PROD824,Electronics,5,759.83,3799.15,Crypto,None,Mobile App,Tablet,Chrome,165.43.98.245,138,296.89,0.89,51.4,2,1,1,0,2.4,40970.82,296.89,4,4.6,45,5,2,1,0
TXN100271,CUST1281,2026-02-22,08:22:00,71,Non-Binary,129864.68,"San Jose, CA",1824,Standard,PROD926,Books,5,391.31,1956.55,Bank Transfer,None,Online,Mobile,Chrome,88.223.92.107,6,432.63,4.83,23.2,5,0,0,0,2.7,2595.78,432.63,4,1.7,48,1,1,0,0
TXN100272,CUST1975,2026-04-15,23:09:00,28,Male,101809.43,"Philadelphia, PA",748,Standard,PROD830,Electronics,3,474.03,1422.09,PayPal,None,In-Store,None,None,106.165.132.97,30,44.9,3.67,53.8,2,1,1,0,14.6,1347.0,44.9,4,4.0,79,0,1,0,0
TXN100273,CUST1566,2026-04-15,02:14:00,48,Male,75936.72,"Houston, TX",3634,Standard,PROD375,Books,5,813.37,4066.85,Debit Card,None,In-Store,None,None,78.208.228.22,128,117.66,14.52,33.7,0,1,0,0,1.1,15060.48,117.66,4,4.8,87,0,0,3,0
TXN100274,CUST1635,2026-03-16,22:17:00,28,Male,32521.88,"San Diego, CA",1124,None,PROD356,Toys,4,1199.1,4796.4,Crypto,None,In-Store,None,None,150.144.23.42,136,290.28,4.58,35.6,0,0,0,0,0.1,39478.08,290.28,4,5.0,85,1,2,2,0
TXN100275,CUST1968,2026-03-29,21:40:00,34,Non-Binary,81589.76,"Houston, TX",2717,Platinum,PROD449,Clothing,4,1151.2,4604.8,PayPal,None,Online,Tablet,Safari,166.1.243.2,2,342.9,6.26,80.6,0,5,1,0,15.4,685.8,342.9,3,3.2,39,4,0,3,1
TXN100276,CUST1688,2026-02-01,12:02:00,70,Female,128433.35,"Philadelphia, PA",1589,Gold,PROD959,Toys,1,158.47,158.47,PayPal,None,In-Store,None,None,114.4.113.191,5,384.04,10.24,63.9,2,1,0,0,8.5,1920.2,384.04,4,3.5,58,1,1,2,0
TXN100277,CUST1504,2026-06-30,20:41:00,31,Male,49510.85,"San Antonio, TX",459,Platinum,PROD682,Books,4,212.87,851.48,Debit Card,None,In-Store,None,None,17.65.33.33,66,468.11,12.85,79.3,1,5,1,0,5.1,30895.26,468.11,1,4.4,32,5,2,2,0
TXN100278,CUST1904,2026-04-27,00:04:00,45,Non-Binary,109137.47,"New York, NY",3502,Platinum,PROD542,Toys,4,336.1,1344.4,Crypto,None,POS,None,None,127.185.22.227,57,42.54,13.78,48.0,0,2,0,0,3.9,2424.78,42.54,3,1.8,40,4,0,1,0
TXN100279,CUST1433,2026-01-20,08:31:00,30,Male,66153.08,"Los Angeles, CA",2569,Standard,PROD128,Beauty,4,971.59,3886.36,Bank Transfer,None,Mobile App,Mobile,Safari,28.242.122.246,87,419.61,12.34,46.8,0,1,0,0,49.3,36506.07,419.61,4,3.5,42,5,1,0,0
TXN100280,CUST1062,2026-01-09,12:52:00,38,Non-Binary,33128.53,"Chicago, IL",258,VIP,PROD156,Home & Kitchen,5,755.16,3775.8,Credit Card,Visa,Online,Tablet,Chrome,76.195.205.25,105,131.89,9.03,59.4,0,0,1,0,20.0,13848.45,131.89,3,2.9,84,4,2,0,0
TXN100281,CUST1960,2026-06-22,00:53:00,47,Non-Binary,66024.21,"Houston, TX",447,Standard,PROD112,Books,1,715.53,715.53,Debit Card,None,In-Store,None,None,164.131.181.108,123,367.82,6.72,22.0,0,0,0,0,3.9,45241.86,367.82,1,2.2,85,4,2,2,0
TXN100282,CUST1906,2026-05-19,04:58:00,27,Female,63584.3,"Philadelphia, PA",1197,Platinum,PROD108,Books,5,792.64,3963.2,Debit Card,Visa,In-Store,None,None,130.27.216.89,50,488.73,9.64,18.2,3,0,1,0,10.7,24436.5,488.73,1,3.7,89,4,2,2,1
TXN100283,CUST1872,2026-05-29,19:19:00,39,Non-Binary,62453.95,"Philadelphia, PA",669,Standard,PROD565,Toys,1,600.16,600.16,Credit Card,Mastercard,In-Store,None,None,120.109.122.124,84,407.49,5.7,36.1,0,0,1,1,14.0,34229.16,407.49,0,1.3,33,4,0,1,0
TXN100284,CUST1199,2026-06-11,19:59:00,66,Female,30488.1,"New York, NY",820,Gold,PROD390,Clothing,2,1063.6,2127.2,Crypto,None,In-Store,None,None,87.125.91.51,5,104.52,4.0,9.2,0,5,0,0,27.7,522.6,104.52,3,3.6,44,2,0,2,0
TXN100285,CUST1378,2026-04-06,22:33:00,28,Non-Binary,147137.73,"San Jose, CA",3616,VIP,PROD999,Sports,1,151.01,151.01,Debit Card,Mastercard,In-Store,None,None,137.193.191.82,109,488.95,3.74,4.3,0,4,0,0,4.6,53295.55,488.95,4,2.2,49,2,0,0,0
TXN100286,CUST1286,2026-02-02,17:20:00,55,Female,51154.7,"Los Angeles, CA",3218,VIP,PROD909,Sports,5,87.2,436.0,Bank Transfer,None,POS,None,None,193.191.255.133,118,105.92,10.72,47.3,0,3,1,0,12.8,12498.56,105.92,3,2.1,81,5,2,0,0
TXN100287,CUST1916,2026-02-21,15:25:00,73,Male,74487.5,"Phoenix, AZ",1745,VIP,PROD685,Clothing,3,312.89,938.67,Credit Card,Mastercard,Online,Mobile,Edge,133.180.117.150,10,243.32,9.35,38.4,0,3,1,0,29.9,2433.2,243.32,3,2.5,93,2,1,3,1
TXN100288,CUST1452,2026-03-01,09:03:00,59,Male,69886.62,"Los Angeles, CA",1211,None,PROD625,Books,1,945.19,945.19,Debit Card,Visa,Online,Desktop,Firefox,10.102.170.51,84,140.01,11.2,69.2,0,2,0,0,11.6,11760.84,140.01,4,5.0,99,2,0,2,0
TXN100289,CUST1354,2026-04-14,13:50:00,70,Non-Binary,119725.76,"New York, NY",1938,None,PROD879,Clothing,4,280.82,1123.28,Crypto,None,In-Store,None,None,122.119.239.185,118,183.52,1.38,76.1,0,3,1,0,3.4,21655.36,183.52,1,2.8,33,2,0,1,0
TXN100290,CUST1755,2026-01-03,17:03:00,69,Non-Binary,129287.36,"Philadelphia, PA",928,VIP,PROD535,Sports,4,917.78,3671.12,Crypto,None,Mobile App,Mobile,Opera,6.16.71.40,84,292.73,12.01,82.2,0,4,1,0,58.4,24589.32,292.73,3,1.8,80,0,2,3,1
TXN100291,CUST1192,2026-05-02,03:42:00,39,Non-Binary,145242.27,"Phoenix, AZ",386,Gold,PROD206,Sports,5,221.39,1106.95,Crypto,None,POS,None,None,7.95.101.18,98,156.23,3.57,59.4,0,0,1,0,20.7,15310.54,156.23,0,2.5,31,1,1,3,1
TXN100292,CUST1400,2026-02-10,03:46:00,26,Non-Binary,77301.65,"Los Angeles, CA",1598,Gold,PROD233,Toys,2,378.61,757.22,Crypto,None,POS,None,None,41.158.103.129,117,152.21,0.21,12.9,0,0,1,0,3.4,17808.57,152.21,4,4.2,97,2,2,3,0
TXN100293,CUST1589,2026-01-11,03:06:00,36,Non-Binary,135124.26,"San Diego, CA",1425,Platinum,PROD500,Books,2,503.91,1007.82,Debit Card,None,POS,None,None,118.196.93.179,145,65.86,10.51,4.0,1,1,1,0,0.5,9549.7,65.86,4,2.2,38,5,2,1,0
TXN100294,CUST1421,2026-05-22,04:08:00,41,Male,119424.61,"Dallas, TX",3144,Platinum,PROD519,Beauty,2,310.79,621.58,Bank Transfer,None,Online,Mobile,Chrome,19.236.195.88,102,430.77,6.01,1.1,0,0,0,0,22.3,43938.54,430.77,2,3.7,89,3,1,0,0
TXN100295,CUST1672,2026-03-04,14:56:00,26,Female,127553.34,"Chicago, IL",703,Standard,PROD721,Electronics,2,360.03,720.06,Bank Transfer,None,POS,None,None,44.39.5.174,69,93.68,5.44,19.6,0,0,0,0,32.2,6463.92,93.68,3,3.8,96,5,2,0,0
TXN100296,CUST1315,2026-04-24,01:47:00,56,Male,31083.09,"San Antonio, TX",3147,Gold,PROD355,Home & Kitchen,2,247.98,495.96,Credit Card,Discover,Online,Desktop,Firefox,211.98.32.57,24,402.52,12.47,15.2,0,1,0,0,5.4,9660.48,402.52,3,3.1,71,2,2,1,0
TXN100297,CUST1956,2026-05-19,13:29:00,45,Male,54051.02,"Los Angeles, CA",1465,Platinum,PROD277,Electronics,4,788.25,3153.0,Credit Card,Discover,In-Store,None,None,118.112.33.169,71,331.97,5.6,6.2,0,1,1,0,25.6,23569.87,331.97,2,4.1,93,0,2,1,0
TXN100298,CUST1097,2026-06-03,11:04:00,58,Non-Binary,73570.68,"Chicago, IL",1365,Gold,PROD750,Toys,3,1173.85,3521.55,Crypto,None,POS,None,None,18.171.9.156,149,235.48,7.71,66.8,2,4,0,0,10.1,35086.52,235.48,1,1.1,45,2,0,3,0
TXN100299,CUST1634,2026-01-21,02:02:00,26,Female,87340.81,"Houston, TX",626,VIP,PROD309,Sports,1,293.3,293.3,Crypto,None,POS,None,None,190.168.68.72,81,328.93,11.43,46.9,0,3,1,0,6.9,26643.33,328.93,0,1.9,72,2,0,1,0
TXN100300,CUST1928,2026-06-20,08:28:00,69,Non-Binary,112034.76,"Houston, TX",2495,VIP,PROD633,Home & Kitchen,2,536.41,1072.82,Credit Card,Visa,POS,None,None,18.98.26.163,36,470.37,1.97,15.7,2,4,0,0,1.8,16933.32,470.37,1,3.0,84,5,1,2,0
TXN100301,CUST1202,2026-03-04,14:28:00,29,Non-Binary,56121.18,"Phoenix, AZ",2366,VIP,PROD750,Clothing,3,1036.29,3108.87,Apple Pay,None,Online,Mobile,Edge,97.85.241.113,108,262.54,11.05,68.5,0,3,0,0,4.0,28354.32,262.54,3,2.7,40,2,2,1,0
TXN100302,CUST1179,2026-03-07,12:59:00,47,Female,81700.39,"San Antonio, TX",2307,None,PROD592,Electronics,3,172.62,517.86,Apple Pay,None,In-Store,None,None,40.97.2.4,128,370.58,5.68,36.5,0,3,1,0,44.6,47434.24,370.58,2,2.5,69,5,2,0,0
TXN100303,CUST1039,2026-02-01,13:08:00,54,Male,49278.53,"San Antonio, TX",1050,Platinum,PROD621,Sports,4,765.63,3062.52,PayPal,None,Online,Tablet,Edge,238.217.126.63,122,36.56,12.22,56.8,1,5,0,0,6.0,4460.32,36.56,1,2.0,88,5,0,2,0
TXN100304,CUST1592,2026-06-19,05:30:00,18,Male,121371.52,"San Antonio, TX",1633,None,PROD182,Books,2,1052.45,2104.9,Debit Card,Discover,Mobile App,Tablet,Firefox,129.195.157.188,105,381.18,13.87,78.3,0,0,1,0,6.2,40023.9,381.18,1,2.1,56,5,1,2,1
TXN100305,CUST1006,2026-02-13,16:47:00,18,Male,33730.19,"San Antonio, TX",2155,VIP,PROD770,Home & Kitchen,4,213.05,852.2,PayPal,None,In-Store,None,None,181.68.101.125,46,261.25,1.74,51.1,0,1,0,0,16.1,12017.5,261.25,1,1.2,53,1,1,3,0
TXN100306,CUST1934,2026-06-09,03:43:00,73,Non-Binary,45765.77,"Phoenix, AZ",356,VIP,PROD227,Home & Kitchen,1,417.16,417.16,Bank Transfer,None,In-Store,None,None,123.248.51.3,15,147.72,14.33,59.9,0,0,0,0,59.3,2215.8,147.72,1,3.1,30,3,2,2,0
TXN100307,CUST1484,2026-03-28,20:37:00,45,Female,71348.14,"Philadelphia, PA",1296,Gold,PROD469,Sports,4,460.34,1841.36,Credit Card,Amex,Mobile App,Desktop,Chrome,117.205.71.7,31,437.12,4.26,63.0,1,1,1,0,40.6,13550.72,437.12,3,3.5,90,4,1,1,1
TXN100308,CUST1653,2026-03-24,00:34:00,58,Female,134179.31,"Philadelphia, PA",2781,VIP,PROD339,Books,4,486.2,1944.8,Bank Transfer,None,Online,Mobile,Edge,241.243.51.188,98,161.05,3.01,13.0,0,4,0,0,32.2,15782.9,161.05,1,3.0,41,2,2,3,0
TXN100309,CUST1456,2026-01-30,16:27:00,60,Non-Binary,55112.7,"Houston, TX",703,Standard,PROD208,Beauty,1,200.68,200.68,PayPal,None,POS,None,None,197.143.112.185,65,339.65,14.28,60.4,0,5,0,0,6.3,22077.25,339.65,4,3.5,92,0,2,2,0
TXN100310,CUST1954,2026-05-28,20:30:00,22,Non-Binary,67903.22,"San Antonio, TX",2683,None,PROD976,Beauty,2,276.03,552.06,Credit Card,Amex,Online,Desktop,Chrome,88.96.59.147,94,81.16,4.77,34.3,0,5,0,0,6.0,7629.04,81.16,2,1.2,98,1,1,3,0
TXN100311,CUST1373,2026-06-23,04:18:00,51,Non-Binary,100202.2,"Houston, TX",441,VIP,PROD109,Books,4,385.95,1543.8,PayPal,None,In-Store,None,None,128.233.75.154,72,90.02,10.01,72.1,0,5,0,0,83.2,6481.44,90.02,4,2.3,94,5,0,2,0
TXN100312,CUST1723,2026-05-27,16:19:00,58,Male,86878.19,"San Antonio, TX",245,Platinum,PROD256,Toys,2,1019.2,2038.4,Debit Card,Visa,In-Store,None,None,220.249.200.77,40,495.71,8.26,30.4,0,5,1,0,6.4,19828.4,495.71,2,4.0,80,0,2,2,1
TXN100313,CUST1289,2026-06-28,06:39:00,62,Non-Binary,74221.56,"Chicago, IL",1329,None,PROD986,Toys,1,1021.27,1021.27,Crypto,None,Mobile App,Mobile,Safari,148.70.226.179,123,159.72,2.26,19.7,0,5,0,0,2.5,19645.56,159.72,0,2.4,43,5,0,3,0
TXN100314,CUST1437,2026-06-23,05:44:00,21,Male,69447.98,"San Diego, CA",740,Standard,PROD220,Books,3,716.14,2148.42,Debit Card,Discover,In-Store,None,None,9.60.123.102,125,165.29,8.98,15.6,0,5,1,0,16.2,20661.25,165.29,0,4.1,78,2,2,3,1
TXN100315,CUST1376,2026-01-03,04:05:00,25,Male,40256.45,"Dallas, TX",926,Standard,PROD700,Books,5,580.6,2903.0,Crypto,None,Online,Tablet,Safari,99.247.222.77,146,80.11,4.95,64.3,0,4,0,0,4.6,11696.06,80.11,3,4.3,32,3,2,3,0
TXN100316,CUST1857,2026-05-30,18:23:00,63,Non-Binary,40511.17,"Houston, TX",2702,Standard,PROD285,Toys,5,837.31,4186.55,Credit Card,None,POS,None,None,205.160.62.11,32,296.04,9.82,8.0,0,2,0,0,46.1,9473.28,296.04,0,4.9,94,2,1,1,0
TXN100317,CUST1967,2026-06-18,00:00:00,33,Female,30770.78,"Dallas, TX",3211,Platinum,PROD774,Books,4,176.43,705.72,Apple Pay,None,Mobile App,Tablet,Firefox,156.107.50.170,11,133.81,2.9,27.0,2,1,0,0,18.4,1471.91,133.81,4,3.2,75,2,0,3,0
TXN100318,CUST1261,2026-03-08,13:01:00,59,Male,75007.42,"Los Angeles, CA",1046,VIP,PROD811,Clothing,5,252.48,1262.4,Crypto,None,Mobile App,Tablet,Safari,183.190.83.108,39,171.85,11.84,34.2,0,4,0,0,49.2,6702.15,171.85,0,2.1,98,0,2,3,0
TXN100319,CUST1655,2026-01-23,12:23:00,39,Female,43291.2,"Houston, TX",1125,Standard,PROD200,Beauty,2,460.57,921.14,Credit Card,Visa,In-Store,None,None,135.156.250.25,135,187.47,8.63,25.5,0,2,0,0,14.6,25308.45,187.47,0,1.7,79,1,1,3,0
TXN100320,CUST1130,2026-03-08,00:19:00,61,Non-Binary,114152.83,"Chicago, IL",589,VIP,PROD681,Sports,3,72.91,218.73,Crypto,None,Mobile App,Tablet,Safari,174.214.234.47,112,493.4,12.0,45.3,0,2,1,0,26.8,55260.8,493.4,4,4.8,59,2,2,0,0
TXN100321,CUST1416,2026-03-22,03:04:00,58,Male,34586.65,"Houston, TX",388,Gold,PROD689,Electronics,1,894.66,894.66,Bank Transfer,None,POS,None,None,207.5.217.174,130,467.57,2.13,44.9,0,5,0,0,5.6,60784.1,467.57,3,1.1,54,5,0,3,0
TXN100322,CUST1767,2026-03-30,08:20:00,65,Non-Binary,143858.55,"Dallas, TX",2806,None,PROD143,Books,4,1157.93,4631.72,Crypto,None,In-Store,None,None,45.38.187.215,34,266.57,14.29,38.1,0,3,0,0,8.8,9063.38,266.57,2,4.9,73,5,0,0,0
TXN100323,CUST1494,2026-03-17,09:02:00,31,Male,117253.22,"San Jose, CA",1617,Gold,PROD412,Sports,5,992.62,4963.1,Credit Card,Discover,POS,None,None,15.182.3.158,117,177.7,5.37,0.6,1,5,0,0,16.7,20790.9,177.7,3,2.4,42,3,1,1,0
TXN100324,CUST1526,2026-02-09,14:01:00,25,Female,25863.81,"Phoenix, AZ",931,VIP,PROD504,Home & Kitchen,3,443.75,1331.25,Debit Card,None,Mobile App,Desktop,Edge,169.224.82.36,90,378.6,0.19,79.5,0,5,0,0,55.2,34074.0,378.6,0,1.8,35,1,1,3,0
TXN100325,CUST1922,2026-01-09,05:28:00,60,Male,143546.98,"Phoenix, AZ",491,VIP,PROD600,Books,4,961.79,3847.16,Crypto,None,In-Store,None,None,84.204.199.34,28,479.69,11.91,11.4,1,2,0,0,0.6,13431.32,479.69,1,1.2,73,3,2,0,0
TXN100326,CUST1296,2026-03-14,16:35:00,23,Female,55968.41,"Chicago, IL",2992,None,PROD291,Clothing,3,922.41,2767.23,PayPal,None,In-Store,None,None,171.219.101.122,26,356.55,7.58,16.4,0,4,0,0,1.1,9270.3,356.55,1,1.5,81,0,1,1,0
TXN100327,CUST1436,2026-01-05,21:02:00,30,Male,133043.76,"San Antonio, TX",1673,None,PROD413,Sports,2,273.91,547.82,Apple Pay,None,POS,None,None,16.218.26.78,28,149.24,4.28,31.7,0,3,0,0,8.1,4178.72,149.24,2,4.6,53,0,0,0,0
TXN100328,CUST1329,2026-02-24,09:44:00,48,Female,138560.25,"Los Angeles, CA",1769,Gold,PROD358,Beauty,3,407.8,1223.4,Credit Card,Visa,Online,Tablet,Opera,198.66.169.93,92,376.61,8.87,54.5,1,1,1,0,1.6,34648.12,376.61,1,3.3,41,0,0,0,0
TXN100329,CUST1991,2026-06-17,06:30:00,30,Non-Binary,80721.23,"Los Angeles, CA",311,None,PROD733,Home & Kitchen,3,873.17,2619.51,Debit Card,None,In-Store,None,None,12.65.98.108,140,361.57,13.38,68.4,1,4,1,0,23.3,50619.8,361.57,2,2.8,45,3,0,3,1
TXN100330,CUST1429,2026-05-15,17:11:00,68,Male,45866.89,"Phoenix, AZ",2858,Gold,PROD396,Electronics,5,82.34,411.7,Crypto,None,In-Store,None,None,190.203.253.176,136,437.72,14.58,15.0,0,4,1,0,34.2,59529.92,437.72,4,4.1,81,4,1,1,0
TXN100331,CUST1163,2026-05-27,07:26:00,55,Non-Binary,26107.67,"Dallas, TX",1870,None,PROD824,Sports,5,318.01,1590.05,Debit Card,Amex,Mobile App,Tablet,Chrome,44.114.23.137,60,160.08,9.63,84.8,1,2,0,0,6.4,9604.8,160.08,2,4.5,36,5,0,1,0
