CustomerID,Age,Income,TotalSpend,TotalTransactions,PurchaseFrequency,AverageOrderValue,Tenure,MonthlySpend,LastPurchaseDays,SatisfactionScore
CUST_01038,26,31270.18,553.49,13,1.3,44.58,0.8,57.66,85,
CUST_01039,43,132997.22,100374.04,374,6.3,259.23,4.9,1707.04,9,9.6
CUST_01040,20,37227.0,8918.74,77,5.1,109.47,1.4,530.88,24,
CUST_01041,49,53687.28,42389.53,362,3.5,122.07,8.0,441.56,42,7.7
CUST_01042,23,51900.15,830.37,26,1.3,32.3,1.7,40.7,48,8.3
CUST_01043,36,71488.39,46639.95,269,5.8,175.06,4.0,971.67,54,10.0
CUST_01044,26,81838.26,9384.13,73,1.4,123.89,3.6,217.23,27,8.9
CUST_01045,26,31384.86,2172.48,40,0.9,51.95,3.8,47.64,75,6.4
CUST_01046,35,79533.15,10126.83,96,2.4,106.87,3.3,255.73,54,7.8
CUST_01047,47,72022.01,499.69,5,2.0,101.33,0.2,208.2,17,6.6
CUST_01048,39,126739.78,238967.78,690,7.4,336.08,8.4,2370.71,12,8.9
CUST_01049,40,44891.92,1080.27,37,0.7,29.38,4.2,21.43,84,6.7
CUST_01050,52,187232.06,132501.66,595,8.4,221.18,5.5,2007.6,1,8.7
CUST_01051,18,27532.49,740.62,23,0.7,31.3,2.5,24.69,45,4.9
CUST_01052,57,55200.91,20969.47,227,2.9,90.39,6.2,281.85,40,7.3
CUST_01053,45,109837.44,6993.64,27,0.4,256.78,6.1,,94,2.1
CUST_01054,22,26536.51,402.58,29,1.1,14.45,2.1,15.98,53,5.4
CUST_01055,44,76728.06,2164.49,11,0.2,193.28,5.3,34.03,82,2.8
CUST_01056,29,68062.78,23286.15,169,3.2,133.8,4.0,485.13,29,7.9
CUST_01057,41,37190.08,1236.96,29,1.1,41.71,2.0,51.54,90,6.8
CUST_01058,47,72660.39,12379.77,175,3.5,73.78,4.1,251.62,51,5.4
CUST_01059,46,76004.94,16576.16,132,3.6,122.56,3.0,460.45,15,8.8
CUST_01060,38,106720.98,16432.9,188,3.2,89.3,4.9,279.47,33,7.4
CUST_01061,44,,615.11,48,1.6,13.81,2.5,20.5,76,7.4
CUST_01062,54,75678.22,18540.04,82,0.7,227.15,9.1,169.78,163,5.6
CUST_01063,34,33064.64,673.63,14,1.2,49.83,1.0,56.14,66,5.1
CUST_01064,53,58688.77,17696.48,247,2.5,71.65,7.0,210.67,17,6.0
CUST_01065,35,64977.41,26247.87,264,4.1,103.29,5.3,412.7,81,6.9
CUST_01066,28,24780.66,590.98,25,1.0,23.79,1.9,,52,6.2
CUST_01067,31,,7138.4,97,1.9,77.36,4.9,121.4,37,8.1
CUST_01068,48,134402.82,173129.1,533,9.5,331.54,4.9,2944.37,43,8.8
CUST_01069,27,61634.18,12535.25,114,2.4,108.86,3.7,282.33,31,7.0
CUST_01070,29,62415.22,9505.45,71,3.6,127.13,1.6,495.08,23,8.9
CUST_01071,34,94952.78,3994.5,33,1.2,122.07,2.3,144.73,38,7.2
CUST_01072,30,71481.42,13249.17,98,2.9,135.25,2.6,424.65,37,7.9
CUST_01073,42,131449.57,37476.46,305,6.8,120.0,3.2,975.95,37,8.3
CUST_01074,59,131744.07,59712.43,276,4.6,213.75,5.5,904.73,5,7.3
CUST_01075,45,133077.81,9322.75,44,0.5,209.02,6.8,114.25,127,2.5
CUST_01076,43,51219.59,20501.72,149,2.8,134.77,4.6,371.41,49,5.4
CUST_01077,31,59167.08,1086.88,6,2.2,183.24,0.2,452.87,44,9.3
CUST_01078,38,29065.25,802.34,19,1.1,43.25,1.5,44.57,50,3.8
CUST_01079,75,69882.75,12429.6,120,3.3,102.72,2.9,357.17,36,8.6
CUST_01080,46,79420.37,7322.91,28,0.4,281.19,5.6,108.97,212,3.3
CUST_01081,18,25192.86,723.03,23,1.0,33.5,2.0,30.13,52,5.0
CUST_01082,44,80430.94,86909.87,236,6.2,352.45,3.3,2194.69,45,9.1
CUST_01083,23,75548.53,15931.34,79,2.4,195.02,2.8,474.15,29,7.0
CUST_01084,39,28852.59,1163.05,29,1.1,40.94,2.5,38.77,122,4.8
CUST_01085,64,115387.09,17561.63,60,0.6,303.91,8.0,182.93,145,3.8
CUST_01086,53,63617.36,16829.1,227,3.2,72.95,5.3,264.61,13,7.1
CUST_01087,49,40815.46,12658.72,173,4.1,71.66,3.9,270.49,25,7.8
CUST_01088,53,180102.46,118083.65,320,5.9,379.16,4.3,2288.44,12,8.1
CUST_01089,65,109114.17,14534.87,82,0.9,177.93,7.4,163.68,209,3.5
CUST_01090,48,74791.4,13874.54,224,3.4,65.48,5.8,199.35,56,6.2
CUST_01091,61,103014.66,21932.21,96,0.8,231.51,8.6,212.52,182,3.7
CUST_01092,18,73774.95,5036.65,67,3.4,75.71,1.5,279.81,17,9.0
CUST_01093,50,71937.86,19158.01,150,3.0,127.1,3.8,420.13,24,8.3
CUST_01094,34,65702.3,14060.98,110,2.6,119.86,3.5,334.79,26,7.7
CUST_01095,52,61210.17,12060.44,129,3.7,96.92,3.3,304.56,41,7.8
CUST_01096,55,124850.25,70043.32,302,6.9,221.93,3.6,1621.37,2,8.8
CUST_01097,34,84273.4,32679.41,271,6.0,122.73,3.8,716.65,8,7.0
CUST_01098,43,124659.22,132513.66,451,6.2,299.97,5.6,1971.93,1,7.1
CUST_01099,24,26378.05,256.62,11,1.0,22.62,1.0,21.38,46,6.7
CUST_01100,69,79163.83,7277.96,67,2.8,110.95,1.8,336.94,29,8.2
CUST_01101,47,162696.31,149792.65,570,10.2,270.01,4.9,2547.49,7,7.9
CUST_01102,37,107696.78,741.78,8,0.1,91.06,6.3,9.81,226,
CUST_01103,45,46988.73,977.33,29,0.9,33.23,2.9,28.08,82,5.6
CUST_01104,41,58846.1,15043.58,56,0.8,272.97,5.8,216.14,162,
CUST_01105,57,104661.96,1993.08,6,0.1,315.19,5.2,31.94,193,4.2
CUST_01106,36,141993.74,207273.02,582,9.1,361.58,5.3,3259.01,13,7.5
CUST_01107,44,65271.05,8192.96,55,2.6,156.44,1.9,359.34,25,7.3
CUST_01108,22,41742.19,274.77,16,0.9,17.8,1.4,16.36,24,5.8
CUST_01109,18,51840.69,38.2,1,0.6,,0.1,31.83,55,4.4
CUST_01110,35,115233.65,188589.12,670,11.4,284.68,4.9,3207.3,11,8.6
CUST_01111,43,46004.73,1210.32,38,1.6,30.54,2.1,48.03,16,3.8
CUST_01112,29,80014.53,2948.46,43,2.5,72.52,1.4,175.5,25,8.7
CUST_01113,42,63345.16,28278.76,236,3.2,114.01,5.7,413.43,52,6.8
CUST_01114,48,84673.93,7345.67,68,1.8,110.38,3.2,191.29,52,8.1
CUST_01115,58,64644.0,14249.9,125,2.2,116.05,4.9,242.35,51,8.2
CUST_01116,39,67979.22,3793.8,55,3.0,70.69,1.7,185.97,29,5.2
CUST_01117,31,161320.15,164787.23,590,6.9,283.89,7.0,1961.75,32,
CUST_01118,35,26759.31,2938.61,83,1.3,35.69,4.9,49.98,45,5.7
CUST_01119,33,101294.17,6210.22,57,3.3,109.45,1.3,398.09,33,7.1
CUST_01120,43,161826.65,82253.73,680,8.3,120.0,6.7,1023.06,1,8.7
CUST_01121,28,48347.83,422.06,8,0.3,56.34,2.4,14.65,71,5.3
CUST_01122,62,87868.82,14764.11,57,0.5,260.28,9.8,125.55,298,3.4
CUST_01123,29,26463.76,435.16,12,0.5,35.76,1.9,19.09,137,6.0
CUST_01124,24,33322.26,920.65,25,1.3,36.92,1.5,51.15,105,5.4
CUST_01125,27,27825.72,37.0,3,0.2,12.44,1.5,2.06,80,3.5
CUST_01126,42,64492.55,13600.45,108,1.5,127.95,5.2,217.96,39,7.6
CUST_01127,56,141757.18,16970.41,55,8.4,299.18,0.6,2357.0,1,10.0
CUST_01128,31,44006.31,7940.8,120,4.9,65.27,2.1,315.11,34,7.2
CUST_01129,31,65347.18,7824.58,117,2.6,67.34,3.6,181.12,38,8.4
CUST_01130,48,59853.97,6536.16,41,2.9,157.03,1.2,453.9,44,8.0
CUST_01131,38,38366.13,937.1,29,1.2,31.45,2.1,37.19,29,6.7
CUST_01132,52,55226.52,30981.26,294,4.9,109.93,5.0,516.35,22,7.3
CUST_01133,39,124581.75,70050.62,357,4.3,193.36,6.4,912.12,1,8.8
CUST_01134,51,70587.38,17653.16,219,4.4,82.72,3.6,408.64,44,6.0
CUST_01135,39,32648.36,1059.63,22,0.8,46.38,2.2,40.14,60,8.6
CUST_01136,59,107392.78,148349.71,605,9.0,252.51,5.9,2095.33,7,9.9
CUST_01137,27,43223.67,688.24,16,0.9,43.06,1.5,38.24,39,6.6
CUST_01138,57,69407.8,15972.55,65,3.1,43.27,1.5,157.5,40,7.7
CUST_01139,58,69090.08,11531.75,123,2.3,99.31,4.2,228.8,12,7.0
CUST_01140,34,76488.0,9840.6,105,3.3,100.0,2.4,341.69,30,7.3
CUST_01141,30,41089.39,672.04,19,0.8,35.83,1.9,29.48,47,5.3
CUST_01142,62,58309.82,11633.97,108,2.8,102.58,3.0,323.17,30,7.5
CUST_01143,18,43297.37,139.21,13,0.4,10.77,2.8,4.14,40,5.5
CUST_01144,68,80148.85,769.57,7,2.5,108.4,0.2,320.65,38,5.8
CUST_01145,36,61235.41,5915.76,49,3.5,,1.5,328.65,47,7.8
CUST_01146,25,40716.4,942.71,30,1.0,30.66,2.4,32.73,52,5.9
CUST_01147,54,37409.94,325.71,10,0.6,32.1,1.3,20.88,119,5.3
CUST_01148,39,,984.31,31,1.2,31.14,2.3,35.66,48,8.0
CUST_01149,39,,2429.05,39,1.1,62.21,2.9,69.8,66,6.6
CUST_01150,18,28400.31,105.78,11,1.4,10.0,0.6,14.69,54,2.0
CUST_01151,21,31072.41,1149.26,42,1.1,28.0,3.7,25.88,91,5.8
CUST_01152,30,25378.63,225.03,6,0.6,38.56,0.8,23.44,66,7.8
CUST_01153,33,20000.0,241.56,9,0.3,26.41,2.3,8.75,44,4.9
CUST_01154,18,36627.86,257.54,4,1.0,64.84,0.3,71.54,31,5.4
CUST_01155,18,67485.97,26589.32,231,3.9,112.32,4.7,471.44,48,
CUST_01156,47,30819.83,81.41,3,0.7,26.64,0.3,,76,4.3
CUST_01157,44,160950.35,141673.77,384,5.6,350.49,5.3,2227.57,6,7.1
CUST_01158,18,55686.33,956.64,20,0.7,,2.6,30.66,48,4.0
CUST_01159,30,,1540.3,49,1.1,31.65,3.5,36.67,99,7.3
CUST_01160,47,170269.44,171802.86,758,6.4,226.02,9.9,1446.15,11,8.3
CUST_01161,28,34369.98,897.89,28,0.6,34.86,3.6,20.78,15,8.1
CUST_01162,34,148172.77,145231.01,447,7.3,328.59,5.3,2283.51,9,9.6
CUST_01163,50,76885.27,32287.07,233,3.7,136.09,4.6,584.91,18,8.5
CUST_01164,32,36194.67,268.6,14,0.4,19.36,2.7,8.29,61,7.8
CUST_01165,33,144378.86,90456.62,294,5.8,310.04,4.1,1838.55,1,9.1
CUST_01166,26,38969.99,13192.33,56,1.2,47.71,3.8,58.05,72,3.8
CUST_01167,19,38639.01,1826.07,30,1.1,58.12,2.0,,83,7.4
CUST_01168,39,59891.76,18169.02,115,2.4,156.75,3.4,445.32,46,7.8
CUST_01169,57,89498.59,106817.4,384,4.9,279.56,6.7,1328.57,12,8.5
CUST_01170,35,82796.65,26683.91,237,4.6,104.99,4.4,505.38,45,8.0
CUST_01171,33,70290.3,8782.32,93,2.0,98.34,3.5,209.1,57,8.3
CUST_01172,41,104653.67,11505.45,47,0.6,250.0,8.1,118.37,184,3.5
CUST_01173,36,54073.37,7907.08,135,3.0,60.56,4.7,140.2,26,8.1
CUST_01174,18,56557.13,26249.37,192,4.6,140.0,3.7,591.2,57,7.4
CUST_01175,35,84649.6,4063.26,52,2.2,75.35,1.9,178.21,51,6.3
CUST_01176,50,74226.75,11232.07,127,2.1,91.23,5.5,170.18,41,6.7
CUST_01177,18,24021.92,962.87,4,0.5,46.18,0.7,22.0,73,6.0
CUST_01178,65,169380.61,106365.83,370,4.5,283.57,7.1,1248.43,15,9.1
CUST_01179,23,34313.09,1602.54,23,0.9,68.29,1.9,70.29,74,3.2
CUST_01180,31,43014.42,3368.31,41,1.2,83.85,2.9,96.79,12,7.6
CUST_01181,48,111665.17,1916.34,8,0.1,235.68,5.8,27.53,246,3.7
CUST_01182,32,,11913.63,85,3.7,142.19,1.9,522.53,38,8.1
CUST_01183,46,79598.02,8960.99,106,3.4,84.55,2.3,324.67,35,7.6
CUST_01184,66,76185.9,18227.28,76,0.9,247.94,7.1,213.94,197,3.9
CUST_01185,57,112813.05,36376.01,252,7.5,150.33,2.7,1122.72,5,9.9
CUST_01186,43,132847.58,9068.78,41,0.9,218.97,3.7,,181,3.7
CUST_01187,35,31709.08,29.3,1,0.7,27.35,0.1,24.42,72,
CUST_01188,42,183888.12,46044.95,162,3.0,287.17,4.2,913.59,1,9.9
CUST_01189,45,85807.64,56455.1,481,6.0,117.52,6.3,746.76,25,7.7
CUST_01190,27,42407.73,442.29,9,1.8,48.27,0.4,92.14,22,4.9
CUST_01191,53,169408.6,45950.95,273,8.9,163.16,3.0,1276.42,1,8.7
CUST_01192,35,64100.56,21547.11,161,4.1,129.54,3.6,498.78,25,6.4
CUST_01193,27,73331.88,1760.05,18,2.3,96.24,0.7,209.53,50,7.1
CUST_01194,50,74813.62,6641.65,89,2.8,75.02,2.6,212.87,71,8.4
CUST_01195,51,107417.26,89228.19,304,5.5,287.65,4.6,1616.45,4,8.4
CUST_01196,18,44011.47,3070.86,57,1.3,53.25,3.9,65.62,56,5.0
CUST_01197,39,119169.43,10147.65,37,0.5,274.76,6.5,,178,2.2
CUST_01198,40,120003.85,23175.75,74,0.7,304.84,8.3,232.69,233,3.7
CUST_01199,21,24520.1,1213.75,20,1.2,59.92,1.5,67.43,75,7.3
CUST_01200,42,155569.23,60209.71,241,3.5,255.19,7.1,706.69,11,8.6
CUST_01201,20,38311.97,677.59,12,0.5,58.33,2.0,28.23,66,5.3
CUST_01202,42,180466.7,127228.58,606,7.2,220.47,7.3,1452.38,33,8.0
CUST_01203,49,151796.75,93915.66,409,6.8,236.3,4.7,1665.17,15,9.5
CUST_01204,30,,2295.94,21,2.3,109.23,0.8,239.16,20,8.8
CUST_01205,26,,23489.12,230,3.3,99.08,5.9,331.77,37,6.6
CUST_01206,19,39901.65,995.28,21,1.3,47.56,1.3,63.8,69,7.1
CUST_01207,24,41270.22,762.01,23,0.8,,2.9,21.9,73,8.4
CUST_01208,35,65238.41,29347.91,212,3.3,135.98,5.6,436.72,57,5.1
CUST_01209,37,68552.94,1559.72,26,1.3,62.26,1.8,72.21,36,6.6
CUST_01210,39,107077.4,8302.05,47,0.9,178.96,4.5,153.74,227,3.2
CUST_01211,30,61131.53,23485.14,279,3.9,87.22,6.2,315.66,36,4.6
CUST_01212,22,60745.67,5776.31,111,4.4,52.57,2.1,229.22,13,7.7
CUST_01213,47,131255.73,363660.31,1021,8.7,353.37,9.6,3156.77,1,10.0
CUST_01214,28,27361.05,48.48,1,0.4,48.37,0.2,20.2,56,5.0
CUST_01215,22,35680.37,898.48,17,0.8,54.19,1.7,44.04,103,3.7
CUST_01216,41,60347.07,15060.17,143,3.5,103.62,3.1,404.84,38,7.9
CUST_01217,47,123829.09,57871.69,251,4.6,228.76,4.2,1148.25,3,10.0
CUST_01218,18,24790.26,100.46,3,0.8,33.06,0.3,27.91,74,5.1
CUST_01219,18,34864.94,180.94,10,1.1,18.01,0.7,21.54,15,3.7
CUST_01220,32,67693.05,9178.94,111,2.6,84.6,3.7,206.73,56,8.5
CUST_01221,58,111795.72,5023.5,24,0.3,217.22,6.9,60.67,117,1.9
CUST_01222,28,150151.79,121528.53,473,6.9,253.97,5.8,1746.1,1,7.2
CUST_01223,41,92301.77,25077.75,189,4.1,131.02,3.5,597.09,36,6.0
CUST_01224,32,107343.12,11153.72,45,0.8,247.29,4.8,193.64,151,1.8
CUST_01225,44,56730.76,6638.8,59,2.2,105.84,2.1,263.44,52,7.2
CUST_01226,32,49115.78,12428.43,111,2.4,113.53,4.5,230.16,29,8.1
CUST_01227,36,71116.1,32305.57,234,5.3,136.65,4.4,611.85,33,7.2
CUST_01228,31,57750.06,10402.86,80,2.4,129.6,2.5,346.76,18,8.7
CUST_01229,56,105451.04,5135.34,23,0.3,223.5,6.0,71.32,208,2.4
CUST_01230,19,82548.27,9711.58,114,2.1,88.0,4.1,197.39,22,6.4
CUST_01231,26,32867.62,279.72,8,0.6,35.25,1.2,19.43,69,5.4
CUST_01232,51,79621.32,3560.61,27,3.7,128.17,0.6,494.53,28,5.6
CUST_01233,38,71884.37,2950.29,27,1.7,107.37,1.5,163.9,31,6.7
CUST_01234,44,112430.59,135998.8,512,8.6,259.0,4.6,2463.75,6,9.4
CUST_01235,18,31566.8,162.18,4,0.3,41.3,1.2,11.26,62,8.4
CUST_01236,33,60357.37,8006.55,61,2.7,127.71,1.9,351.16,45,10.0
CUST_01237,18,35689.88,844.91,16,1.0,54.6,1.2,58.67,86,4.2
CUST_01238,46,40299.74,892.96,7,3.0,128.32,0.2,372.07,40,9.3
CUST_01239,49,102649.11,9119.58,41,0.4,229.44,8.5,89.41,180,2.0
CUST_01240,48,194625.67,214260.64,484,5.8,420.32,7.8,2289.11,6,9.4
CUST_01241,30,38911.92,2537.42,59,1.1,42.8,4.0,52.86,71,5.2
CUST_01242,29,29275.9,88.75,2,0.1,43.15,1.9,3.89,61,5.4
CUST_01243,32,23531.49,1797.66,49,0.9,36.25,4.3,34.84,40,5.8
CUST_01244,43,43287.33,1232.62,36,1.1,33.7,3.0,34.24,28,5.5
CUST_01245,27,43390.36,2434.99,48,1.5,52.37,2.4,84.55,53,3.5
CUST_01246,54,92390.78,7031.22,58,4.7,121.46,1.0,585.94,37,9.0
CUST_01247,58,156283.27,189487.19,765,8.7,256.0,6.4,2467.28,5,8.8
CUST_01248,43,138351.41,125445.46,464,7.9,274.2,4.5,2323.06,10,8.6
CUST_01249,46,107894.14,2747.54,21,0.4,130.74,5.3,,176,4.0
CUST_01250,43,87580.91,20618.62,185,3.7,114.68,3.9,440.57,45,5.5
CUST_01251,21,47695.2,52.07,1,0.8,52.07,0.1,43.39,62,5.3
CUST_01252,39,66703.2,15731.62,114,2.5,143.26,3.6,364.16,56,7.1
CUST_01253,31,126903.92,118941.68,532,8.5,219.52,5.1,1943.49,21,8.1
CUST_01254,33,158850.35,69621.17,207,3.0,339.74,5.8,1000.3,5,8.9
CUST_01255,28,,844.85,24,0.9,36.64,2.2,32.0,28,8.3
CUST_01256,26,51599.65,9844.9,91,2.2,108.45,3.1,264.65,45,8.3
CUST_01257,47,67415.52,10229.74,175,3.6,57.27,3.6,236.8,43,5.6
CUST_01258,62,65932.27,8253.4,91,2.4,91.1,3.2,214.93,69,8.2
CUST_01259,29,177605.32,175773.39,616,6.9,298.4,7.9,1854.15,6,8.8
CUST_01260,32,74194.19,31357.91,248,3.6,,5.2,502.53,10,9.6
CUST_01261,18,74346.33,16976.53,128,3.1,136.09,3.2,442.1,24,6.7
CUST_01262,18,43977.27,1633.04,34,1.2,47.74,2.3,59.17,114,8.2
CUST_01263,41,74369.44,13992.29,108,3.9,131.21,2.5,466.41,24,8.0
CUST_01264,50,55175.3,13576.72,123,3.1,109.84,3.8,297.74,20,5.2
CUST_01265,37,117613.54,183550.06,649,8.2,298.76,6.2,2467.07,5,9.0
CUST_01266,25,115589.36,279182.25,725,8.4,384.89,7.5,3102.02,1,8.7
CUST_01267,46,72113.65,16201.81,121,1.6,135.21,6.6,204.57,37,5.7
CUST_01268,18,55124.71,31454.84,305,4.3,106.14,5.7,459.87,29,6.3
CUST_01269,35,64887.57,18510.56,152,2.0,121.77,6.6,233.72,61,8.1
CUST_01270,24,48865.05,22816.8,157,3.4,146.97,4.0,475.35,43,6.7
CUST_01271,24,24550.74,341.1,7,0.3,48.92,2.2,12.92,79,6.5
CUST_01272,18,33800.29,730.04,17,0.9,44.34,1.5,40.56,52,5.2
CUST_01273,36,25964.0,538.18,11,0.9,48.8,1.1,40.77,40,8.1
CUST_01274,31,178756.97,66068.99,385,4.6,182.07,7.9,696.93,1,9.4
CUST_01275,23,44825.4,19807.47,181,3.4,110.31,4.8,343.88,13,9.0
CUST_01276,39,153340.66,73237.82,247,7.1,297.48,2.6,2347.37,2,10.0
CUST_01277,46,75091.3,19740.55,163,3.1,115.55,4.6,357.62,43,4.9
CUST_01278,57,123355.48,4708.44,48,0.9,99.13,4.3,91.25,175,3.2
CUST_01279,41,140484.18,108766.91,306,3.9,340.06,6.7,1352.82,22,7.6
CUST_01280,28,66773.01,21541.26,200,3.2,,5.3,338.7,16,8.1
CUST_01281,30,70499.58,18593.83,306,3.7,61.15,6.2,249.92,8,7.1
CUST_01282,18,40188.37,736.38,25,1.0,,2.1,29.22,108,9.0
CUST_01283,34,77295.59,11980.77,146,2.9,85.04,3.7,269.84,18,6.0
CUST_01284,49,127008.14,15780.01,58,8.4,,0.5,2630.0,1,8.9
CUST_01285,44,67148.45,36385.1,341,4.2,106.24,6.0,505.35,31,
CUST_01286,37,50614.74,19928.27,135,3.9,149.44,3.0,553.56,49,7.6
CUST_01287,59,150598.79,224061.27,677,10.5,323.22,5.3,3522.98,5,7.7
CUST_01288,47,84309.11,14155.3,119,5.2,116.95,1.7,693.89,44,5.5
CUST_01289,66,109386.08,128789.88,527,5.5,242.86,7.5,1431.0,4,9.5
CUST_01290,57,166210.17,186812.04,977,9.8,187.84,7.6,2048.38,3,7.4
CUST_01291,43,59196.51,18982.11,180,3.4,104.39,4.0,395.46,47,6.9
CUST_01292,47,168661.8,180588.04,856,9.1,,7.1,2119.58,1,8.5
CUST_01293,42,56791.44,14458.42,170,3.2,87.07,4.8,251.01,42,6.4
CUST_01294,22,25389.78,54.82,1,1.1,51.99,0.1,45.68,53,4.8
CUST_01295,18,20000.0,74.17,3,0.1,24.27,2.9,2.13,72,5.9
CUST_01296,41,72103.79,6615.24,72,2.1,90.98,2.9,190.09,30,5.1
CUST_01297,37,130694.54,106214.72,340,6.8,320.12,4.1,2158.84,15,7.7
CUST_01298,64,123551.05,51689.14,140,4.0,344.51,2.9,1485.32,2,10.0
CUST_01299,26,88257.31,15558.61,82,2.1,193.99,3.4,381.34,37,7.6
CUST_01300,35,38655.65,2120.64,79,1.6,26.82,4.6,38.42,115,4.9
CUST_01301,48,,116935.99,553,6.9,211.03,7.6,1282.19,13,7.6
CUST_01302,64,131328.79,8658.32,48,0.5,188.07,7.0,103.08,172,5.1
CUST_01303,47,194173.98,95523.06,366,7.5,257.62,3.7,2151.42,2,7.8
CUST_01304,52,51050.63,32344.4,240,3.3,133.44,5.9,456.84,47,8.2
CUST_01305,30,35418.74,320.68,14,0.5,23.67,3.1,8.62,53,6.2
CUST_01306,49,35383.86,1796.57,54,1.1,32.56,4.4,34.03,93,5.5
CUST_01307,32,24309.03,149.23,3,1.1,51.24,0.2,62.18,113,4.7
CUST_01308,44,45515.58,1318.88,27,1.5,49.33,1.4,78.5,93,8.6
CUST_01309,51,39946.53,8612.17,77,1.6,114.54,4.1,175.04,36,6.6
CUST_01310,19,30757.34,639.69,16,0.8,39.27,1.6,,79,5.4
CUST_01311,57,139044.04,270753.86,600,6.9,444.62,7.3,3090.8,15,7.3
CUST_01312,34,37518.1,182.09,5,0.5,37.7,0.7,21.68,73,2.6
CUST_01313,50,64582.53,5795.76,54,4.1,109.29,1.1,439.07,53,7.7
CUST_01314,29,33778.16,600.25,22,0.7,27.77,2.6,19.24,80,5.6
CUST_01315,38,88340.7,11442.81,122,3.2,92.01,3.3,288.96,41,7.6
CUST_01316,48,63313.07,15761.77,137,4.0,117.57,2.7,486.47,21,8.6
CUST_01317,18,83764.27,4820.01,76,5.1,63.66,1.2,334.72,52,7.1
CUST_01318,26,36483.17,1665.93,15,0.5,28.21,2.8,12.51,81,
CUST_01319,39,200000.0,105940.58,437,9.8,244.84,3.6,2452.33,18,9.3
CUST_01320,57,168086.62,325907.37,827,7.0,374.74,9.7,2799.89,1,9.3
CUST_01321,32,108613.86,15154.27,114,4.4,135.69,2.0,631.43,34,6.2
CUST_01322,37,127050.82,23528.24,124,5.5,191.05,1.9,1031.94,11,9.5
CUST_01323,38,54622.89,1972.1,46,1.3,42.41,3.2,51.36,65,6.9
CUST_01324,52,74557.44,44612.25,403,6.0,112.13,5.8,640.98,36,7.1
CUST_01325,49,131908.32,9895.79,51,0.6,197.52,6.2,133.01,182,2.6
CUST_01326,23,78715.08,19333.47,243,2.9,78.76,7.1,226.92,63,7.3
CUST_01327,54,121775.85,216834.52,736,10.3,287.85,5.5,3285.37,2,7.4
CUST_01328,31,38042.69,2865.42,57,1.4,48.38,3.8,62.84,15,7.0
CUST_01329,37,37047.56,24.0,1,0.6,24.0,0.1,20.0,15,5.8
CUST_01330,28,111379.58,9344.31,152,4.5,62.93,3.2,243.34,27,7.3
CUST_01331,27,65666.99,18120.03,112,3.0,165.65,3.1,487.1,40,7.7
CUST_01332,35,39901.01,708.62,17,0.8,40.0,1.9,31.08,93,7.3
CUST_01333,35,83517.66,10639.66,110,3.2,95.79,3.1,286.01,32,8.7
CUST_01334,49,107976.22,2316.78,12,0.4,197.93,2.8,68.95,122,3.2
CUST_01335,43,106759.91,2792.8,15,0.2,190.06,6.3,36.94,163,4.6
CUST_01336,32,29704.52,1942.05,41,1.6,49.0,2.5,64.74,78,6.7
CUST_01337,59,166890.67,144419.09,673,9.6,215.1,6.6,1823.47,27,7.4
CUST_01338,30,35524.65,99.82,4,0.2,24.6,1.5,5.55,42,3.2
CUST_01339,33,168529.99,93917.04,376,5.6,238.71,6.5,1204.06,13,9.4
CUST_01340,47,198325.89,112831.29,478,7.2,228.61,6.3,1492.48,3,8.8
CUST_01341,18,80896.74,50824.11,282,4.2,180.03,4.9,864.36,41,7.1
CUST_01342,18,77879.29,10972.56,109,1.8,102.8,4.5,203.2,35,7.8
CUST_01343,38,30707.54,980.45,27,1.1,35.82,2.2,37.14,54,6.7
CUST_01344,28,25423.31,768.07,22,0.5,36.87,3.6,,73,6.4
CUST_01345,31,20000.0,465.7,13,1.0,36.69,1.2,32.34,77,7.1
CUST_01346,44,61064.76,14394.21,135,4.8,104.63,2.5,479.81,33,7.8
CUST_01347,52,58481.04,3839.38,37,1.6,101.11,2.6,123.06,43,6.8
CUST_01348,59,73743.03,8917.63,124,2.8,69.2,3.3,225.19,33,7.6
CUST_01349,46,110084.49,1223.97,6,0.1,204.69,4.5,22.67,169,3.0
CUST_01350,47,159416.06,289561.49,819,9.2,340.32,7.0,3447.16,13,9.2
CUST_01351,18,36633.23,1748.3,36,1.6,49.13,1.8,,49,6.3
CUST_01352,40,78814.97,7324.34,72,3.6,103.16,1.7,359.04,39,6.4
CUST_01353,30,89607.63,4487.45,41,2.2,108.45,1.6,233.72,23,6.2
CUST_01354,31,22959.47,720.02,16,1.7,43.51,0.8,75.0,46,6.3
CUST_01355,44,86916.22,9342.07,186,4.2,48.85,3.3,235.91,19,7.4
CUST_01356,33,27705.74,679.35,19,0.7,34.68,2.3,,90,7.0
CUST_01357,37,81740.47,6296.8,35,0.5,177.11,5.1,102.89,206,
CUST_01358,42,53001.92,8751.0,63,1.0,135.02,5.6,130.22,49,6.7
CUST_01359,53,71053.54,27367.82,133,3.5,205.6,3.6,633.51,55,8.0
CUST_01360,27,74153.85,10260.97,89,4.0,114.21,2.0,427.54,18,7.3
CUST_01361,38,108326.76,6437.19,24,0.5,247.52,4.1,130.84,157,2.7
CUST_01362,40,82457.74,10743.02,70,3.5,149.53,1.5,596.83,43,7.3
CUST_01363,45,78787.45,4313.79,68,1.2,63.4,4.9,73.36,50,5.5
CUST_01364,42,66719.26,7486.03,63,3.5,116.03,1.7,366.96,66,6.5
