CustomerID,Age,Income,Membership,Tenure,TotalSpend,TotalTransactions,AvgOrderValue,PurchaseFrequency
CUST015240,49,123730,Platinum,1.9,19145.94,66,290.09,34.7
CUST015241,41,62467,Free,2.2,494.22,6,82.37,2.7
CUST015242,45,150746,Platinum,2.1,7709.4,36,214.15,17.1
CUST015243,31,44281,Silver,4.5,2375.12,44,53.98,9.8
CUST015244,62,93547,Bronze,6.0,1174.19,17,69.07,2.8
CUST015245,20,44922,Bronze,0.1,49.07,1,49.07,10.0
CUST015246,53,75727,Bronze,1.8,876.96,9,97.44,5.0
CUST015247,44,65204,Bronze,0.7,173.22,3,57.74,4.3
CUST015248,37,24484,Free,4.4,603.02,11,54.82,2.5
CUST015249,64,42738,Free,0.3,61.45,1,61.45,3.3
CUST015250,32,75774,Bronze,1.3,252.63,3,84.21,2.3
CUST015251,44,47217,Free,2.8,304.84,4,76.21,1.4
CUST015252,70,41006,Free,0.3,66.99,1,66.99,3.3
CUST015253,62,89680,Gold,4.5,4771.89,37,128.97,8.2
CUST015254,58,111419,Gold,5.1,8068.09,43,187.63,8.4
CUST015255,45,110551,Gold,6.1,14141.45,85,166.37,13.9
CUST015256,42,63816,Bronze,4.8,1149.3,15,76.62,3.1
CUST015257,59,57070,Free,5.1,261.42,3,87.14,0.6
CUST015258,61,62702,Free,6.4,1017.36,12,84.78,1.9
CUST015259,63,100591,Gold,2.8,4714.66,38,124.07,13.6
CUST015260,50,69451,Gold,4.2,5503.14,54,101.91,12.9
CUST015261,63,51422,Free,5.4,200.79,3,66.93,0.6
CUST015262,31,78611,Silver,4.4,1117.98,18,62.11,4.1
CUST015263,25,103489,Gold,3.3,7280.0,40,182.0,12.1
CUST015264,65,49782,Bronze,1.3,349.2,5,69.84,3.8
CUST015265,31,83205,Gold,2.7,5457.55,35,155.93,13.0
CUST015266,18,63226,Free,0.8,173.42,2,86.71,2.5
CUST015267,33,81464,Bronze,4.0,678.06,9,75.34,2.2
CUST015268,35,84710,Bronze,5.9,1915.0,25,76.6,4.2
CUST015269,24,88932,Bronze,4.7,2534.49,27,93.87,5.7
CUST015270,32,111041,Platinum,4.7,20815.3,127,163.9,27.0
CUST015271,41,60040,Gold,5.6,7673.72,92,83.41,16.4
CUST015272,66,60580,Free,5.7,1148.42,13,88.34,2.3
CUST015273,68,15000,Free,4.4,469.44,9,52.16,2.0
CUST015274,72,102964,Silver,0.5,215.64,2,107.82,4.0
CUST015275,30,46956,Free,1.3,128.64,2,64.32,1.5
CUST015276,26,40195,Free,4.5,275.7,6,45.95,1.3
CUST015277,73,57157,Silver,3.9,1301.5,19,68.5,4.9
CUST015278,73,53935,Bronze,4.6,1434.4,22,65.2,4.8
CUST015279,32,74269,Silver,4.4,1434.0,24,59.75,5.5
CUST015280,74,43365,Free,4.7,931.32,12,77.61,2.6
CUST015281,75,57190,Free,2.3,162.2,2,81.1,0.9
CUST015282,52,61902,Free,6.3,970.95,15,64.73,2.4
CUST015283,41,58744,Silver,4.9,4161.6,48,86.7,9.8
CUST015284,50,74774,Silver,4.2,1736.41,19,91.39,4.5
CUST015285,33,49375,Free,0.2,56.86,1,56.86,5.0
CUST015286,25,40399,Free,3.9,638.11,11,58.01,2.8
CUST015287,46,30813,Free,5.4,196.83,3,65.61,0.6
CUST015288,40,49110,Silver,3.6,928.2,17,54.6,4.7
CUST015289,62,62041,Free,4.5,859.98,11,78.18,2.4
CUST015290,48,41008,Free,0.8,58.55,1,58.55,1.2
CUST015291,57,49254,Free,5.3,962.25,15,64.15,2.8
CUST015292,66,130617,Gold,0.2,348.76,2,174.38,10.0
CUST015293,71,35857,Free,4.3,284.64,4,71.16,0.9
CUST015294,72,51394,Free,2.9,547.2,8,68.4,2.8
CUST015295,31,51275,Free,0.3,62.17,1,62.17,3.3
CUST015296,70,39329,Free,4.3,775.06,11,70.46,2.6
CUST015297,47,66086,Bronze,2.9,1323.84,16,82.74,5.5
CUST015298,70,79683,Free,5.3,1008.2,10,100.82,1.9
CUST015299,56,58142,Bronze,3.4,1158.84,18,64.38,5.3
CUST015300,44,85391,Gold,5.4,12354.12,81,152.52,15.0
CUST015301,64,50305,Silver,4.2,1467.6,30,48.92,7.1
CUST015302,33,43743,Free,2.3,139.12,2,69.56,0.9
CUST015303,68,49384,Free,0.1,63.76,1,63.76,10.0
CUST015304,23,93686,Silver,5.3,2790.72,36,77.52,6.8
CUST015305,72,68876,Bronze,2.3,1052.15,11,95.65,4.8
CUST015306,50,163171,Platinum,1.2,9995.67,27,370.21,22.5
CUST015307,61,71278,Gold,2.0,3338.4,30,111.28,15.0
CUST015308,35,27854,Bronze,3.9,615.04,16,38.44,4.1
CUST015309,33,59162,Free,3.3,219.12,4,54.78,1.2
CUST015310,29,35196,Free,3.3,210.28,4,52.57,1.2
CUST015311,37,35734,Gold,2.6,2297.62,26,88.37,10.0
CUST015312,62,100415,Silver,6.1,2420.48,31,78.08,5.1
CUST015313,57,91704,Bronze,3.3,1059.96,11,96.36,3.3
CUST015314,46,61293,Silver,4.6,2828.46,34,83.19,7.4
CUST015315,47,49528,Bronze,4.2,730.51,11,66.41,2.6
CUST015316,43,42625,Bronze,1.2,457.74,6,76.29,5.0
CUST015317,39,42542,Free,0.5,77.08,1,77.08,2.0
CUST015318,50,78701,Bronze,5.4,868.89,11,78.99,2.0
CUST015319,75,44892,Free,2.0,54.55,1,54.55,0.5
CUST015320,70,66130,Silver,5.2,3320.46,39,85.14,7.5
CUST015321,56,72486,Free,4.4,262.28,4,65.57,0.9
CUST015322,64,34629,Silver,3.2,944.4,15,62.96,4.7
CUST015323,46,106891,Gold,0.8,1180.96,8,147.62,10.0
CUST015324,39,80040,Bronze,3.4,1719.18,18,95.51,5.3
CUST015325,62,42629,Free,3.2,298.05,5,59.61,1.6
CUST015326,30,66440,Free,1.5,61.44,1,61.44,0.7
CUST015327,26,60158,Free,4.7,328.0,5,65.6,1.1
CUST015328,41,156768,Platinum,1.6,12487.05,45,277.49,28.1
CUST015329,32,55562,Bronze,3.7,1742.84,22,79.22,5.9
CUST015330,53,44530,Bronze,3.8,1447.74,21,68.94,5.5
CUST015331,30,20833,Free,6.5,745.11,17,43.83,2.6
CUST015332,44,93147,Silver,5.9,2099.44,28,74.98,4.7
CUST015333,61,77413,Free,3.9,268.4,4,67.1,1.0
CUST015334,54,54590,Free,5.0,594.45,9,66.05,1.8
CUST015335,24,47988,Free,4.8,200.52,4,50.13,0.8
CUST015336,25,47150,Free,1.9,275.05,5,55.01,2.6
CUST015337,54,49269,Free,6.2,1237.77,17,72.81,2.7
CUST015338,58,85503,Bronze,3.6,837.96,12,69.83,3.3
CUST015339,31,20381,Free,2.9,352.72,8,44.09,2.8
CUST015340,75,46073,Free,5.7,731.1,10,73.11,1.8
CUST015341,29,38013,Free,5.9,390.51,9,43.39,1.5
CUST015342,53,69398,Bronze,6.4,1468.62,18,81.59,2.8
CUST015343,69,18066,Free,2.5,68.16,2,34.08,0.8
CUST015344,57,45248,Bronze,5.0,972.0,18,54.0,3.6
CUST015345,34,24661,Free,2.9,370.0,8,46.25,2.8
CUST015346,57,75038,Silver,2.4,1292.4,15,86.16,6.2
CUST015347,70,88979,Gold,3.4,7855.02,51,154.02,15.0
CUST015348,46,131892,Platinum,3.0,17205.3,90,191.17,30.0
CUST015349,44,80812,Silver,2.2,1630.88,16,101.93,7.3
CUST015350,18,56757,Bronze,3.4,1256.22,18,69.79,5.3
CUST015351,69,82806,Silver,6.1,5111.76,57,89.68,9.3
CUST015352,51,89153,Gold,5.9,14438.16,99,145.84,16.8
CUST015353,21,82054,Silver,1.7,1304.04,12,108.67,7.1
CUST015354,41,84585,Bronze,0.7,139.98,2,69.99,2.9
CUST015355,38,65449,Silver,3.9,2595.94,31,83.74,7.9
CUST015356,50,68688,Free,6.3,1337.12,16,83.57,2.5
CUST015357,24,49291,Silver,0.9,536.2,7,76.6,7.8
CUST015358,18,53711,Silver,5.6,3188.72,46,69.32,8.2
CUST015359,58,17846,Silver,0.5,137.12,4,34.28,8.0
CUST015360,20,63832,Silver,1.8,610.75,7,87.25,3.9
CUST015361,61,39840,Bronze,1.1,151.59,3,50.53,2.7
CUST015362,68,127895,Gold,6.5,15025.0,100,150.25,15.4
CUST015363,32,134614,Platinum,5.0,17506.18,82,213.49,16.4
CUST015364,48,120253,Platinum,3.6,17563.38,102,172.19,28.3
CUST015365,71,71980,Bronze,4.0,1270.07,17,74.71,4.2
CUST015366,33,78007,Bronze,2.7,1397.11,13,107.47,4.8
CUST015367,27,39368,Bronze,0.6,148.9,2,74.45,3.3
CUST015368,71,37428,Free,1.9,412.44,6,68.74,3.2
CUST015369,46,55580,Free,1.5,53.44,1,53.44,0.7
CUST015370,23,46609,Free,6.3,880.49,13,67.73,2.1
CUST015371,46,172830,Platinum,2.7,29517.75,75,393.57,27.8
CUST015372,34,68861,Bronze,5.4,1386.14,14,99.01,2.6
CUST015373,70,78176,Gold,5.4,8732.15,61,143.15,11.3
CUST015374,39,50465,Free,2.1,230.08,4,57.52,1.9
CUST015375,41,57293,Free,3.7,248.16,4,62.04,1.1
CUST015376,34,68485,Free,4.2,507.92,7,72.56,1.7
CUST015377,38,51557,Free,0.8,151.54,2,75.77,2.5
CUST015378,68,91637,Gold,2.2,3680.95,35,105.17,15.9
CUST015379,67,52894,Bronze,0.3,122.78,2,61.39,6.7
CUST015380,28,60043,Bronze,5.3,1447.38,17,85.14,3.2
CUST015381,73,57094,Bronze,6.2,1693.09,19,89.11,3.1
CUST015382,24,55825,Gold,4.8,7463.2,76,98.2,15.8
CUST015383,59,35199,Free,5.4,573.48,9,63.72,1.7
CUST015384,56,170459,Platinum,2.9,28634.4,97,295.2,33.4
CUST015385,22,32264,Silver,2.4,872.4,20,43.62,8.3
CUST015386,61,129513,Gold,6.0,18134.18,103,176.06,17.2
CUST015387,65,66087,Bronze,1.1,313.48,4,78.37,3.6
CUST015388,74,19040,Free,2.9,149.01,3,49.67,1.0
CUST015389,38,37698,Bronze,0.6,195.3,3,65.1,5.0
CUST015390,35,20922,Free,5.2,329.14,7,47.02,1.3
CUST015391,52,90654,Gold,2.2,4669.83,33,141.51,15.0
CUST015392,37,61706,Bronze,4.2,965.58,11,87.78,2.6
CUST015393,32,53557,Free,5.3,349.98,6,58.33,1.1
CUST015394,22,21890,Free,1.6,266.8,5,53.36,3.1
CUST015395,30,113549,Gold,6.3,14185.8,74,191.7,11.7
CUST015396,68,76881,Gold,4.4,11410.63,77,148.19,17.5
CUST015397,29,56776,Silver,4.6,1752.4,26,67.4,5.7
CUST015398,72,72643,Bronze,6.0,3271.68,36,90.88,6.0
CUST015399,38,92263,Gold,4.4,4288.68,38,112.86,8.6
CUST015400,54,33616,Free,2.6,228.04,4,57.01,1.5
CUST015401,23,52942,Free,3.1,118.04,2,59.02,0.6
CUST015402,24,53143,Bronze,4.9,1101.81,19,57.99,3.9
CUST015403,43,93914,Gold,0.1,227.18,2,113.59,20.0
CUST015404,59,44606,Bronze,5.4,1009.19,13,77.63,2.4
CUST015405,65,58994,Free,3.2,553.28,7,79.04,2.2
CUST015406,25,34421,Silver,3.1,802.44,18,44.58,5.8
CUST015407,26,35526,Silver,2.5,1522.08,24,63.42,9.6
CUST015408,44,48887,Bronze,2.9,1115.84,16,69.74,5.5
CUST015409,21,133127,Gold,3.3,10261.04,47,218.32,14.2
CUST015410,38,70189,Bronze,3.2,901.8,15,60.12,4.7
CUST015411,48,43897,Free,3.5,550.08,9,61.12,2.6
CUST015412,38,43124,Silver,0.7,288.44,4,72.11,5.7
CUST015413,57,49618,Free,1.0,161.64,3,53.88,3.0
CUST015414,42,85185,Gold,1.2,2668.5,18,148.25,15.0
CUST015415,56,51904,Bronze,3.6,925.12,16,57.82,4.4
CUST015416,32,87047,Silver,5.3,1900.08,26,73.08,4.9
CUST015417,70,173628,Platinum,3.1,19356.92,74,261.58,23.9
CUST015418,52,31704,Bronze,4.8,1193.47,23,51.89,4.8
CUST015419,66,83496,Bronze,1.4,411.32,4,102.83,2.9
CUST015420,60,54655,Silver,0.2,157.34,2,78.67,10.0
CUST015421,58,46854,Free,6.1,216.04,4,54.01,0.7
CUST015422,54,15133,Free,4.0,343.49,7,49.07,1.8
CUST015423,74,77633,Bronze,1.3,375.7,5,75.14,3.8
CUST015424,59,51087,Free,4.7,848.64,12,70.72,2.6
CUST015425,64,34216,Free,5.7,331.04,8,41.38,1.4
CUST015426,45,143354,Platinum,1.8,7547.69,41,184.09,22.8
CUST015427,31,24652,Silver,2.6,1353.82,26,52.07,10.0
CUST015428,21,71868,Gold,0.6,468.5,5,93.7,8.3
CUST015429,70,58169,Gold,4.7,10321.88,83,124.36,17.7
CUST015430,37,46168,Free,4.7,981.24,13,75.48,2.8
CUST015431,51,83294,Gold,3.6,4261.25,35,121.75,9.7
CUST015432,29,93797,Gold,2.6,4760.05,31,153.55,11.9
CUST015433,50,28044,Free,4.5,183.51,3,61.17,0.7
CUST015434,41,71950,Platinum,6.5,19817.58,102,194.29,15.7
CUST015435,37,90613,Bronze,2.7,1828.0,16,114.25,5.9
CUST015436,22,86972,Platinum,4.5,21572.46,117,184.38,26.0
CUST015437,55,22845,Silver,5.3,1640.45,35,46.87,6.6
CUST015438,47,84198,Bronze,6.1,2672.51,31,86.21,5.1
CUST015439,41,64789,Bronze,3.7,1386.9,18,77.05,4.9
CUST015440,60,61950,Free,4.3,710.37,9,78.93,2.1
CUST015441,57,89563,Bronze,1.6,801.64,7,114.52,4.4
CUST015442,24,15953,Free,0.7,45.43,1,45.43,1.4
CUST015443,53,91928,Gold,5.9,11896.56,93,127.92,15.8
CUST015444,55,70329,Silver,5.0,1576.26,21,75.06,4.2
CUST015445,33,69868,Silver,5.7,4046.12,52,77.81,9.1
CUST015446,69,60709,Bronze,0.9,432.85,5,86.57,5.6
CUST015447,32,73817,Free,2.9,489.85,5,97.97,1.7
CUST015448,63,69336,Bronze,4.5,583.56,9,64.84,2.0
CUST015449,40,49996,Free,6.4,218.08,4,54.52,0.6
CUST015450,29,35086,Free,2.4,99.94,2,49.97,0.8
CUST015451,46,28606,Bronze,5.7,1173.7,22,53.35,3.9
CUST015452,61,114569,Gold,6.2,10504.34,77,136.42,12.4
CUST015453,65,62341,Silver,2.7,1676.43,21,79.83,7.8
CUST015454,32,62672,Free,5.3,283.92,4,70.98,0.8
CUST015455,46,40177,Silver,0.7,421.86,6,70.31,8.6
CUST015456,62,39635,Free,4.6,632.61,11,57.51,2.4
CUST015457,60,32071,Free,3.1,164.4,3,54.8,1.0
CUST015458,66,107356,Platinum,0.4,1024.87,7,146.41,17.5
CUST015459,38,45345,Free,5.1,730.68,12,60.89,2.4
CUST015460,32,15000,Free,4.2,384.66,9,42.74,2.1
CUST015461,31,65453,Bronze,3.0,564.7,10,56.47,3.3
CUST015462,59,48708,Free,1.7,248.3,5,49.66,2.9
CUST015463,61,77624,Free,3.9,375.05,5,75.01,1.3
CUST015464,33,54771,Bronze,1.2,391.14,6,65.19,5.0
CUST015465,32,81237,Silver,0.8,358.32,4,89.58,5.0
CUST015466,59,57192,Silver,3.8,1509.66,18,83.87,4.7
CUST015467,21,54770,Free,1.4,156.99,3,52.33,2.1
CUST015468,44,127907,Gold,5.2,6314.14,49,128.86,9.4
CUST015469,40,37453,Gold,0.6,407.34,6,67.89,10.0
CUST015470,46,47024,Free,1.2,204.3,3,68.1,2.5
CUST015471,58,93164,Bronze,4.9,1274.88,12,106.24,2.4
CUST015472,70,89710,Bronze,5.6,1568.84,14,112.06,2.5
CUST015473,69,67497,Silver,1.8,1132.04,14,80.86,7.8
CUST015474,26,166124,Platinum,0.8,7650.28,22,347.74,27.5
CUST015475,70,127315,Platinum,2.0,10566.18,34,310.77,17.0
CUST015476,74,79877,Bronze,0.9,465.5,5,93.1,5.6
CUST015477,73,43836,Free,0.9,188.19,3,62.73,3.3
CUST015478,69,36635,Free,4.5,508.41,9,56.49,2.0
CUST015479,60,77175,Bronze,4.6,982.66,14,70.19,3.0
CUST015480,60,51858,Bronze,5.9,931.5,18,51.75,3.1
CUST015481,24,160437,Platinum,4.8,27228.8,127,214.4,26.5
CUST015482,70,54431,Free,1.2,227.61,3,75.87,2.5
CUST015483,59,84373,Bronze,5.0,1640.84,19,86.36,3.8
CUST015484,21,43625,Free,3.9,315.6,6,52.6,1.5
CUST015485,22,148422,Gold,3.9,10085.04,69,146.16,17.7
CUST015486,22,99261,Platinum,3.0,20108.55,77,261.15,25.7
CUST015487,28,136146,Gold,1.0,2213.16,12,184.43,12.0
CUST015488,58,61843,Free,5.9,1122.75,15,74.85,2.5
CUST015489,45,55898,Free,0.1,77.28,1,77.28,10.0
CUST015490,33,85024,Bronze,2.9,1303.64,13,100.28,4.5
CUST015491,58,55814,Silver,1.5,1098.89,13,84.53,8.7
CUST015492,71,15000,Free,1.4,153.54,3,51.18,2.1
CUST015493,47,120799,Platinum,3.6,22846.2,116,196.95,32.2
CUST015494,21,106229,Gold,0.8,1092.28,7,156.04,8.8
CUST015495,19,57413,Free,0.4,78.16,1,78.16,2.5
CUST015496,63,66605,Free,3.8,286.89,3,95.63,0.8
CUST015497,20,59109,Silver,4.0,2124.48,32,66.39,8.0
CUST015498,67,22656,Free,0.7,105.8,2,52.9,2.9
CUST015499,38,39736,Free,1.1,223.95,3,74.65,2.7
CUST015500,23,70154,Bronze,0.9,291.33,3,97.11,3.3
CUST015501,60,65278,Gold,5.6,5726.24,52,110.12,9.3
CUST015502,70,205278,Platinum,5.6,42473.11,167,254.33,29.8
CUST015503,35,51901,Free,2.0,467.88,6,77.98,3.0
CUST015504,61,87669,Gold,3.6,5045.04,39,129.36,10.8
CUST015505,22,71129,Bronze,4.8,1021.46,11,92.86,2.3
CUST015506,26,44788,Free,6.3,1133.44,16,70.84,2.5
CUST015507,37,36405,Bronze,0.7,99.06,2,49.53,2.9
CUST015508,45,179912,Platinum,5.0,25876.5,75,345.02,15.0
CUST015509,43,60921,Free,1.3,260.04,3,86.68,2.3
CUST015510,35,28510,Free,6.3,461.0,10,46.1,1.6
CUST015511,36,83895,Silver,4.6,4218.9,41,102.9,8.9
CUST015512,20,17267,Free,4.5,338.76,6,56.46,1.3
CUST015513,26,59081,Silver,1.5,331.44,6,55.24,4.0
CUST015514,53,65807,Silver,2.8,1404.2,20,70.21,7.1
CUST015515,48,110541,Gold,0.5,617.32,4,154.33,8.0
CUST015516,66,71807,Free,0.1,83.71,1,83.71,10.0
CUST015517,34,133495,Gold,1.8,5090.28,26,195.78,14.4
CUST015518,72,63710,Bronze,5.8,1588.04,29,54.76,5.0
CUST015519,40,17363,Free,2.6,110.34,2,55.17,0.8
CUST015520,51,88100,Gold,2.5,3645.54,27,135.02,10.8
CUST015521,58,69745,Silver,0.8,309.96,4,77.49,5.0
CUST015522,58,57229,Free,1.3,79.77,1,79.77,0.8
CUST015523,22,71652,Free,4.7,328.75,5,65.75,1.1
CUST015524,32,31899,Free,3.1,342.85,5,68.57,1.6
CUST015525,64,141482,Platinum,0.6,4393.94,19,231.26,31.7
CUST015526,20,109300,Gold,3.2,7016.0,50,140.32,15.6
CUST015527,36,26322,Free,5.9,656.76,12,54.73,2.0
CUST015528,45,72844,Bronze,2.8,1061.52,12,88.46,4.3
CUST015529,20,46778,Free,1.1,157.82,2,78.91,1.8
CUST015530,55,95474,Silver,1.5,1101.65,11,100.15,7.3
CUST015531,21,25165,Free,4.4,678.59,11,61.69,2.5
CUST015532,41,44186,Free,2.9,217.44,4,54.36,1.4
CUST015533,48,77514,Bronze,3.5,2163.42,21,103.02,6.0
CUST015534,62,92948,Gold,5.0,7130.46,46,155.01,9.2
CUST015535,62,38497,Bronze,4.1,752.16,16,47.01,3.9
CUST015536,28,81611,Gold,3.3,4929.08,52,94.79,15.8
CUST015537,54,100181,Gold,5.6,6992.7,55,127.14,9.8
CUST015538,18,115751,Silver,6.1,5486.82,57,96.26,9.3
CUST015539,26,26215,Free,3.7,453.06,9,50.34,2.4
CUST015540,34,63492,Silver,5.8,2631.16,28,93.97,4.8
CUST015541,71,48138,Free,0.7,58.56,1,58.56,1.4
CUST015542,18,56889,Free,1.9,69.83,1,69.83,0.5
CUST015543,20,47018,Silver,3.7,1295.4,17,76.2,4.6
CUST015544,64,102155,Gold,5.4,8803.65,57,154.45,10.6
CUST015545,43,110589,Bronze,0.3,82.45,1,82.45,3.3
CUST015546,70,40649,Bronze,5.7,1875.25,25,75.01,4.4
CUST015547,48,47151,Free,1.4,211.2,3,70.4,2.1
CUST015548,43,80129,Bronze,5.9,1808.5,25,72.34,4.2
CUST015549,40,66181,Bronze,2.8,1062.88,16,66.43,5.7
CUST015550,47,67823,Silver,2.0,869.05,13,66.85,6.5
CUST015551,27,78316,Silver,4.5,1670.6,20,83.53,4.4
CUST015552,25,142536,Platinum,4.9,26303.11,103,255.37,21.0
CUST015553,61,79627,Bronze,1.1,254.97,3,84.99,2.7
CUST015554,42,39834,Free,4.3,205.16,4,51.29,0.9
CUST015555,39,73862,Silver,4.4,3865.2,40,96.63,9.1
CUST015556,32,51992,Bronze,0.8,276.4,4,69.1,5.0
CUST015557,58,89689,Gold,1.1,1763.96,11,160.36,10.0
CUST015558,73,44451,Free,0.8,158.28,2,79.14,2.5
CUST015559,74,50085,Bronze,1.8,300.1,5,60.02,2.8
CUST015560,27,33367,Bronze,5.4,769.86,14,54.99,2.6
CUST015561,37,40063,Bronze,5.1,829.98,18,46.11,3.5
CUST015562,58,60269,Bronze,2.6,469.28,7,67.04,2.7
CUST015563,64,86214,Silver,5.1,2210.96,29,76.24,5.7
CUST015564,40,103921,Gold,0.5,932.28,6,155.38,12.0
CUST015565,70,59944,Free,6.0,288.55,5,57.71,0.8
CUST015566,70,54418,Free,2.8,295.8,5,59.16,1.8
CUST015567,18,84520,Bronze,6.2,1055.34,13,81.18,2.1
CUST015568,19,38543,Free,0.8,85.82,2,42.91,2.5
CUST015569,75,66246,Bronze,3.9,780.65,13,60.05,3.3
CUST015570,36,41976,Free,5.4,292.5,6,48.75,1.1
CUST015571,31,44519,Free,5.8,274.05,5,54.81,0.9
CUST015572,25,23143,Free,1.7,72.0,2,36.0,1.2
CUST015573,55,157733,Platinum,0.9,5373.2,20,268.66,22.2
CUST015574,29,92349,Gold,4.7,7599.15,65,116.91,13.8
CUST015575,43,124046,Gold,1.0,2939.81,17,172.93,17.0
CUST015576,44,40020,Bronze,1.6,355.8,6,59.3,3.8
CUST015577,46,17998,Bronze,6.5,1634.16,33,49.52,5.1
CUST015578,32,49971,Free,4.0,569.97,9,63.33,2.2
CUST015579,63,31254,Free,5.8,793.9,17,46.7,2.9
CUST015580,70,104609,Gold,4.3,6542.46,57,114.78,13.3
CUST015581,18,76648,Bronze,3.7,2221.78,22,100.99,5.9
CUST015582,60,194912,Platinum,4.0,23232.0,96,242.0,24.0
CUST015583,45,79962,Bronze,6.3,1417.97,17,83.41,2.7
CUST015584,74,56926,Free,6.3,546.0,8,68.25,1.3
CUST015585,20,15000,Free,6.3,466.83,9,51.87,1.4
CUST015586,68,76399,Gold,1.6,2620.42,22,119.11,13.8
CUST015587,35,55835,Free,0.5,62.03,1,62.03,2.0
CUST015588,69,42966,Free,4.6,137.64,3,45.88,0.7
CUST015589,51,65775,Free,3.2,636.48,9,70.72,2.8
CUST015590,49,61756,Bronze,5.9,1258.0,17,74.0,2.9
CUST015591,46,38386,Free,3.6,139.35,3,46.45,0.8
CUST015592,42,36077,Free,2.7,351.42,6,58.57,2.2
CUST015593,43,44432,Bronze,2.1,193.28,4,48.32,1.9
CUST015594,56,47173,Free,0.9,145.54,2,72.77,2.2
CUST015595,25,47839,Free,1.6,206.16,4,51.54,2.5
CUST015596,36,15000,Free,3.2,64.54,2,32.27,0.6
CUST015597,71,37553,Free,1.6,287.64,4,71.91,2.5
CUST015598,64,73454,Bronze,6.0,2515.24,28,89.83,4.7
CUST015599,59,45683,Free,5.9,604.8,10,60.48,1.7
CUST015600,39,65451,Bronze,3.6,1127.8,20,56.39,5.6
CUST015601,46,35361,Free,1.2,126.54,2,63.27,1.7
CUST015602,50,51199,Silver,2.2,481.5,9,53.5,4.1
CUST015603,55,56272,Silver,5.1,2920.72,44,66.38,8.6
CUST015604,62,103490,Gold,4.4,14443.57,79,182.83,18.0
CUST015605,63,15705,Silver,4.9,2090.44,44,47.51,9.0
CUST015606,52,32294,Free,1.8,80.26,2,40.13,1.1
CUST015607,60,125747,Bronze,0.1,105.58,1,105.58,10.0
CUST015608,20,101028,Silver,0.2,109.37,1,109.37,5.0
CUST015609,36,127492,Gold,4.4,6486.22,38,170.69,8.6
CUST015610,27,48540,Free,3.6,241.76,4,60.44,1.1
CUST015611,44,23757,Free,2.7,178.2,5,35.64,1.9
CUST015612,32,86068,Gold,5.0,7214.94,62,116.37,12.4
CUST015613,28,57586,Bronze,5.8,2124.25,29,73.25,5.0
CUST015614,64,53420,Bronze,5.7,1376.55,21,65.55,3.7
CUST015615,43,48979,Bronze,4.9,2003.03,29,69.07,5.9
CUST015616,41,42758,Free,6.5,222.36,4,55.59,0.6
CUST015617,30,43488,Bronze,0.2,76.17,1,76.17,5.0
CUST015618,49,47589,Silver,1.6,837.62,14,59.83,8.8
CUST015619,54,82064,Gold,5.2,8510.25,75,113.47,14.4
CUST015620,21,41491,Free,2.2,109.92,2,54.96,0.9
CUST015621,30,72577,Silver,5.8,3137.6,53,59.2,9.1
CUST015622,26,29503,Free,4.5,138.75,3,46.25,0.7
CUST015623,74,124717,Platinum,0.2,1918.49,7,274.07,35.0
CUST015624,66,53931,Bronze,3.1,1173.48,14,83.82,4.5
CUST015625,51,77694,Silver,0.8,585.27,7,83.61,8.8
CUST015626,73,66190,Bronze,5.8,2015.82,27,74.66,4.7
CUST015627,54,47231,Platinum,1.4,6389.32,38,168.14,27.1
CUST015628,65,93362,Platinum,0.9,4130.11,23,179.57,25.6
CUST015629,24,47855,Free,4.6,707.04,9,78.56,2.0
CUST015630,18,43238,Bronze,2.0,503.69,11,45.79,5.5
CUST015631,75,24441,Bronze,4.2,558.15,15,37.21,3.6
CUST015632,29,38094,Free,4.9,783.72,14,55.98,2.9
CUST015633,38,71961,Gold,3.9,3663.0,36,101.75,9.2
CUST015634,28,60777,Free,3.8,533.04,8,66.63,2.1
CUST015635,61,58503,Free,1.0,72.26,1,72.26,1.0
CUST015636,68,44556,Free,0.3,71.73,1,71.73,3.3
CUST015637,75,59034,Bronze,5.4,659.16,12,54.93,2.2
CUST015638,61,121953,Gold,2.7,7235.72,37,195.56,13.7
CUST015639,61,55403,Bronze,1.5,521.19,9,57.91,6.0
CUST015640,31,53574,Free,5.9,1135.26,17,66.78,2.9
CUST015641,51,46629,Free,5.9,947.1,14,67.65,2.4
CUST015642,51,146740,Platinum,6.0,32588.01,117,278.53,19.5
CUST015643,42,59681,Free,1.7,162.02,2,81.01,1.2
CUST015644,21,100463,Platinum,4.5,24434.28,156,156.63,34.7
CUST015645,69,122583,Gold,3.5,6434.13,41,156.93,11.7
CUST015646,72,61033,Silver,3.7,2591.96,28,92.57,7.6
CUST015647,43,95245,Gold,2.9,3081.26,26,118.51,9.0
CUST015648,33,41880,Free,1.2,294.48,4,73.62,3.3
CUST015649,27,71874,Gold,2.6,4063.72,38,106.94,14.6
CUST015650,62,69380,Free,0.6,78.38,1,78.38,1.7
CUST015651,19,32955,Bronze,5.0,850.17,17,50.01,3.4
CUST015652,52,61708,Bronze,3.2,680.57,11,61.87,3.4
CUST015653,36,80347,Bronze,1.1,352.25,5,70.45,4.5
CUST015654,23,42743,Free,3.7,261.56,4,65.39,1.1
CUST015655,36,110237,Silver,0.5,380.13,3,126.71,6.0
CUST015656,70,52046,Silver,0.8,551.46,7,78.78,8.8
