CustomerID,WebsiteVisits,AppUsage,SupportCalls,Complaints,Reviews,WishlistCount,CartAbandonment,SatisfactionScore
CUST009538,17,156.5,0,0,3,7,4,4.0
CUST009539,28,87.1,6,4,5,4,0,2.7
CUST009540,18,207.1,5,1,7,7,3,3.6
CUST009541,8,43.2,6,6,8,1,3,3.2
CUST009542,22,150.9,2,1,7,6,0,4.8
CUST009543,23,81.2,4,1,5,3,5,2.8
CUST009544,20,145.6,5,1,6,1,6,2.1
CUST009545,13,106.2,3,3,3,5,2,4.0
CUST009546,23,234.4,2,1,4,6,1,4.1
CUST009547,17,107.3,4,0,5,5,2,3.5
CUST009548,19,58.7,2,1,6,3,0,4.5
CUST009549,12,136.5,3,1,6,3,4,3.2
CUST009550,32,167.5,4,1,3,8,1,4.9
CUST009551,34,156.3,9,1,5,1,1,2.5
CUST009552,16,57.7,10,0,3,1,3,2.9
CUST009553,14,104.4,4,1,4,5,1,4.0
CUST009554,21,161.3,6,4,3,6,0,4.6
CUST009555,26,306.6,6,2,5,9,4,3.9
CUST009556,8,23.9,1,0,3,4,3,4.1
CUST009557,18,211.2,6,2,4,2,4,2.6
CUST009558,36,422.4,7,3,5,4,0,2.8
CUST009559,23,188.0,2,0,2,8,2,2.9
CUST009560,36,90.4,3,2,4,6,1,4.0
CUST009561,11,85.1,5,3,8,4,2,1.5
CUST009562,8,68.7,4,2,5,4,1,3.7
CUST009563,54,286.2,5,1,3,3,3,2.8
CUST009564,15,171.3,3,0,2,13,3,4.7
CUST009565,9,37.1,4,1,8,8,0,4.5
CUST009566,17,128.0,2,1,4,4,3,2.8
CUST009567,8,40.4,1,1,4,6,1,3.2
CUST009568,35,250.1,9,5,0,4,3,3.4
CUST009569,22,220.6,1,1,2,5,5,3.4
CUST009570,8,41.1,2,0,5,3,0,3.9
CUST009571,33,188.8,1,0,4,11,1,4.3
CUST009572,17,72.3,1,0,6,8,1,3.9
CUST009573,41,387.3,3,0,6,12,1,4.1
CUST009574,14,38.8,4,0,4,6,5,2.4
CUST009575,21,159.1,2,0,0,6,2,5.0
CUST009576,15,63.8,1,1,3,10,6,3.5
CUST009577,36,150.7,2,2,6,9,4,3.5
CUST009578,25,271.7,1,0,2,4,2,3.9
CUST009579,45,539.4,4,1,2,4,1,4.4
CUST009580,13,103.2,3,0,6,8,1,5.0
CUST009581,42,227.8,4,1,6,8,5,3.8
CUST009582,24,206.0,5,1,3,9,3,4.3
CUST009583,30,350.0,4,0,3,3,4,2.9
CUST009584,4,17.9,2,0,1,5,2,3.6
CUST009585,22,217.6,11,8,5,2,9,2.1
CUST009586,10,49.8,2,1,5,8,0,3.0
CUST009587,20,53.4,6,2,7,4,1,2.6
CUST009588,21,158.9,6,3,1,7,4,3.9
CUST009589,5,16.3,1,0,1,6,1,4.8
CUST009590,29,273.1,3,2,3,1,4,2.4
CUST009591,36,228.7,4,0,2,9,2,4.5
CUST009592,16,184.8,3,0,4,4,3,4.0
CUST009593,30,97.7,1,0,2,2,1,3.8
CUST009594,14,115.9,1,0,0,7,1,4.1
CUST009595,14,56.7,6,0,6,6,0,4.0
CUST009596,13,134.7,3,0,2,5,4,3.6
CUST009597,30,96.1,2,4,3,3,1,3.7
CUST009598,35,193.7,2,1,6,7,1,2.5
CUST009599,17,50.6,6,3,8,3,3,3.9
CUST009600,38,345.7,2,2,5,4,3,3.7
CUST009601,37,334.7,6,1,5,2,8,2.3
CUST009602,15,72.0,5,3,5,3,2,3.1
CUST009603,12,125.9,6,1,5,3,3,2.8
CUST009604,19,202.2,4,0,2,3,1,2.1
CUST009605,19,139.9,4,2,2,7,3,3.2
CUST009606,16,151.0,2,0,2,7,2,4.0
CUST009607,61,471.1,2,1,1,3,1,3.2
CUST009608,18,99.9,5,2,5,5,4,4.1
CUST009609,36,221.7,1,0,10,5,5,3.9
CUST009610,23,120.1,5,2,4,5,2,3.2
CUST009611,30,189.6,7,1,5,10,1,3.9
CUST009612,28,186.9,3,0,3,5,1,4.0
CUST009613,29,221.9,9,9,8,6,3,3.8
CUST009614,7,64.3,4,1,4,7,1,4.1
CUST009615,10,55.1,5,1,6,6,2,3.8
CUST009616,9,54.9,3,2,3,6,5,1.9
CUST009617,16,129.8,10,4,4,5,2,2.8
CUST009618,15,167.2,4,0,7,0,1,2.8
CUST009619,30,337.6,5,4,4,5,2,3.9
CUST009620,50,482.5,6,1,2,3,3,2.6
CUST009621,13,61.5,1,1,4,2,4,3.3
CUST009622,15,68.9,5,0,4,5,5,2.6
CUST009623,14,164.2,1,0,7,10,2,3.9
CUST009624,8,41.1,3,3,6,11,1,4.5
CUST009625,24,78.6,4,3,2,7,0,4.7
CUST009626,13,105.6,1,0,0,5,1,4.2
CUST009627,7,82.5,1,1,2,5,1,4.2
CUST009628,20,63.1,2,0,4,8,1,4.0
CUST009629,33,375.6,3,1,5,7,5,3.5
CUST009630,34,202.0,2,1,2,6,3,2.5
CUST009631,16,131.0,3,1,2,3,1,3.1
CUST009632,45,253.8,3,1,5,11,2,5.0
CUST009633,15,159.6,7,4,4,1,2,3.2
CUST009634,11,52.5,5,2,2,3,1,4.6
CUST009635,22,161.8,1,1,5,3,1,4.5
CUST009636,17,67.3,3,3,4,6,3,3.4
CUST009637,9,35.4,3,0,4,9,1,2.8
CUST009638,15,107.0,0,0,3,8,0,5.0
CUST009639,38,431.6,0,0,3,6,0,4.3
CUST009640,17,79.6,2,1,5,7,1,3.8
CUST009641,22,65.9,7,5,1,7,3,2.8
CUST009642,32,235.4,1,0,2,4,2,3.8
CUST009643,12,38.5,4,2,6,1,2,3.4
CUST009644,10,55.6,2,0,4,6,3,3.3
CUST009645,15,120.2,8,6,3,2,3,3.2
CUST009646,24,181.7,4,1,6,4,3,4.0
CUST009647,17,113.0,2,2,2,4,2,3.5
CUST009648,20,213.2,2,2,2,4,1,4.4
CUST009649,17,92.7,4,2,4,4,0,4.3
CUST009650,29,283.2,3,5,5,5,0,3.9
CUST009651,15,60.0,1,1,6,3,2,5.0
CUST009652,41,268.2,4,2,4,3,5,2.0
CUST009653,43,310.5,8,0,3,5,4,2.3
CUST009654,43,139.2,4,2,5,4,5,3.7
CUST009655,23,231.3,2,0,7,7,3,4.5
CUST009656,8,80.6,3,0,5,6,2,5.0
CUST009657,8,70.9,2,0,5,4,5,3.6
CUST009658,16,103.7,1,1,4,6,3,3.1
CUST009659,15,49.0,1,0,3,6,5,3.1
CUST009660,12,124.2,3,1,6,5,1,3.9
CUST009661,14,153.0,4,0,4,6,1,3.6
CUST009662,5,29.7,3,2,6,10,4,5.0
CUST009663,28,171.6,1,0,4,4,0,5.0
CUST009664,15,119.8,4,3,2,4,7,2.8
CUST009665,8,81.4,6,1,3,6,4,3.3
CUST009666,13,84.4,5,2,6,4,3,3.4
CUST009667,18,103.4,3,1,5,4,2,3.3
CUST009668,8,21.5,5,4,6,10,4,4.0
CUST009669,38,240.3,2,2,2,5,2,2.8
CUST009670,9,34.1,6,4,3,14,2,4.3
CUST009671,24,93.1,3,4,2,8,2,4.0
CUST009672,11,117.6,1,0,4,3,3,3.7
CUST009673,47,420.6,5,0,4,3,4,3.1
CUST009674,5,14.4,4,2,5,7,3,3.8
CUST009675,12,137.0,4,0,3,10,3,4.1
CUST009676,19,86.5,3,1,0,8,1,2.2
CUST009677,6,59.6,2,2,0,2,0,3.4
CUST009678,9,26.3,2,2,6,3,1,3.7
CUST009679,25,139.7,1,1,2,6,1,4.1
CUST009680,42,452.9,3,2,2,5,6,3.4
CUST009681,23,221.2,1,1,9,8,2,4.2
CUST009682,12,103.2,1,0,1,5,4,2.8
CUST009683,29,86.8,4,1,4,7,3,4.2
CUST009684,20,61.3,3,0,2,8,4,4.8
CUST009685,13,139.3,2,0,1,4,0,3.9
CUST009686,13,104.7,7,1,3,6,3,2.2
CUST009687,18,137.4,3,1,2,5,5,2.9
CUST009688,13,86.8,5,3,0,7,1,2.9
CUST009689,35,308.2,5,1,6,1,1,3.4
CUST009690,20,189.1,6,3,1,4,4,2.5
CUST009691,31,340.3,7,3,5,2,6,2.7
CUST009692,35,267.8,5,3,2,5,3,3.8
CUST009693,30,278.3,4,2,3,7,2,3.2
CUST009694,19,128.6,3,0,5,4,2,3.9
CUST009695,21,96.2,5,1,2,4,1,4.2
CUST009696,24,202.3,5,3,1,5,0,3.4
CUST009697,12,64.8,1,0,2,2,0,3.9
CUST009698,18,201.2,3,1,2,6,2,3.3
CUST009699,27,179.4,3,4,3,7,5,4.1
CUST009700,38,369.6,0,0,7,6,0,4.1
CUST009701,36,423.9,0,0,7,11,3,3.6
CUST009702,40,332.2,6,3,2,5,4,3.0
CUST009703,10,92.8,3,1,8,6,2,4.4
CUST009704,16,98.3,7,5,3,4,0,3.9
CUST009705,24,196.2,0,0,6,7,3,4.0
CUST009706,22,97.9,4,5,3,7,1,3.1
CUST009707,11,102.5,2,0,5,10,2,4.6
CUST009708,33,281.0,3,1,4,5,3,4.0
CUST009709,13,54.4,6,3,1,3,1,3.1
CUST009710,26,234.1,2,0,2,7,6,3.8
CUST009711,36,209.8,3,1,8,8,2,3.3
CUST009712,25,126.5,5,4,5,6,5,3.1
CUST009713,29,125.6,1,0,2,4,0,4.0
CUST009714,30,146.9,6,1,9,3,0,3.8
CUST009715,34,312.4,3,2,1,8,4,3.6
CUST009716,19,157.4,6,5,4,3,3,3.3
CUST009717,18,122.5,1,0,3,7,1,4.3
CUST009718,23,120.7,1,0,5,5,3,4.9
CUST009719,31,142.6,3,1,4,8,4,4.3
CUST009720,13,129.7,4,2,3,5,1,3.9
CUST009721,9,89.3,5,5,4,8,3,3.0
CUST009722,20,205.4,3,2,6,5,4,3.7
CUST009723,34,197.0,4,2,4,2,2,2.9
CUST009724,23,97.8,0,0,4,5,2,4.0
CUST009725,23,255.7,4,3,6,6,1,3.8
CUST009726,49,366.0,3,2,5,4,4,3.6
CUST009727,18,79.9,2,0,6,5,1,4.2
CUST009728,23,104.3,8,3,3,3,5,1.8
CUST009729,44,143.4,4,3,2,1,5,3.8
CUST009730,10,76.3,3,2,1,4,2,2.7
CUST009731,26,106.9,3,0,3,6,4,3.6
CUST009732,14,68.1,2,2,5,5,0,3.9
CUST009733,30,256.8,0,0,2,8,3,4.7
CUST009734,21,187.6,4,1,2,8,2,3.0
CUST009735,15,37.6,6,1,3,1,5,2.1
CUST009736,33,192.1,1,0,8,9,3,3.7
CUST009737,10,53.6,2,0,8,3,4,3.8
CUST009738,16,50.6,2,1,8,5,3,3.9
CUST009739,25,299.0,0,0,1,7,7,4.3
CUST009740,35,168.3,3,2,5,10,2,3.9
CUST009741,10,100.0,5,0,5,7,2,4.3
CUST009742,10,85.9,2,0,5,10,2,3.4
CUST009743,18,133.3,0,0,6,8,3,4.8
CUST009744,4,22.2,1,0,4,8,3,3.2
CUST009745,40,437.1,2,0,1,5,2,4.2
CUST009746,33,231.5,1,1,4,6,2,4.9
CUST009747,39,452.3,6,4,6,3,4,4.0
CUST009748,35,389.4,5,1,9,3,3,3.8
CUST009749,28,331.5,4,0,3,6,3,3.4
CUST009750,19,113.6,1,0,9,9,1,4.5
CUST009751,17,126.3,3,2,7,10,1,4.9
CUST009752,24,115.5,4,0,1,7,1,3.5
CUST009753,14,96.5,2,1,3,5,1,5.0
CUST009754,31,166.0,3,2,4,7,5,4.0
CUST009755,14,109.0,3,0,2,9,1,4.1
CUST009756,35,399.0,1,1,1,3,1,2.6
CUST009757,24,277.5,4,4,1,7,0,2.8
CUST009758,18,103.5,3,0,5,5,2,3.5
CUST009759,16,177.6,1,0,8,3,3,4.4
CUST009760,17,163.2,2,2,4,3,1,4.2
CUST009761,28,129.2,4,3,5,5,3,2.8
CUST009762,20,96.7,5,1,5,5,5,3.6
CUST009763,6,23.3,1,0,5,13,2,5.0
CUST009764,6,39.1,4,5,4,4,3,4.5
CUST009765,20,211.2,0,0,5,7,1,4.7
CUST009766,20,162.7,2,0,3,5,1,3.9
CUST009767,13,64.0,0,0,7,6,0,4.8
CUST009768,29,333.6,3,2,8,7,1,5.0
CUST009769,23,195.1,6,3,4,3,4,3.4
CUST009770,17,164.9,3,0,3,5,1,2.2
CUST009771,11,45.8,5,3,4,4,2,1.8
CUST009772,16,167.3,3,3,1,4,4,2.7
CUST009773,18,111.2,4,2,3,8,3,3.5
CUST009774,23,143.3,7,4,6,5,4,3.1
CUST009775,21,107.2,8,3,4,9,2,3.5
CUST009776,15,135.5,1,0,5,6,1,4.5
CUST009777,18,124.3,5,1,3,4,1,3.3
CUST009778,30,110.5,5,0,3,7,1,3.9
CUST009779,25,244.6,4,1,2,8,1,3.6
CUST009780,27,138.0,2,1,5,6,4,3.6
CUST009781,60,562.6,10,3,2,6,3,2.3
CUST009782,16,134.3,7,6,1,4,3,2.2
CUST009783,51,336.1,1,0,3,10,2,4.1
CUST009784,22,161.2,2,0,1,1,5,3.0
CUST009785,19,153.1,5,1,4,10,3,3.5
CUST009786,8,91.9,4,2,5,5,2,3.9
CUST009787,13,54.6,7,2,6,0,6,4.9
CUST009788,9,34.4,4,2,1,7,4,3.0
CUST009789,19,142.8,3,3,2,3,1,3.1
CUST009790,26,78.6,5,0,2,4,2,3.0
CUST009791,14,40.3,2,2,5,12,2,3.7
CUST009792,9,77.3,2,0,0,6,4,3.1
CUST009793,16,169.8,9,3,3,4,8,2.0
CUST009794,7,71.1,6,3,2,7,2,3.7
CUST009795,13,61.4,2,0,3,7,1,3.9
CUST009796,16,139.3,0,0,3,6,3,3.1
CUST009797,22,67.4,4,2,4,3,4,2.6
CUST009798,15,112.0,0,0,7,6,2,4.2
CUST009799,19,64.0,2,1,7,8,0,3.9
CUST009800,28,135.7,5,1,1,2,2,2.2
CUST009801,19,142.1,1,0,1,8,1,4.0
CUST009802,15,104.9,0,0,1,4,0,3.8
CUST009803,24,280.8,3,2,6,8,2,4.1
CUST009804,18,120.0,3,2,3,2,4,3.0
CUST009805,19,101.7,2,0,10,3,2,4.0
CUST009806,31,350.5,3,0,3,3,1,2.8
CUST009807,35,144.4,5,1,3,5,2,2.5
CUST009808,39,420.6,4,3,7,4,1,4.1
CUST009809,20,225.4,0,0,7,5,2,3.2
CUST009810,5,23.8,2,3,2,8,1,3.7
CUST009811,34,246.0,3,4,5,8,0,4.5
CUST009812,26,280.2,2,1,2,3,1,2.6
CUST009813,8,43.5,7,5,6,11,1,3.3
CUST009814,22,102.9,5,2,4,5,1,3.7
CUST009815,33,270.6,3,1,4,4,6,1.5
CUST009816,14,53.6,3,2,4,6,1,4.3
CUST009817,30,351.7,3,1,3,4,3,2.9
CUST009818,13,55.4,4,3,6,5,5,4.1
CUST009819,8,24.6,2,1,5,6,3,3.7
CUST009820,27,231.2,3,2,3,3,1,2.8
CUST009821,28,149.6,4,1,4,9,0,5.0
CUST009822,31,251.3,2,1,2,3,5,3.7
CUST009823,17,86.6,2,1,9,6,2,3.9
CUST009824,35,261.5,4,3,2,2,0,3.8
CUST009825,9,73.4,1,0,1,4,1,3.6
CUST009826,26,164.3,5,2,4,8,2,3.5
CUST009827,25,150.0,2,4,3,3,6,2.7
CUST009828,19,102.0,6,4,2,7,6,2.0
CUST009829,19,209.2,6,2,4,8,3,3.7
CUST009830,21,197.0,4,1,5,3,2,3.4
CUST009831,13,49.8,5,2,1,4,7,2.5
CUST009832,9,66.0,3,1,2,4,2,3.8
CUST009833,17,64.0,7,2,1,9,1,3.3
CUST009834,38,205.0,1,0,4,3,6,2.8
CUST009835,20,224.5,2,0,4,5,2,3.0
CUST009836,27,210.7,4,4,3,5,2,2.2
CUST009837,11,60.4,6,1,1,8,6,2.1
CUST009838,27,277.7,2,0,4,9,4,3.6
CUST009839,24,252.0,3,1,4,8,1,3.5
CUST009840,37,201.9,7,2,4,10,3,4.6
CUST009841,17,97.2,8,2,2,3,7,1.4
CUST009842,10,58.5,5,1,1,6,2,2.3
CUST009843,21,55.3,10,1,4,6,4,2.9
CUST009844,29,198.1,8,6,2,6,5,1.7
CUST009845,21,65.7,3,1,0,5,7,3.0
CUST009846,20,106.2,1,1,2,5,2,3.3
CUST009847,47,282.7,4,0,2,3,7,1.3
CUST009848,13,50.5,1,0,5,2,1,4.3
CUST009849,20,111.5,1,0,2,7,4,3.5
CUST009850,7,57.9,5,0,7,5,1,3.3
CUST009851,19,52.6,7,4,1,4,4,2.9
CUST009852,5,40.5,5,4,2,2,3,3.9
CUST009853,18,112.3,6,3,1,2,4,3.4
CUST009854,26,125.3,7,1,2,5,1,4.0
CUST009855,8,24.3,1,0,1,3,0,5.0
CUST009856,30,276.4,7,2,3,6,3,2.1
CUST009857,30,318.4,3,1,2,5,2,4.0
CUST009858,19,182.4,1,0,6,5,2,3.8
CUST009859,23,91.7,5,3,4,6,3,3.5
CUST009860,36,229.4,5,4,4,6,6,3.5
CUST009861,8,46.7,3,0,7,3,5,3.6
CUST009862,9,32.5,2,0,5,8,2,3.7
CUST009863,19,129.8,3,1,3,4,5,5.0
CUST009864,9,62.6,4,0,7,6,2,3.8
CUST009865,15,62.7,4,2,3,9,0,3.8
CUST009866,16,172.6,8,4,3,2,4,2.6
CUST009867,12,143.3,7,3,3,5,2,3.1
CUST009868,12,97.5,6,4,4,5,4,3.4
CUST009869,31,297.6,4,3,3,4,2,3.1
CUST009870,19,211.2,4,1,2,5,2,3.1
CUST009871,12,64.4,0,0,2,6,2,3.2
CUST009872,12,137.8,6,1,6,1,7,1.8
CUST009873,11,83.7,3,0,3,4,0,3.3
CUST009874,30,273.0,2,0,3,10,1,4.4
CUST009875,22,119.2,5,1,2,7,3,2.8
CUST009876,26,165.5,3,1,10,2,3,4.2
CUST009877,11,123.6,2,0,7,8,4,3.4
CUST009878,16,82.4,5,4,7,5,10,1.8
CUST009879,18,146.0,13,9,2,4,8,3.3
CUST009880,26,239.8,8,2,3,4,2,3.6
CUST009881,25,229.6,2,1,5,3,4,3.9
CUST009882,12,123.2,6,2,2,5,4,2.4
CUST009883,36,124.3,4,1,3,4,2,3.9
CUST009884,8,64.1,2,1,5,2,4,2.9
CUST009885,11,109.6,3,0,6,6,1,4.0
CUST009886,12,31.4,2,2,5,6,1,5.0
CUST009887,9,95.0,2,0,2,5,4,3.7
CUST009888,34,195.3,12,8,2,7,4,2.6
CUST009889,16,139.6,2,3,5,11,2,4.3
CUST009890,12,107.8,6,2,5,7,3,3.7
CUST009891,21,114.2,3,1,1,6,0,4.5
CUST009892,13,99.8,3,0,9,3,2,4.2
CUST009893,24,71.7,3,3,2,9,1,4.1
CUST009894,19,81.9,1,0,6,8,3,4.0
CUST009895,31,85.6,5,3,3,5,0,4.1
CUST009896,24,204.3,2,1,6,4,6,4.2
CUST009897,7,27.2,2,0,0,3,1,2.7
CUST009898,46,376.8,4,0,3,5,3,3.8
CUST009899,9,70.3,4,4,6,7,1,4.4
CUST009900,4,22.0,1,1,2,3,2,3.9
CUST009901,16,95.3,7,1,4,4,4,2.8
CUST009902,13,121.7,5,0,3,7,1,3.4
CUST009903,27,97.4,4,1,1,5,0,2.9
CUST009904,32,374.9,3,1,6,3,1,3.4
CUST009905,30,98.1,5,3,3,1,11,2.6
CUST009906,20,117.4,4,2,4,4,3,4.0
CUST009907,26,244.7,0,0,8,6,4,4.3
CUST009908,9,74.7,7,3,3,6,3,2.1
CUST009909,9,65.6,4,3,7,7,3,5.0
CUST009910,25,112.5,3,2,7,9,2,3.5
CUST009911,9,66.5,1,1,3,9,3,3.4
CUST009912,18,58.5,7,3,2,5,1,3.7
CUST009913,18,175.4,4,0,2,6,4,3.3
CUST009914,5,36.2,2,1,8,5,1,3.8
CUST009915,12,55.9,3,3,2,6,0,4.8
CUST009916,21,215.8,2,0,6,7,2,4.2
CUST009917,29,299.1,2,1,1,4,2,3.4
CUST009918,15,157.3,0,0,3,5,2,3.6
CUST009919,14,50.4,2,2,7,9,0,2.4
CUST009920,4,47.4,1,2,6,10,3,3.2
CUST009921,42,329.2,4,2,1,5,0,3.7
CUST009922,30,215.9,7,0,6,4,3,2.2
CUST009923,8,89.3,6,3,2,2,0,3.6
CUST009924,26,144.1,2,0,4,12,3,3.7
CUST009925,28,151.3,1,2,2,5,5,3.9
CUST009926,11,69.4,1,1,3,6,1,2.1
CUST009927,13,62.2,4,2,2,2,2,2.7
CUST009928,9,50.3,3,0,6,7,1,4.4
CUST009929,23,114.3,1,0,5,2,2,4.1
CUST009930,33,130.9,5,1,5,5,3,3.3
CUST009931,10,57.0,6,0,3,1,2,2.5
CUST009932,39,278.4,1,0,7,10,7,3.3
CUST009933,32,327.0,6,3,3,4,4,2.9
CUST009934,19,226.2,2,0,1,5,3,3.4
CUST009935,23,165.8,7,2,1,4,3,2.5
CUST009936,15,45.1,4,5,2,5,2,1.9
CUST009937,29,341.3,5,1,4,8,2,3.4
CUST009938,13,102.0,2,0,6,5,4,3.6
CUST009939,20,52.4,6,2,4,2,2,3.3
CUST009940,18,174.8,5,5,6,9,5,2.9
CUST009941,28,229.4,5,2,4,9,7,3.3
CUST009942,11,64.0,2,0,3,5,2,4.2
CUST009943,15,104.0,4,0,3,14,0,4.4
CUST009944,20,154.0,9,2,2,8,2,3.9
CUST009945,26,289.1,4,2,0,4,5,3.0
CUST009946,13,80.7,4,0,2,4,1,3.9
CUST009947,23,159.5,4,2,2,8,5,4.1
CUST009948,27,225.5,8,5,4,6,2,4.2
CUST009949,11,61.5,3,1,6,6,5,3.4
CUST009950,17,51.0,3,3,4,3,5,3.4
CUST009951,6,25.0,2,1,6,5,1,4.0
CUST009952,17,140.7,1,0,2,7,3,5.0
CUST009953,10,52.5,0,0,4,3,4,4.2
CUST009954,38,316.4,3,2,5,0,4,3.0
CUST009955,30,357.6,2,0,3,12,4,4.0
CUST009956,11,66.2,2,0,5,5,6,3.7
CUST009957,10,117.9,2,0,3,12,2,5.0
CUST009958,20,177.4,4,1,5,7,3,3.7
CUST009959,30,174.6,3,1,3,13,1,3.8
CUST009960,23,192.9,1,0,1,4,3,2.6
CUST009961,17,164.6,3,1,10,7,1,4.0
CUST009962,20,183.6,3,1,2,5,1,3.8
CUST009963,8,37.9,2,1,5,10,5,3.8
CUST009964,38,290.4,1,0,5,6,3,3.0
CUST009965,26,209.5,4,1,5,4,6,4.0
CUST009966,28,135.2,3,1,3,4,5,3.6
CUST009967,18,186.6,9,6,3,4,4,3.1
CUST009968,18,69.1,4,1,1,9,5,3.3
CUST009969,22,107.3,7,0,5,7,1,2.7
CUST009970,29,85.4,3,0,3,9,3,3.2
CUST009971,27,168.1,2,1,1,7,1,3.4
CUST009972,25,161.0,3,1,2,5,7,2.4
CUST009973,18,164.3,3,3,2,9,0,4.6
CUST009974,14,65.8,1,1,5,3,1,3.3
CUST009975,16,90.1,4,0,4,4,3,3.6
CUST009976,7,17.9,2,0,5,5,3,2.8
CUST009977,12,128.4,3,3,4,5,2,3.5
CUST009978,12,120.3,3,3,3,4,4,3.0
CUST009979,12,116.3,6,4,2,9,1,5.0
CUST009980,31,215.3,2,0,4,5,3,3.6
CUST009981,12,98.9,2,1,5,7,2,4.4
CUST009982,34,287.7,2,0,3,6,5,2.8
CUST009983,8,62.9,2,2,4,3,5,2.9
CUST009984,31,116.8,6,0,5,5,2,3.8
CUST009985,20,105.3,4,2,0,6,3,3.1
CUST009986,20,142.6,4,3,1,5,0,5.0
CUST009987,21,72.3,3,0,3,9,3,4.2
CUST009988,16,181.8,4,2,6,4,3,3.7
CUST009989,28,324.8,5,3,4,5,1,3.0
CUST009990,20,88.8,4,1,3,7,3,3.3
CUST009991,17,77.9,1,1,5,7,0,4.8
CUST009992,16,156.5,7,2,2,4,3,3.1
CUST009993,13,96.2,4,4,4,5,3,4.5
CUST009994,18,161.9,4,1,8,6,0,4.8
CUST009995,25,97.6,3,1,6,5,2,3.3
CUST009996,34,129.8,4,3,1,4,2,1.4
CUST009997,5,30.6,2,3,5,5,0,2.9
CUST009998,32,338.4,2,0,5,7,1,4.2
CUST009999,9,85.8,5,1,1,5,2,2.5
CUST010000,32,179.7,3,3,6,4,1,4.3
CUST010001,14,162.8,3,2,2,6,2,2.8
CUST010002,13,153.8,2,2,9,9,2,3.6
CUST010003,35,398.7,1,0,7,8,0,5.0
CUST010004,35,322.0,3,1,3,5,2,3.9
CUST010005,7,22.5,4,0,1,3,5,3.8
CUST010006,42,479.1,2,0,7,8,3,3.8
CUST010007,25,143.6,5,1,2,3,1,2.9
CUST010008,25,282.4,9,7,3,8,4,2.9
CUST010009,19,55.6,4,2,2,4,1,4.3
CUST010010,21,229.9,2,1,4,10,2,3.9
CUST010011,17,162.1,2,0,4,4,2,4.1
CUST010012,8,39.4,2,1,6,3,1,4.1
CUST010013,11,107.6,4,0,4,3,4,4.0
CUST010014,4,16.1,6,2,3,4,4,3.2
CUST010015,40,434.5,1,0,0,6,2,3.5
CUST010016,23,189.9,0,0,1,10,1,5.0
CUST010017,36,161.2,2,0,3,6,1,3.5
CUST010018,26,149.5,7,1,4,3,3,3.3
CUST010019,25,102.3,2,1,3,3,2,4.3
CUST010020,32,239.3,6,3,4,6,4,3.2
CUST010021,8,55.6,5,5,2,7,5,3.5
CUST010022,20,222.3,3,1,10,6,1,2.9
CUST010023,23,257.3,0,0,4,9,4,4.3
CUST010024,15,126.4,4,0,3,4,1,3.1
CUST010025,15,76.4,1,0,6,5,2,4.1
CUST010026,11,130.8,4,2,9,6,2,4.0
CUST010027,31,275.2,2,1,3,3,3,3.5
CUST010028,35,322.1,3,2,0,3,5,2.0
CUST010029,35,409.8,5,0,5,4,4,2.1
CUST010030,16,73.5,4,1,2,5,4,4.3
CUST010031,21,89.0,0,0,8,6,1,4.7
CUST010032,13,88.3,2,0,5,9,2,4.6
CUST010033,24,165.7,1,1,4,6,5,4.5
CUST010034,24,116.5,7,3,1,5,1,3.3
CUST010035,19,220.4,2,0,2,1,2,2.1
CUST010036,5,25.5,1,1,4,7,2,3.2
CUST010037,22,230.3,2,1,5,5,2,2.8
CUST010038,20,110.5,4,3,9,5,0,4.6
CUST010039,22,128.9,7,3,3,5,2,2.2
CUST010040,25,66.3,6,0,3,2,3,2.3
CUST010041,11,117.7,0,0,2,10,2,4.7
CUST010042,22,216.1,1,0,1,8,1,4.4
CUST010043,9,42.6,4,0,2,3,10,2.8
CUST010044,25,299.7,5,3,8,4,0,3.7
CUST010045,17,166.5,4,1,2,2,3,3.6
CUST010046,43,366.6,0,0,5,2,6,3.4
CUST010047,33,384.7,1,1,2,6,2,3.8
CUST010048,27,210.0,5,1,2,4,6,1.6
CUST010049,9,101.7,3,2,5,7,4,4.3
CUST010050,17,91.5,6,0,4,6,3,3.0
CUST010051,27,296.3,5,0,4,12,6,4.2
CUST010052,10,58.3,4,0,1,7,3,3.1
CUST010053,21,226.8,3,1,1,11,2,5.0
CUST010054,18,160.6,0,0,5,3,0,3.8
CUST010055,22,218.7,2,2,1,5,9,2.9
CUST010056,12,59.5,5,2,0,3,5,3.4
CUST010057,18,55.9,5,2,6,2,3,2.9
CUST010058,24,85.5,4,0,3,5,6,1.6
CUST010059,13,93.9,1,0,3,3,0,4.5
CUST010060,16,40.3,3,0,6,6,4,3.4
CUST010061,18,190.1,3,2,6,10,1,4.3
CUST010062,12,129.9,4,3,2,5,1,3.6
CUST010063,17,93.1,2,1,2,3,3,3.2
CUST010064,18,175.2,2,0,3,5,1,3.7
CUST010065,3,21.1,6,4,3,9,1,3.7
CUST010066,19,151.0,3,4,2,8,2,2.8
CUST010067,17,85.9,5,2,3,2,5,2.8
CUST010068,20,91.4,4,3,0,7,2,2.4
CUST010069,28,271.6,4,3,6,7,0,4.5
CUST010070,36,317.2,1,0,5,6,3,3.5
CUST010071,32,131.1,6,2,1,1,1,3.9
CUST010072,30,254.6,5,0,7,3,0,3.7
CUST010073,15,113.7,2,1,4,6,1,3.7
