CustomerID,Age,Gender,Income,Location,Membership,RegistrationDate
CUST006585,55,Male,42100,Texas,Free,2024-01-05
CUST006586,37,Male,48000,Pennsylvania,Free,2025-10-26
CUST006587,53,Female,46500,Washington,Free,2023-01-07
CUST006588,32,Female,45500,Washington,Bronze,2025-04-08
CUST006589,25,Female,91900,Florida,Free,2025-02-28
CUST006590,39,Female,39200,Georgia,Free,2023-03-23
CUST006591,33,Female,68000,Pennsylvania,Free,2023-05-07
CUST006592,21,Male,50100,North Carolina,Silver,2023-06-18
CUST006593,53,Male,42000,Washington,Free,2026-03-24
CUST006594,28,Male,143200,Illinois,Bronze,2024-10-20
CUST006595,18,Male,67000,California,Bronze,2026-04-20
CUST006596,51,Female,46200,New York,Free,2022-04-05
CUST006597,29,Female,67100,Texas,Bronze,2022-10-22
CUST006598,28,Male,65800,Pennsylvania,Bronze,2026-03-05
CUST006599,18,Female,46900,Texas,Free,2022-06-10
CUST006600,56,Male,30100,New York,Platinum,2025-10-08
CUST006601,20,Female,40500,Illinois,Platinum,2026-02-16
CUST006602,36,Female,18000,Texas,Gold,2025-11-18
CUST006603,46,Male,35900,California,Free,2024-06-01
CUST006604,41,Female,68100,Texas,Free,2024-03-10
CUST006605,35,Male,56900,Pennsylvania,Free,2022-04-05
CUST006606,18,Male,42900,New York,Bronze,2024-03-22
CUST006607,26,Female,62300,Texas,Free,2022-07-31
CUST006608,38,Male,79500,New York,Gold,2022-10-15
CUST006609,26,Female,52300,Ohio,Bronze,2026-02-13
CUST006610,38,Female,43100,Washington,Silver,2024-12-06
CUST006611,44,Male,43600,Texas,Gold,2022-05-03
CUST006612,47,Male,31500,North Carolina,Free,2025-02-10
CUST006613,21,Male,73500,North Carolina,Free,2024-04-28
CUST006614,62,Male,138600,Ohio,Free,2024-08-26
CUST006615,45,Female,26100,New York,Free,2023-12-06
CUST006616,35,Male,37400,Ohio,Silver,2026-02-15
CUST006617,49,Female,57300,Texas,Silver,2024-12-25
CUST006618,64,Male,42100,Ohio,Free,2022-03-29
CUST006619,18,Male,67100,California,Free,2023-08-08
CUST006620,33,Female,31800,Washington,Free,2025-12-07
CUST006621,18,Female,18000,New York,Free,2023-06-10
CUST006622,38,Non-Binary,78500,Washington,Bronze,2022-04-29
CUST006623,40,Female,72000,Texas,Silver,2025-01-14
CUST006624,35,Male,75300,California,Free,2022-06-28
CUST006625,28,Female,130800,Illinois,Free,2024-08-26
CUST006626,18,Male,38600,Florida,Free,2025-07-16
CUST006627,40,Female,123900,North Carolina,Free,2023-06-23
CUST006628,53,Male,104900,Georgia,Free,2023-02-16
CUST006629,28,Male,42300,Illinois,Free,2023-11-06
CUST006630,41,Female,27400,Florida,Free,2022-01-28
CUST006631,18,Male,30000,Washington,Free,2023-11-19
CUST006632,41,Male,69000,California,Bronze,2025-07-21
CUST006633,31,Female,29000,Georgia,Bronze,2022-11-05
CUST006634,26,Male,55000,Texas,Free,2022-10-22
CUST006635,26,Male,44000,Florida,Silver,2025-06-09
CUST006636,31,Male,55800,New York,Free,2025-10-27
CUST006637,40,Female,77500,California,Bronze,2023-06-09
CUST006638,20,Male,60100,California,Platinum,2022-07-31
CUST006639,31,Female,75700,California,Bronze,2022-01-02
CUST006640,35,Male,128200,New York,Bronze,2023-11-21
CUST006641,22,Male,18800,Ohio,Bronze,2025-12-20
CUST006642,57,Male,56300,Pennsylvania,Free,2025-12-15
CUST006643,25,Female,48000,Illinois,Silver,2026-04-20
CUST006644,27,Male,49300,Texas,Free,2025-05-31
CUST006645,24,Male,18000,New York,Free,2024-07-18
CUST006646,57,Female,54600,California,Platinum,2026-04-17
CUST006647,42,Female,38100,Texas,Free,2025-09-22
CUST006648,24,Female,69700,Illinois,Bronze,2023-10-09
CUST006649,49,Male,177100,Florida,Platinum,2022-03-15
CUST006650,38,Male,28300,Texas,Platinum,2023-09-29
CUST006651,39,Female,58800,New York,Free,2023-11-01
CUST006652,31,Female,20000,New York,Bronze,2025-12-12
CUST006653,27,Male,52800,Ohio,Silver,2025-07-25
CUST006654,40,Female,78800,California,Silver,2025-12-13
CUST006655,29,Female,62400,Georgia,Bronze,2023-11-17
CUST006656,57,Male,96900,Ohio,Bronze,2025-03-18
CUST006657,20,Male,68500,California,Free,2024-06-06
CUST006658,54,Male,20500,North Carolina,Silver,2025-12-14
CUST006659,34,Female,125500,New York,Free,2024-08-14
CUST006660,39,Female,23400,Florida,Silver,2024-07-19
CUST006661,45,Male,123500,Pennsylvania,Silver,2024-09-08
CUST006662,28,Male,68800,Georgia,Bronze,2023-12-21
CUST006663,46,Female,58800,New York,Silver,2023-01-09
CUST006664,18,Male,116100,Pennsylvania,Free,2024-10-29
CUST006665,27,Male,65600,Ohio,Free,2023-01-23
CUST006666,24,Female,79800,Georgia,Silver,2025-09-18
CUST006667,20,Male,54000,New York,Free,2023-12-27
CUST006668,33,Male,35800,Illinois,Bronze,2022-06-27
CUST006669,40,Female,29100,California,Free,2023-04-03
CUST006670,44,Female,140700,Georgia,Free,2024-12-09
CUST006671,38,Female,105100,New York,Free,2023-07-09
CUST006672,28,Female,46000,North Carolina,Bronze,2022-12-15
CUST006673,40,Male,36000,California,Free,2024-01-21
CUST006674,37,Male,109500,Florida,Free,2025-06-23
CUST006675,47,Male,78700,Pennsylvania,Silver,2023-03-17
CUST006676,45,Male,84200,Georgia,Bronze,2022-06-05
CUST006677,36,Female,95100,Texas,Platinum,2023-03-28
CUST006678,25,Female,89500,Texas,Silver,2023-11-04
CUST006679,28,Male,130800,North Carolina,Bronze,2022-07-04
CUST006680,29,Male,75000,Washington,Free,2023-09-14
CUST006681,32,Male,25400,North Carolina,Free,2025-02-23
CUST006682,39,Male,41500,California,Silver,2022-07-13
CUST006683,44,Male,63100,Florida,Bronze,2025-03-12
CUST006684,35,Female,58000,New York,Free,2023-03-26
CUST006685,36,Male,73500,Ohio,Bronze,2024-05-19
CUST006686,37,Female,50100,Illinois,Free,2022-05-31
CUST006687,29,Female,23800,Texas,Silver,2025-08-28
CUST006688,24,Male,56900,North Carolina,Free,2022-09-10
CUST006689,18,Female,19900,California,Bronze,2022-02-26
CUST006690,27,Male,20900,Texas,Gold,2024-05-22
CUST006691,41,Male,64000,California,Free,2025-05-30
CUST006692,27,Female,30900,North Carolina,Bronze,2024-10-19
CUST006693,33,Non-Binary,39700,Georgia,Silver,2024-05-26
CUST006694,41,Male,62900,Texas,Bronze,2024-10-16
CUST006695,42,Female,37300,New York,Bronze,2025-03-14
CUST006696,23,Female,60300,Ohio,Free,2024-12-11
CUST006697,47,Female,89300,Georgia,Free,2023-07-18
CUST006698,49,Male,32200,Washington,Bronze,2024-06-25
CUST006699,22,Female,37100,California,Free,2024-06-06
CUST006700,26,Male,67400,New York,Free,2025-07-07
CUST006701,50,Male,39400,Florida,Bronze,2024-07-08
CUST006702,34,Female,67100,California,Gold,2025-01-08
CUST006703,18,Female,63400,New York,Bronze,2023-01-18
CUST006704,19,Female,41600,California,Bronze,2024-08-27
CUST006705,33,Male,95200,Texas,Silver,2023-03-22
CUST006706,22,Male,26900,Texas,Silver,2024-04-07
CUST006707,31,Male,66500,Washington,Bronze,2024-08-29
CUST006708,36,Male,18000,Texas,Bronze,2024-05-12
CUST006709,53,Female,51400,Georgia,Free,2024-06-07
CUST006710,32,Female,50500,New York,Bronze,2023-11-01
CUST006711,48,Male,26800,New York,Bronze,2024-07-04
CUST006712,53,Female,105600,New York,Free,2022-09-20
CUST006713,53,Male,28300,Georgia,Free,2026-05-28
CUST006714,39,Female,41400,New York,Free,2024-11-24
CUST006715,18,Female,88500,Washington,Bronze,2025-12-12
CUST006716,41,Male,54900,Texas,Free,2022-10-29
CUST006717,48,Male,40400,Florida,Free,2023-03-08
CUST006718,35,Female,36300,Georgia,Free,2023-09-02
CUST006719,56,Female,49500,Washington,Bronze,2022-09-23
CUST006720,46,Male,40300,Texas,Free,2022-12-02
CUST006721,42,Male,51900,Illinois,Free,2024-07-31
CUST006722,49,Non-Binary,35500,Pennsylvania,Free,2023-05-29
CUST006723,40,Female,76400,California,Bronze,2023-07-26
CUST006724,18,Female,35700,Pennsylvania,Free,2025-05-29
CUST006725,30,Male,23300,Washington,Free,2026-05-11
CUST006726,50,Female,200500,California,Free,2026-03-01
CUST006727,26,Other,80900,Texas,Free,2025-01-13
CUST006728,33,Female,35000,North Carolina,Silver,2024-01-07
CUST006729,23,Male,31500,Ohio,Free,2024-04-23
CUST006730,57,Female,69100,Illinois,Silver,2025-09-09
CUST006731,56,Female,35500,New York,Platinum,2025-11-23
CUST006732,25,Male,82400,Georgia,Free,2025-12-07
CUST006733,37,Female,63500,Washington,Free,2022-08-12
CUST006734,27,Male,56700,Texas,Free,2022-07-27
CUST006735,43,Female,53900,Illinois,Gold,2025-04-15
CUST006736,42,Female,101800,New York,Free,2026-03-18
CUST006737,45,Female,44300,North Carolina,Free,2025-01-23
CUST006738,39,Male,52600,New York,Platinum,2025-07-25
CUST006739,71,Female,33600,Texas,Free,2023-10-15
CUST006740,23,Female,66300,Florida,Free,2025-04-26
CUST006741,18,Male,31800,New York,Gold,2024-12-21
CUST006742,31,Female,90300,North Carolina,Free,2023-12-16
CUST006743,18,Non-Binary,94800,Georgia,Bronze,2023-09-24
CUST006744,18,Male,21400,California,Platinum,2025-04-03
CUST006745,23,Male,81900,New York,Free,2025-12-01
CUST006746,24,Male,26300,Illinois,Bronze,2024-02-05
CUST006747,24,Male,39500,Washington,Free,2025-12-23
CUST006748,42,Male,48500,California,Free,2022-04-26
CUST006749,29,Female,39100,North Carolina,Free,2025-12-23
CUST006750,33,Male,41000,California,Bronze,2024-03-09
CUST006751,46,Female,73500,Georgia,Free,2024-09-09
CUST006752,26,Male,83700,Illinois,Gold,2022-03-22
CUST006753,32,Male,46300,California,Bronze,2024-07-27
CUST006754,40,Female,49000,Washington,Free,2024-02-18
CUST006755,18,Female,67200,North Carolina,Free,2024-12-23
CUST006756,18,Female,29000,California,Bronze,2023-10-30
CUST006757,40,Male,50000,Florida,Free,2022-03-08
CUST006758,41,Male,43800,North Carolina,Free,2025-02-26
CUST006759,60,Male,56400,Washington,Platinum,2025-07-27
CUST006760,37,Female,27400,Texas,Free,2025-10-03
CUST006761,45,Male,58800,Illinois,Bronze,2024-08-10
CUST006762,33,Non-Binary,56500,Illinois,Free,2025-03-15
CUST006763,39,Female,131900,Illinois,Free,2023-08-16
CUST006764,56,Male,25700,Pennsylvania,Bronze,2024-02-11
CUST006765,18,Female,156000,New York,Bronze,2022-01-07
CUST006766,40,Male,128300,Florida,Platinum,2023-12-02
CUST006767,61,Female,93100,Illinois,Bronze,2025-10-14
CUST006768,39,Female,38100,Ohio,Bronze,2024-02-07
CUST006769,55,Male,80200,Pennsylvania,Free,2022-12-14
CUST006770,28,Male,20700,California,Bronze,2023-01-22
CUST006771,35,Male,18000,Texas,Free,2026-03-19
CUST006772,36,Female,36700,Texas,Free,2025-07-09
CUST006773,18,Male,30100,Pennsylvania,Free,2024-03-19
CUST006774,21,Female,18400,Pennsylvania,Free,2022-04-04
CUST006775,22,Male,110200,Ohio,Free,2025-12-31
CUST006776,45,Female,34300,Illinois,Bronze,2025-11-03
CUST006777,46,Male,61900,Texas,Silver,2025-08-10
CUST006778,39,Female,200200,California,Free,2023-04-25
CUST006779,45,Non-Binary,46300,California,Free,2025-03-31
CUST006780,34,Female,25800,Texas,Free,2025-08-14
CUST006781,50,Male,124700,Texas,Platinum,2024-10-24
CUST006782,36,Male,45600,Pennsylvania,Free,2022-08-20
CUST006783,36,Male,74900,California,Free,2022-07-09
CUST006784,32,Female,18000,California,Bronze,2022-01-17
CUST006785,44,Male,56900,Washington,Bronze,2025-01-01
CUST006786,30,Female,47500,New York,Gold,2022-06-15
CUST006787,47,Female,40800,Washington,Free,2025-06-30
CUST006788,22,Male,79500,Texas,Free,2022-12-27
CUST006789,22,Female,35000,Illinois,Free,2022-01-01
CUST006790,44,Male,42600,Georgia,Free,2025-04-06
CUST006791,34,Male,51600,North Carolina,Free,2022-06-03
CUST006792,30,Male,75600,Washington,Free,2024-10-11
CUST006793,46,Male,43300,Pennsylvania,Free,2024-04-28
CUST006794,28,Male,45300,Pennsylvania,Silver,2025-07-12
CUST006795,33,Female,45100,California,Free,2022-05-07
CUST006796,52,Female,45000,Florida,Free,2022-08-18
CUST006797,54,Female,25400,Ohio,Free,2022-10-06
CUST006798,54,Male,71600,Washington,Bronze,2023-11-01
CUST006799,32,Male,74100,New York,Bronze,2022-10-25
CUST006800,50,Female,21700,Georgia,Bronze,2023-08-09
CUST006801,24,Female,39100,Georgia,Free,2025-10-10
CUST006802,25,Male,95000,Texas,Silver,2025-12-30
CUST006803,18,Male,51700,Texas,Silver,2023-01-22
CUST006804,56,Female,41800,Washington,Bronze,2025-07-06
CUST006805,25,Female,28100,Texas,Free,2024-09-08
CUST006806,34,Female,92000,New York,Bronze,2026-05-20
CUST006807,25,Female,34500,North Carolina,Free,2023-09-29
CUST006808,44,Male,69100,North Carolina,Free,2022-03-20
CUST006809,31,Male,128100,Florida,Free,2026-01-08
CUST006810,20,Female,52100,North Carolina,Free,2022-11-28
CUST006811,41,Female,99800,Pennsylvania,Platinum,2023-02-03
CUST006812,18,Female,61900,New York,Silver,2022-03-08
CUST006813,25,Female,81200,California,Free,2025-06-17
CUST006814,18,Male,43200,Florida,Bronze,2024-12-25
CUST006815,18,Female,31600,Florida,Bronze,2022-07-12
CUST006816,38,Female,38900,Florida,Free,2023-05-03
CUST006817,18,Female,41100,Washington,Bronze,2022-08-05
CUST006818,18,Female,56100,Florida,Bronze,2026-03-01
CUST006819,35,Male,70000,Pennsylvania,Free,2022-03-27
CUST006820,29,Female,22600,North Carolina,Silver,2023-05-04
CUST006821,59,Male,53100,Georgia,Free,2022-09-18
CUST006822,58,Male,57400,Pennsylvania,Silver,2025-07-30
CUST006823,25,Male,50300,Washington,Free,2025-07-15
CUST006824,42,Female,29100,California,Bronze,2025-08-18
CUST006825,44,Female,60300,North Carolina,Bronze,2022-07-28
CUST006826,28,Male,59100,California,Silver,2022-11-03
CUST006827,18,Female,74100,Illinois,Free,2023-07-04
CUST006828,35,Male,43900,California,Gold,2026-02-15
CUST006829,33,Female,57000,Ohio,Free,2026-03-28
CUST006830,30,Female,64900,Illinois,Free,2022-02-23
CUST006831,41,Female,50200,Washington,Gold,2025-03-29
CUST006832,26,Male,25100,Texas,Free,2022-11-25
CUST006833,22,Female,18000,Florida,Bronze,2025-05-25
CUST006834,37,Female,32700,New York,Free,2025-10-22
CUST006835,40,Female,20900,Ohio,Bronze,2024-10-19
CUST006836,21,Female,55600,Washington,Gold,2023-10-23
CUST006837,47,Female,29400,North Carolina,Free,2022-12-19
CUST006838,18,Male,35300,Pennsylvania,Bronze,2025-12-10
CUST006839,29,Non-Binary,118900,North Carolina,Free,2024-07-07
CUST006840,32,Female,40200,Texas,Free,2026-05-31
CUST006841,28,Male,88700,Florida,Bronze,2024-11-07
CUST006842,29,Female,50000,New York,Free,2023-03-24
CUST006843,58,Female,23900,Texas,Free,2022-09-03
CUST006844,25,Female,48000,California,Bronze,2023-12-12
CUST006845,65,Male,18000,New York,Free,2024-10-02
CUST006846,41,Male,54700,New York,Free,2024-03-30
CUST006847,37,Female,30700,Washington,Free,2024-06-17
CUST006848,41,Male,48600,Washington,Bronze,2024-10-06
CUST006849,66,Male,35300,Ohio,Bronze,2023-07-23
CUST006850,24,Male,88600,Florida,Free,2026-04-24
CUST006851,22,Female,50100,Texas,Silver,2023-11-04
CUST006852,26,Male,41900,Pennsylvania,Free,2025-06-19
CUST006853,36,Female,38300,California,Free,2024-02-07
CUST006854,18,Female,54500,California,Platinum,2023-06-23
CUST006855,36,Male,40600,North Carolina,Free,2024-03-17
CUST006856,56,Male,18000,New York,Bronze,2024-05-29
CUST006857,37,Male,37300,New York,Bronze,2022-01-02
CUST006858,32,Female,49100,Texas,Silver,2025-04-29
CUST006859,28,Female,33600,Texas,Bronze,2023-08-13
CUST006860,46,Female,55500,Texas,Free,2025-07-23
CUST006861,26,Female,51700,Florida,Free,2023-03-05
CUST006862,58,Male,18000,California,Bronze,2023-12-19
CUST006863,59,Female,34400,California,Gold,2024-04-25
CUST006864,39,Male,95000,New York,Free,2024-12-27
CUST006865,35,Male,64100,California,Free,2024-04-24
CUST006866,48,Male,67100,New York,Platinum,2024-10-09
CUST006867,49,Male,79800,Texas,Silver,2025-03-21
CUST006868,26,Male,43400,New York,Bronze,2023-08-23
CUST006869,29,Male,37000,California,Gold,2024-08-07
CUST006870,20,Female,74800,California,Bronze,2022-05-19
CUST006871,40,Male,85600,Pennsylvania,Silver,2022-12-07
CUST006872,43,Female,90900,Pennsylvania,Free,2025-02-01
CUST006873,19,Male,35600,Texas,Free,2024-02-05
CUST006874,30,Male,68100,Ohio,Bronze,2026-05-24
CUST006875,19,Female,46300,Texas,Free,2026-02-12
CUST006876,25,Female,69800,California,Silver,2025-06-17
CUST006877,42,Male,46800,New York,Bronze,2025-05-26
CUST006878,27,Female,48400,New York,Silver,2023-12-08
CUST006879,32,Male,73100,Florida,Platinum,2026-05-23
CUST006880,18,Male,41600,Georgia,Bronze,2022-06-22
CUST006881,38,Female,40700,Illinois,Gold,2022-11-29
CUST006882,35,Male,83400,Texas,Free,2022-04-22
CUST006883,27,Male,60200,Florida,Bronze,2025-08-28
CUST006884,33,Female,29900,North Carolina,Free,2025-08-09
CUST006885,38,Male,87600,Georgia,Free,2023-04-03
CUST006886,26,Female,101600,Pennsylvania,Silver,2024-12-27
CUST006887,18,Male,56900,Pennsylvania,Silver,2022-12-13
CUST006888,57,Female,41800,Florida,Free,2024-12-24
CUST006889,28,Male,109800,Washington,Platinum,2023-12-19
CUST006890,34,Male,106200,Ohio,Silver,2022-04-29
CUST006891,48,Female,31500,Florida,Free,2025-11-29
CUST006892,75,Male,43000,North Carolina,Free,2023-08-30
CUST006893,21,Female,47700,California,Bronze,2026-05-15
CUST006894,41,Female,111300,New York,Bronze,2024-02-06
CUST006895,27,Male,76600,New York,Bronze,2024-06-28
CUST006896,29,Male,41700,Washington,Free,2024-03-09
CUST006897,27,Male,48900,New York,Free,2025-05-09
CUST006898,22,Female,46400,Illinois,Bronze,2026-04-27
CUST006899,35,Male,33500,North Carolina,Silver,2026-05-23
CUST006900,18,Male,63600,Florida,Free,2024-09-26
CUST006901,47,Male,61500,California,Free,2022-10-01
CUST006902,36,Male,65900,Georgia,Bronze,2022-04-14
CUST006903,41,Male,54800,Washington,Bronze,2024-07-11
CUST006904,30,Female,28500,New York,Bronze,2025-07-14
CUST006905,31,Female,35700,Ohio,Free,2022-12-19
CUST006906,39,Female,50600,Ohio,Bronze,2025-01-31
CUST006907,22,Female,76900,Illinois,Free,2026-05-15
CUST006908,31,Male,56400,California,Silver,2023-07-28
CUST006909,25,Non-Binary,26500,New York,Free,2022-10-08
CUST006910,25,Male,18000,New York,Free,2022-06-26
CUST006911,18,Male,48100,Ohio,Free,2022-01-09
CUST006912,52,Male,60200,Illinois,Free,2022-01-25
CUST006913,27,Female,72800,California,Free,2022-03-13
CUST006914,49,Male,117800,California,Free,2023-05-02
CUST006915,48,Female,86000,Florida,Free,2022-07-02
CUST006916,20,Male,66700,New York,Free,2022-07-30
CUST006917,22,Female,37500,Florida,Silver,2024-12-08
CUST006918,66,Female,100900,Florida,Bronze,2024-04-16
CUST006919,57,Female,28500,Texas,Bronze,2025-12-08
CUST006920,35,Female,84800,California,Bronze,2025-10-30
CUST006921,39,Female,125800,California,Bronze,2025-04-21
CUST006922,28,Other,98700,California,Free,2025-05-05
CUST006923,41,Female,40400,Texas,Free,2023-10-18
CUST006924,27,Female,21500,Florida,Free,2024-02-20
CUST006925,18,Male,33700,North Carolina,Bronze,2023-06-07
CUST006926,20,Male,50200,New York,Free,2026-05-10
CUST006927,36,Male,42600,New York,Free,2025-11-06
CUST006928,22,Female,55300,North Carolina,Free,2026-04-04
CUST006929,35,Male,19800,Illinois,Free,2024-03-25
CUST006930,23,Male,72900,New York,Gold,2026-05-23
CUST006931,26,Male,35900,Ohio,Platinum,2025-10-19
CUST006932,46,Male,49000,Ohio,Free,2024-10-14
CUST006933,38,Male,38600,Texas,Free,2026-01-07
CUST006934,35,Female,71300,Georgia,Free,2022-08-18
CUST006935,46,Male,36900,Texas,Free,2022-10-14
CUST006936,41,Male,20800,New York,Bronze,2025-05-02
CUST006937,53,Male,64900,California,Bronze,2023-07-31
CUST006938,30,Male,22100,California,Bronze,2024-07-29
CUST006939,30,Male,44900,Georgia,Free,2024-05-18
CUST006940,20,Male,84500,New York,Free,2023-06-10
CUST006941,30,Male,65400,Georgia,Free,2022-06-13
CUST006942,47,Male,49700,Ohio,Bronze,2024-07-06
CUST006943,51,Male,50700,North Carolina,Free,2024-08-29
CUST006944,47,Female,29000,Washington,Silver,2026-01-10
CUST006945,18,Male,60200,Florida,Free,2024-07-31
CUST006946,48,Female,62700,Illinois,Free,2023-07-22
CUST006947,18,Female,54500,Texas,Free,2024-09-18
CUST006948,46,Male,49300,California,Free,2023-10-04
CUST006949,31,Male,45600,Texas,Free,2025-10-20
CUST006950,44,Female,72800,California,Bronze,2022-08-03
CUST006951,20,Male,36100,Pennsylvania,Free,2024-09-26
CUST006952,50,Male,25100,North Carolina,Free,2023-10-27
CUST006953,18,Female,77100,California,Free,2022-06-11
CUST006954,27,Female,25300,Texas,Free,2023-09-23
CUST006955,24,Male,33800,California,Bronze,2022-06-24
CUST006956,18,Female,60600,California,Bronze,2025-12-04
CUST006957,37,Female,57900,California,Gold,2025-06-14
CUST006958,57,Male,45200,Georgia,Free,2022-11-17
CUST006959,68,Female,99100,Washington,Bronze,2026-05-05
CUST006960,37,Female,79800,California,Bronze,2026-02-15
CUST006961,49,Female,46500,California,Free,2025-05-10
CUST006962,38,Female,37000,Georgia,Gold,2022-04-15
CUST006963,41,Male,56000,Illinois,Free,2022-04-06
CUST006964,31,Male,53900,North Carolina,Free,2025-07-04
CUST006965,38,Male,88800,North Carolina,Free,2026-01-03
CUST006966,42,Female,44400,Pennsylvania,Free,2025-08-30
CUST006967,29,Male,81900,New York,Silver,2025-07-12
CUST006968,35,Male,25200,Texas,Silver,2022-12-25
CUST006969,35,Male,58400,Georgia,Bronze,2022-10-26
CUST006970,45,Female,34400,California,Free,2022-10-18
CUST006971,23,Female,49200,Texas,Gold,2024-07-14
CUST006972,35,Male,43900,Illinois,Free,2025-12-26
CUST006973,58,Male,28100,New York,Free,2026-02-20
CUST006974,49,Male,33900,Florida,Free,2024-01-21
CUST006975,52,Male,38900,New York,Free,2022-12-20
CUST006976,36,Female,117300,North Carolina,Platinum,2025-09-04
CUST006977,39,Female,37500,Florida,Bronze,2023-07-07
CUST006978,48,Female,19000,New York,Silver,2023-05-18
CUST006979,54,Male,33800,Ohio,Bronze,2023-03-25
CUST006980,18,Male,20300,Illinois,Free,2025-02-14
CUST006981,20,Male,29100,Illinois,Platinum,2024-07-01
CUST006982,51,Male,18000,North Carolina,Free,2025-09-01
CUST006983,32,Male,35900,Illinois,Bronze,2025-10-08
CUST006984,27,Male,59100,Washington,Free,2025-04-25
CUST006985,20,Male,39900,California,Free,2022-11-11
CUST006986,29,Female,40900,Florida,Gold,2023-03-07
CUST006987,19,Female,175700,Ohio,Platinum,2022-02-08
CUST006988,61,Male,36300,Florida,Gold,2022-01-23
CUST006989,35,Female,54700,Washington,Free,2025-09-09
CUST006990,35,Male,51700,Texas,Silver,2024-03-27
CUST006991,43,Male,55700,Florida,Bronze,2026-01-30
CUST006992,47,Female,36200,New York,Free,2025-08-12
CUST006993,47,Male,71900,Florida,Free,2024-08-08
CUST006994,48,Female,88800,California,Free,2022-09-30
CUST006995,28,Female,50700,Ohio,Gold,2025-06-30
CUST006996,32,Male,87800,Georgia,Free,2024-08-23
CUST006997,45,Female,64200,Texas,Free,2022-11-04
CUST006998,29,Male,53300,California,Bronze,2023-07-08
CUST006999,35,Male,29200,New York,Gold,2023-03-18
CUST007000,40,Male,46100,Texas,Bronze,2025-12-08
CUST007001,45,Female,80600,California,Bronze,2022-10-13
CUST007002,18,Male,40400,California,Free,2025-01-01
CUST007003,44,Male,51000,Washington,Silver,2025-08-14
CUST007004,33,Male,28600,Florida,Bronze,2025-03-05
CUST007005,44,Male,59000,Texas,Bronze,2022-06-14
CUST007006,45,Male,61800,New York,Gold,2023-04-30
CUST007007,55,Female,158200,New York,Free,2022-06-08
CUST007008,52,Female,55100,Washington,Silver,2023-01-12
CUST007009,52,Female,57000,New York,Platinum,2025-02-24
CUST007010,53,Female,45400,Washington,Bronze,2024-01-04
CUST007011,39,Female,46900,Illinois,Silver,2026-02-06
CUST007012,36,Male,42200,California,Free,2024-12-20
CUST007013,46,Male,96700,New York,Free,2022-11-09
CUST007014,44,Female,37900,Florida,Bronze,2026-02-24
CUST007015,32,Female,87100,Washington,Free,2024-10-07
CUST007016,40,Male,46900,Pennsylvania,Bronze,2026-04-15
CUST007017,35,Female,32300,New York,Free,2025-06-02
CUST007018,25,Female,37000,Washington,Free,2022-07-23
CUST007019,51,Female,34700,California,Silver,2023-05-23
CUST007020,36,Female,37500,Texas,Free,2024-07-12
CUST007021,60,Female,26800,Illinois,Free,2025-07-18
CUST007022,18,Female,33700,New York,Bronze,2024-06-19
CUST007023,29,Female,18000,Georgia,Free,2025-09-14
CUST007024,36,Male,51700,California,Platinum,2022-09-16
CUST007025,49,Female,37000,Washington,Silver,2025-04-24
CUST007026,40,Female,43900,New York,Platinum,2024-07-07
CUST007027,39,Female,32500,Illinois,Bronze,2025-11-11
CUST007028,22,Other,96700,Georgia,Bronze,2026-03-15
CUST007029,22,Female,19100,Texas,Gold,2022-04-02
CUST007030,39,Female,78200,Georgia,Platinum,2024-04-23
CUST007031,19,Female,22300,Ohio,Free,2023-02-24
CUST007032,29,Female,33800,Georgia,Platinum,2026-05-29
CUST007033,42,Female,58800,Ohio,Free,2025-03-26
CUST007034,24,Male,130000,Pennsylvania,Silver,2025-02-07
CUST007035,55,Female,72400,Florida,Free,2025-05-25
CUST007036,50,Male,18000,California,Silver,2023-10-30
CUST007037,18,Male,58300,Texas,Free,2024-09-09
CUST007038,24,Female,32700,California,Free,2026-02-02
CUST007039,18,Female,162600,Ohio,Silver,2022-02-02
CUST007040,26,Female,57300,Florida,Free,2024-07-03
CUST007041,45,Female,78900,Texas,Silver,2025-02-14
CUST007042,31,Female,31700,Ohio,Bronze,2023-08-29
CUST007043,41,Female,30700,Illinois,Free,2022-05-20
CUST007044,18,Male,47800,Florida,Bronze,2022-11-21
CUST007045,45,Male,33700,New York,Free,2024-08-31
CUST007046,29,Female,57800,North Carolina,Platinum,2022-02-07
CUST007047,36,Male,39200,Pennsylvania,Bronze,2024-11-05
CUST007048,34,Female,48400,Texas,Bronze,2023-02-19
CUST007049,20,Female,79500,Washington,Silver,2026-05-31
CUST007050,22,Female,49800,Texas,Bronze,2024-07-27
CUST007051,47,Female,42900,Pennsylvania,Free,2022-08-22
CUST007052,40,Female,34400,New York,Silver,2025-11-26
CUST007053,48,Female,37700,Georgia,Bronze,2022-03-12
CUST007054,39,Other,69800,Ohio,Free,2024-08-27
CUST007055,37,Female,45700,California,Free,2022-11-08
CUST007056,18,Male,30400,Pennsylvania,Bronze,2025-06-07
CUST007057,32,Female,40200,New York,Gold,2022-03-12
CUST007058,35,Male,74200,Washington,Free,2024-02-01
CUST007059,59,Female,41800,New York,Free,2026-02-22
CUST007060,44,Female,18000,Florida,Free,2024-01-31
CUST007061,54,Male,77100,Washington,Free,2023-07-16
CUST007062,43,Female,43400,Pennsylvania,Free,2022-11-23
CUST007063,27,Female,72900,Texas,Bronze,2023-08-08
CUST007064,37,Female,40000,Pennsylvania,Free,2023-04-24
